code,up_catholic,up_protestant,up_none_other,lapsed_catholic,lapsed_protestant,now_presbyterian,now_church_of_ireland,now_methodist,now_remaining_other_christian,sdz_unspecified_protestant,sdz_conservative_pool,sdz_free_presbyterian,grade_AB,grade_C1,grade_C2,grade_DE,id_british,id_irish,id_northern_irish,id_british_and_irish,id_british_and_northern_irish,id_irish_and_northern_irish,id_british_irish_and_northern_irish,id_other
N20001156,0.429838,0.326440,0.243722,0.073754,0.086084,0.108309,0.059347,0.019288,0.043098,0.001842,0.006999,0.001473,0.490079,0.412698,0.035714,0.061508,0.199409,0.268833,0.156573,0.010340,0.044313,0.016248,0.038405,0.265879
N20001157,0.485294,0.286765,0.227941,0.111508,0.109580,0.053398,0.041262,0.012136,0.055358,0.007332,0.006966,0.000733,0.162907,0.644110,0.035088,0.157895,0.125000,0.389706,0.166667,0.004902,0.056373,0.039216,0.041667,0.176471
N20001158,0.632184,0.193103,0.174713,0.095318,0.068679,0.046083,0.039171,0.016129,0.021505,0.001536,0.000000,0.000000,0.284058,0.342029,0.098551,0.275362,0.193995,0.438799,0.198614,0.004619,0.043880,0.034642,0.016166,0.069284
N20001159,0.540046,0.212815,0.247140,0.205194,0.076140,0.034169,0.029613,0.006834,0.048644,0.012611,0.004204,0.000601,0.376499,0.350120,0.095923,0.177458,0.100686,0.389016,0.187643,0.022883,0.020595,0.064073,0.016018,0.199085
N20001160,0.619938,0.214953,0.165109,0.163688,0.080578,0.071875,0.025000,0.000000,0.027614,0.007159,0.002386,0.000341,0.262069,0.465517,0.072414,0.200000,0.145511,0.380805,0.188854,0.015480,0.024768,0.055728,0.012384,0.176471
N20001161,0.545012,0.289538,0.165450,0.177616,0.097324,0.068127,0.051095,0.014599,0.045958,0.004866,0.005948,0.001622,0.373656,0.384409,0.067204,0.174731,0.155718,0.381995,0.160584,0.009732,0.041363,0.053528,0.031630,0.165450
N20001162,0.444858,0.240112,0.315030,0.098328,0.078491,0.073125,0.041453,0.006055,0.034839,0.002635,0.003513,0.000000,0.672340,0.229787,0.017021,0.080851,0.140000,0.289767,0.122326,0.007442,0.046977,0.041395,0.020930,0.331163
N20001163,0.454268,0.231707,0.314024,0.085366,0.085366,0.054878,0.024390,0.006098,0.045732,0.014193,0.001051,0.000000,0.313333,0.380000,0.106667,0.200000,0.206687,0.243161,0.170213,0.009119,0.036474,0.033435,0.024316,0.276596
N20001164,0.631679,0.202290,0.166031,0.153501,0.052385,0.056926,0.045541,0.017078,0.022356,0.005796,0.001932,0.000276,0.356502,0.405830,0.116592,0.121076,0.114723,0.434034,0.195029,0.005736,0.028681,0.038241,0.026769,0.156788
N20001165,0.599581,0.230608,0.169811,0.086976,0.062541,0.029412,0.060924,0.031513,0.043137,0.003081,0.000000,0.000000,0.274314,0.401496,0.139651,0.184539,0.205021,0.380753,0.169456,0.023013,0.020921,0.033473,0.012552,0.154812
N20001166,0.686594,0.152174,0.161232,0.133867,0.059447,0.032727,0.023636,0.003636,0.030545,0.002182,0.000000,0.000000,0.548936,0.336170,0.034043,0.080851,0.110708,0.482759,0.179673,0.005445,0.032668,0.056261,0.021779,0.110708
N20001167,0.555389,0.297904,0.146707,0.098802,0.106287,0.083832,0.068862,0.008982,0.025449,0.001925,0.002566,0.000000,0.701689,0.202627,0.050657,0.045028,0.168155,0.375000,0.221726,0.023810,0.041667,0.040179,0.046131,0.083333
N20001168,0.484970,0.276553,0.238477,0.136970,0.104553,0.052000,0.040000,0.004000,0.059546,0.008227,0.005093,0.003134,0.496599,0.346939,0.065760,0.090703,0.116232,0.406814,0.190381,0.004008,0.058116,0.026052,0.030060,0.168337
N20001169,0.584440,0.286528,0.129032,0.070209,0.074004,0.079696,0.079696,0.017078,0.030645,0.002318,0.003090,0.000000,0.651163,0.242894,0.046512,0.059432,0.149621,0.401515,0.187500,0.005682,0.049242,0.058712,0.051136,0.096591
N20001170,0.543103,0.308190,0.148707,0.113298,0.087887,0.084233,0.071274,0.021598,0.033845,0.004676,0.002895,0.001781,0.648649,0.229730,0.062162,0.059459,0.185345,0.359914,0.159483,0.017241,0.064655,0.064655,0.030172,0.118534
N20001171,0.467577,0.337884,0.194539,0.054608,0.085324,0.119454,0.081911,0.006826,0.037713,0.002852,0.003803,0.000000,0.560000,0.345000,0.015000,0.080000,0.225256,0.273038,0.211604,0.023891,0.075085,0.030717,0.037543,0.122867
N20001172,0.413793,0.414778,0.171429,0.038548,0.062126,0.128684,0.122790,0.013752,0.068499,0.009464,0.005858,0.003605,0.784733,0.180153,0.024427,0.010687,0.209646,0.269685,0.216535,0.011811,0.107283,0.047244,0.054134,0.083661
N20001173,0.480861,0.342105,0.177033,0.088517,0.066986,0.095694,0.093301,0.028708,0.044986,0.006215,0.003847,0.002368,0.677515,0.236686,0.056213,0.029586,0.217703,0.373206,0.136364,0.016746,0.050239,0.066986,0.047847,0.090909
N20001174,0.550877,0.289474,0.159649,0.074520,0.074062,0.075306,0.092820,0.007005,0.031560,0.004360,0.002699,0.001661,0.641509,0.249476,0.039832,0.069182,0.152364,0.374781,0.229422,0.021016,0.047285,0.047285,0.047285,0.080560
N20001175,0.447674,0.337209,0.215116,0.087209,0.098837,0.107558,0.095930,0.005814,0.026647,0.001038,0.001038,0.000346,0.640152,0.287879,0.045455,0.026515,0.220290,0.321739,0.156522,0.017391,0.075362,0.028986,0.075362,0.104348
N20001176,0.604119,0.315789,0.080092,0.032037,0.057208,0.118993,0.052632,0.027460,0.054539,0.002125,0.002125,0.000708,0.753994,0.198083,0.000000,0.047923,0.164760,0.366133,0.212815,0.027460,0.070938,0.048055,0.041190,0.068650
N20001177,0.555785,0.334711,0.109504,0.057851,0.068182,0.092975,0.095041,0.010331,0.062500,0.002435,0.002435,0.000812,0.707865,0.176966,0.056180,0.058989,0.175983,0.372671,0.221532,0.016563,0.018634,0.053830,0.051760,0.089027
N20001178,0.487985,0.314233,0.197782,0.074256,0.089743,0.116883,0.063080,0.016698,0.025510,0.000994,0.000994,0.000331,0.673575,0.256477,0.044041,0.025907,0.226937,0.324723,0.204797,0.016605,0.070111,0.038745,0.047970,0.070111
N20001179,0.597015,0.208955,0.194030,0.149254,0.078358,0.052239,0.022388,0.000000,0.052188,0.000756,0.003025,0.000000,0.277778,0.369048,0.119048,0.234127,0.122677,0.349442,0.178439,0.000000,0.022305,0.055762,0.018587,0.252788
N20001180,0.634483,0.251724,0.113793,0.076588,0.058742,0.066667,0.087719,0.017544,0.019630,0.000284,0.001138,0.000000,0.684211,0.229665,0.047847,0.038278,0.128472,0.545139,0.111111,0.020833,0.038194,0.038194,0.034722,0.083333
N20001181,0.592857,0.271429,0.135714,0.125000,0.064286,0.092857,0.078571,0.003571,0.029971,0.000434,0.001737,0.000000,0.573913,0.317391,0.078261,0.030435,0.139286,0.350000,0.214286,0.017857,0.035714,0.064286,0.053571,0.125000
N20001182,0.601279,0.294243,0.104478,0.070362,0.091684,0.083156,0.081023,0.008529,0.027834,0.000403,0.001614,0.000000,0.745098,0.162465,0.078431,0.014006,0.149893,0.479657,0.207709,0.019272,0.029979,0.023555,0.019272,0.070664
N20001183,0.640969,0.251101,0.107930,0.062603,0.065671,0.105960,0.037528,0.011038,0.028817,0.000418,0.001671,0.000000,0.674352,0.207493,0.048991,0.069164,0.176991,0.415929,0.172566,0.037611,0.022124,0.055310,0.042035,0.077434
N20001184,0.741935,0.173387,0.084677,0.102635,0.048219,0.040377,0.030956,0.021534,0.024611,0.001538,0.006153,0.000000,0.427406,0.314845,0.120718,0.137031,0.091892,0.572973,0.150000,0.005405,0.029730,0.028378,0.020270,0.101351
N20001185,0.570297,0.326733,0.102970,0.051559,0.066378,0.108481,0.108481,0.011834,0.029426,0.000426,0.001706,0.000000,0.663158,0.215789,0.052632,0.068421,0.223969,0.402750,0.196464,0.049116,0.049116,0.025540,0.011788,0.041257
N20001186,0.692164,0.192164,0.115672,0.088812,0.056224,0.057728,0.039106,0.005587,0.025539,0.001596,0.006385,0.000000,0.492754,0.335749,0.062802,0.108696,0.114019,0.465421,0.194393,0.016822,0.024299,0.057944,0.035514,0.091589
N20001187,0.560784,0.301961,0.137255,0.054902,0.101961,0.078431,0.074510,0.011765,0.026331,0.006723,0.001401,0.000840,0.650000,0.271429,0.028571,0.050000,0.200787,0.413386,0.208661,0.011811,0.015748,0.047244,0.023622,0.078740
N20001188,0.684659,0.213068,0.102273,0.066843,0.034907,0.077586,0.040230,0.014368,0.034300,0.008758,0.001824,0.001095,0.560669,0.338912,0.054393,0.046025,0.178161,0.393678,0.224138,0.020115,0.028736,0.025862,0.048851,0.080460
N20001189,0.714943,0.218391,0.066667,0.039080,0.048276,0.080460,0.034483,0.016092,0.033314,0.004485,0.001281,0.000000,0.758007,0.149466,0.056940,0.035587,0.147465,0.502304,0.207373,0.009217,0.025346,0.025346,0.041475,0.041475
N20001190,0.905433,0.062374,0.032193,0.087797,0.018286,0.008016,0.022044,0.008016,0.005845,0.000000,0.000167,0.000000,0.432177,0.359621,0.113565,0.094637,0.076305,0.660643,0.184739,0.002008,0.010040,0.040161,0.000000,0.026104
N20001191,0.712297,0.199536,0.088167,0.055684,0.023202,0.078886,0.044084,0.006961,0.028225,0.008611,0.009089,0.000478,0.744253,0.229885,0.014368,0.011494,0.123256,0.479070,0.169767,0.032558,0.027907,0.055814,0.055814,0.055814
N20001192,0.876923,0.073077,0.050000,0.063462,0.028846,0.025000,0.009615,0.001923,0.007479,0.000000,0.000214,0.000000,0.302198,0.387363,0.162088,0.148352,0.077220,0.664093,0.164093,0.005792,0.027027,0.028958,0.003861,0.028958
N20001193,0.716714,0.178470,0.104816,0.048159,0.039660,0.056657,0.062323,0.005666,0.012074,0.001625,0.000464,0.000000,0.619048,0.278388,0.051282,0.051282,0.161932,0.454545,0.244318,0.008523,0.028409,0.017045,0.011364,0.073864
N20001194,0.434402,0.434402,0.131195,0.061224,0.067055,0.157434,0.137026,0.040816,0.019506,0.005951,0.006282,0.000331,0.335766,0.237226,0.113139,0.313869,0.407514,0.260116,0.130058,0.008671,0.054913,0.028902,0.037572,0.072254
N20001195,0.746686,0.166421,0.086892,0.071170,0.038103,0.044248,0.033923,0.020649,0.028679,0.000000,0.000819,0.000000,0.515267,0.368321,0.053435,0.062977,0.100000,0.567647,0.180882,0.017647,0.041176,0.042647,0.011765,0.038235
N20001196,0.603960,0.292079,0.103960,0.047030,0.069307,0.116337,0.074257,0.009901,0.018990,0.002556,0.000730,0.000000,0.755102,0.180272,0.044218,0.020408,0.211443,0.378109,0.179104,0.012438,0.072139,0.042289,0.047264,0.057214
N20001197,0.908257,0.043578,0.048165,0.075688,0.006881,0.004587,0.011468,0.000000,0.020069,0.000000,0.000573,0.000000,0.500000,0.256250,0.125000,0.118750,0.050343,0.670481,0.162471,0.006865,0.009153,0.036613,0.022883,0.041190
N20001198,0.654545,0.274747,0.070707,0.042875,0.025250,0.118712,0.100604,0.006036,0.020583,0.002771,0.000792,0.000000,0.758824,0.194118,0.026471,0.020588,0.195960,0.452525,0.216162,0.028283,0.012121,0.036364,0.032323,0.026263
N20001199,0.586716,0.276753,0.136531,0.060012,0.046550,0.138122,0.047882,0.011050,0.028258,0.003804,0.001087,0.000000,0.752660,0.159574,0.018617,0.069149,0.223247,0.330258,0.182657,0.020295,0.084871,0.040590,0.051661,0.066421
N20001200,0.539301,0.355895,0.104803,0.109170,0.089520,0.091703,0.131004,0.019651,0.017918,0.004575,0.000953,0.000572,0.700000,0.206897,0.055172,0.037931,0.168122,0.364629,0.207424,0.010917,0.067686,0.026201,0.021834,0.133188
N20001201,0.390658,0.424628,0.184713,0.047438,0.100476,0.116525,0.086864,0.055085,0.039948,0.012188,0.012865,0.000677,0.393939,0.388889,0.090909,0.126263,0.216561,0.282378,0.250531,0.006369,0.099788,0.025478,0.031847,0.087049
N20001202,0.704835,0.201018,0.094148,0.090621,0.033505,0.068528,0.055838,0.015228,0.026174,0.000698,0.000000,0.001047,0.431250,0.328125,0.112500,0.128125,0.119593,0.480916,0.198473,0.015267,0.045802,0.045802,0.030534,0.063613
N20001203,0.184549,0.579399,0.236052,0.052353,0.050614,0.176972,0.136461,0.046908,0.126137,0.034472,0.007835,0.000000,0.141388,0.305913,0.226221,0.326478,0.480687,0.072961,0.169528,0.000000,0.085837,0.010730,0.015021,0.165236
N20001204,0.872651,0.093946,0.033403,0.066806,0.022965,0.018789,0.022965,0.004175,0.023486,0.000626,0.000000,0.000939,0.519663,0.289326,0.101124,0.089888,0.058455,0.699374,0.112735,0.014614,0.012526,0.037578,0.022965,0.041754
N20001205,0.311475,0.478142,0.210383,0.051913,0.079235,0.142077,0.139344,0.046448,0.053196,0.014538,0.003304,0.000000,0.306569,0.343066,0.124088,0.226277,0.426230,0.153005,0.172131,0.002732,0.057377,0.024590,0.024590,0.139344
N20001206,0.129870,0.707792,0.162338,0.038367,0.145701,0.320261,0.078431,0.084967,0.058732,0.016051,0.003648,0.000000,0.025210,0.310924,0.151261,0.512605,0.483660,0.078431,0.150327,0.000000,0.111111,0.019608,0.045752,0.111111
N20001207,0.046012,0.803681,0.150307,0.018320,0.095989,0.332308,0.209231,0.058462,0.065504,0.019984,0.021094,0.001110,0.076923,0.259109,0.109312,0.554656,0.658385,0.000000,0.124224,0.003106,0.155280,0.000000,0.003106,0.055901
N20001208,0.033929,0.789286,0.176786,0.016103,0.079838,0.390374,0.221034,0.055258,0.027851,0.012920,0.000861,0.001148,0.019438,0.241901,0.181425,0.557235,0.666071,0.012500,0.123214,0.000000,0.137500,0.000000,0.000000,0.060714
N20001209,0.465000,0.450000,0.085000,0.061977,0.067128,0.113350,0.098237,0.040302,0.122796,0.003275,0.000000,0.004912,0.322709,0.322709,0.147410,0.207171,0.294710,0.294710,0.216625,0.010076,0.045340,0.050378,0.030227,0.057935
N20001210,0.157895,0.678138,0.163968,0.024020,0.112215,0.178499,0.186613,0.070994,0.097212,0.026567,0.006038,0.000000,0.100737,0.361179,0.260442,0.277641,0.565923,0.054767,0.137931,0.000000,0.109533,0.020284,0.004057,0.107505
N20001211,0.133621,0.698276,0.168103,0.047414,0.114224,0.213362,0.239224,0.058190,0.047703,0.022130,0.001475,0.001967,0.166667,0.275956,0.155738,0.401639,0.521552,0.068966,0.183190,0.002155,0.122845,0.002155,0.021552,0.077586
N20001212,0.925000,0.057143,0.017857,0.066844,0.028774,0.000000,0.007092,0.003546,0.016622,0.000443,0.000000,0.000665,0.487179,0.389744,0.107692,0.015385,0.088028,0.690141,0.140845,0.021127,0.010563,0.024648,0.017606,0.007042
N20001213,0.226744,0.523256,0.250000,0.034884,0.093023,0.127907,0.104651,0.098837,0.074013,0.020227,0.004597,0.000000,0.195804,0.325175,0.220280,0.258741,0.404070,0.084302,0.244186,0.002907,0.125000,0.008721,0.002907,0.127907
N20001214,0.339578,0.522248,0.138173,0.053864,0.072600,0.238876,0.117096,0.032787,0.039640,0.018390,0.001226,0.001635,0.270492,0.306011,0.120219,0.303279,0.422535,0.208920,0.171362,0.009390,0.075117,0.018779,0.011737,0.082160
N20001215,0.137195,0.707317,0.155488,0.023872,0.097822,0.218989,0.176110,0.116386,0.077944,0.018521,0.001543,0.000000,0.234000,0.414000,0.154000,0.198000,0.477134,0.074695,0.157012,0.012195,0.144817,0.006098,0.024390,0.103659
N20001216,0.357388,0.436426,0.206186,0.040315,0.070572,0.125436,0.083624,0.027875,0.083928,0.038936,0.002596,0.003461,0.343220,0.313559,0.131356,0.211864,0.336770,0.213058,0.209622,0.017182,0.068729,0.020619,0.000000,0.134021
N20001217,0.311388,0.533808,0.154804,0.049822,0.092527,0.183274,0.133452,0.032028,0.069028,0.017624,0.003672,0.002203,0.380410,0.261959,0.136674,0.220957,0.384342,0.197509,0.193950,0.012456,0.074733,0.019573,0.033808,0.083630
N20001218,0.549865,0.331536,0.118598,0.049865,0.072077,0.102703,0.083784,0.010811,0.053874,0.004835,0.003453,0.000000,0.755172,0.179310,0.034483,0.031034,0.172973,0.416216,0.194595,0.002703,0.037838,0.056757,0.029730,0.089189
N20001219,0.360849,0.471698,0.167453,0.054245,0.061321,0.186321,0.110849,0.047170,0.042991,0.019944,0.001330,0.001773,0.422619,0.363095,0.113095,0.101190,0.312057,0.231678,0.210402,0.023641,0.111111,0.016548,0.016548,0.078014
N20001220,0.217228,0.571161,0.211610,0.028090,0.082397,0.170412,0.155431,0.097378,0.052125,0.012386,0.001032,0.000000,0.222222,0.410053,0.142857,0.224868,0.449438,0.086142,0.205993,0.005618,0.131086,0.011236,0.003745,0.106742
N20001221,0.449210,0.295711,0.255079,0.082918,0.057509,0.110112,0.067416,0.033708,0.021446,0.005096,0.000425,0.000000,0.422857,0.314286,0.157143,0.105714,0.257336,0.325056,0.209932,0.020316,0.054176,0.024831,0.013544,0.094808
N20001222,0.110236,0.682415,0.207349,0.026467,0.119587,0.222513,0.201571,0.031414,0.072809,0.022596,0.010670,0.001255,0.135802,0.339506,0.160494,0.364198,0.507853,0.041885,0.188482,0.000000,0.107330,0.002618,0.010471,0.141361
N20001223,0.136437,0.680578,0.182986,0.042037,0.085378,0.201600,0.204800,0.067200,0.082489,0.025600,0.012089,0.001422,0.120724,0.334004,0.207243,0.338028,0.475962,0.051282,0.181090,0.000000,0.134615,0.003205,0.014423,0.139423
N20001224,0.078680,0.715736,0.205584,0.022701,0.120316,0.231552,0.188295,0.078880,0.072135,0.018418,0.003837,0.002302,0.053968,0.295238,0.222222,0.428571,0.488608,0.037975,0.210127,0.002532,0.154430,0.000000,0.020253,0.086076
N20001225,0.092437,0.726891,0.180672,0.016807,0.138655,0.247899,0.197479,0.046218,0.065556,0.020345,0.009607,0.001130,0.072626,0.262570,0.357542,0.307263,0.447257,0.054852,0.177215,0.000000,0.194093,0.012658,0.008439,0.105485
N20001226,0.473934,0.417062,0.109005,0.078199,0.066351,0.208531,0.094787,0.026066,0.018483,0.001659,0.001185,0.000000,0.778723,0.165957,0.017021,0.038298,0.236407,0.314421,0.205674,0.023641,0.099291,0.011820,0.059102,0.049645
N20001227,0.095588,0.687500,0.216912,0.040238,0.097094,0.265683,0.173432,0.036900,0.077599,0.024082,0.011372,0.001338,0.066079,0.242291,0.180617,0.511013,0.476015,0.047970,0.217712,0.000000,0.158672,0.014760,0.014760,0.070111
N20001228,0.085873,0.753463,0.160665,0.013850,0.096953,0.216066,0.182825,0.096953,0.120499,0.023627,0.015751,0.000788,0.069388,0.342857,0.220408,0.367347,0.573407,0.044321,0.177285,0.000000,0.116343,0.011080,0.005540,0.072022
N20001229,0.103118,0.733813,0.163070,0.023981,0.081535,0.266187,0.208633,0.050360,0.095324,0.018691,0.012461,0.000623,0.069841,0.304762,0.203175,0.422222,0.576555,0.031100,0.186603,0.002392,0.083732,0.014354,0.004785,0.100478
N20001230,0.660800,0.220800,0.118400,0.033004,0.030704,0.073482,0.049521,0.027157,0.034611,0.003106,0.002219,0.000000,0.716279,0.213953,0.037209,0.032558,0.142628,0.445513,0.189103,0.014423,0.051282,0.048077,0.038462,0.070513
N20001231,0.495479,0.368897,0.135624,0.047016,0.065099,0.162749,0.072333,0.009042,0.051718,0.004641,0.003315,0.000000,0.520384,0.371703,0.059952,0.047962,0.228261,0.340580,0.233696,0.009058,0.050725,0.038043,0.030797,0.068841
N20001232,0.245066,0.656250,0.098684,0.026316,0.067434,0.203947,0.230263,0.064145,0.067845,0.013303,0.008869,0.000443,0.393597,0.214689,0.099812,0.291902,0.459638,0.172982,0.217463,0.008237,0.057661,0.008237,0.029654,0.046129
N20001233,0.516260,0.376016,0.107724,0.041615,0.053501,0.144016,0.099391,0.046653,0.025810,0.006133,0.000511,0.000000,0.387464,0.376068,0.139601,0.096866,0.282520,0.345528,0.144309,0.028455,0.071138,0.036585,0.034553,0.056911
N20001234,0.269231,0.485043,0.245726,0.070513,0.117521,0.128205,0.141026,0.017094,0.060897,0.011941,0.007960,0.000398,0.393643,0.464548,0.080685,0.061125,0.262366,0.210753,0.236559,0.008602,0.070968,0.047312,0.053763,0.109677
N20001235,0.909091,0.050157,0.040752,0.055508,0.000313,0.015576,0.015576,0.006231,0.008901,0.001780,0.001780,0.000000,0.093023,0.227907,0.120930,0.558140,0.056250,0.715625,0.175000,0.000000,0.006250,0.021875,0.012500,0.012500
N20001236,0.973011,0.005682,0.021307,0.049716,0.004261,0.000000,0.000000,0.000000,0.001015,0.000203,0.000203,0.000000,0.218750,0.347039,0.194079,0.240132,0.005690,0.879090,0.064011,0.000000,0.001422,0.021337,0.000000,0.028450
N20001237,0.958621,0.016092,0.025287,0.059770,0.000000,0.004598,0.009195,0.002299,0.000000,0.000000,0.000000,0.000000,0.208481,0.349823,0.243816,0.197880,0.029954,0.776498,0.154378,0.004608,0.000000,0.009217,0.006912,0.018433
N20001238,0.955224,0.014925,0.029851,0.048507,0.007463,0.007463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.183099,0.302817,0.330986,0.183099,0.044776,0.805970,0.130597,0.007463,0.000000,0.003731,0.000000,0.007463
N20001239,0.928358,0.037313,0.034328,0.032836,0.010448,0.010448,0.001493,0.000000,0.008780,0.003512,0.002634,0.000000,0.078989,0.154818,0.135861,0.630332,0.052317,0.790732,0.088191,0.007474,0.014948,0.023916,0.008969,0.013453
N20001240,0.872180,0.071429,0.056391,0.043233,0.011278,0.022556,0.020677,0.005639,0.005430,0.005013,0.000557,0.000278,0.052061,0.301518,0.119306,0.527115,0.093985,0.708647,0.127820,0.020677,0.003759,0.013158,0.020677,0.011278
N20001241,0.960976,0.009756,0.029268,0.060002,0.001639,0.006494,0.000000,0.000000,0.001249,0.000125,0.000250,0.000000,0.078652,0.282772,0.176030,0.462547,0.022727,0.790584,0.134740,0.008117,0.000000,0.032468,0.001623,0.009740
N20001242,0.910959,0.069863,0.019178,0.046575,0.005479,0.031507,0.013699,0.000000,0.009234,0.008524,0.000947,0.000474,0.058372,0.267281,0.124424,0.549923,0.076923,0.697802,0.174451,0.004121,0.009615,0.023352,0.002747,0.010989
N20001243,0.958275,0.025035,0.016690,0.031886,0.004201,0.005556,0.006944,0.000000,0.006410,0.000641,0.001282,0.000000,0.021242,0.217320,0.184641,0.576797,0.067039,0.745810,0.153631,0.002793,0.001397,0.022346,0.000000,0.006983
N20001244,0.963384,0.010101,0.026515,0.055323,0.003804,0.003778,0.000000,0.001259,0.000945,0.000315,0.000000,0.000000,0.242938,0.337100,0.239171,0.180791,0.036524,0.764484,0.147355,0.013854,0.000000,0.021411,0.005038,0.011335
N20001245,0.975000,0.022727,0.002273,0.041059,0.009060,0.000000,0.009112,0.000000,0.003254,0.000651,0.000651,0.000000,0.293750,0.262500,0.212500,0.231250,0.031818,0.775000,0.134091,0.002273,0.000000,0.022727,0.018182,0.015909
N20001246,0.955740,0.026279,0.017981,0.052827,0.008249,0.002774,0.001387,0.001387,0.006472,0.005548,0.000462,0.000000,0.300905,0.391403,0.180995,0.126697,0.038728,0.793914,0.132780,0.002766,0.000000,0.006916,0.000000,0.024896
N20001247,0.881002,0.056367,0.062630,0.036927,0.006471,0.006237,0.035343,0.006237,0.001559,0.000520,0.000000,0.000000,0.208955,0.402985,0.182090,0.205970,0.085595,0.636743,0.164927,0.004175,0.018789,0.045929,0.012526,0.031315
N20001248,0.916129,0.064516,0.019355,0.055914,0.010753,0.036559,0.015054,0.000000,0.001654,0.000165,0.000331,0.000000,0.046569,0.137255,0.134804,0.681373,0.062232,0.736052,0.137339,0.010730,0.006438,0.021459,0.004292,0.021459
N20001249,0.211420,0.587963,0.200617,0.038580,0.063272,0.137346,0.259259,0.033951,0.045325,0.041838,0.004649,0.002324,0.061338,0.267658,0.200743,0.470260,0.472222,0.094136,0.169753,0.004630,0.069444,0.007716,0.004630,0.177469
N20001250,0.936275,0.031863,0.031863,0.048197,0.009965,0.002433,0.002433,0.000000,0.008831,0.007570,0.000631,0.000000,0.175141,0.375706,0.206215,0.242938,0.019656,0.800983,0.085995,0.002457,0.000000,0.036855,0.000000,0.054054
N20001251,0.952518,0.023022,0.024460,0.048921,0.015827,0.004317,0.000000,0.000000,0.002158,0.000719,0.000000,0.000000,0.231054,0.443623,0.162662,0.162662,0.036023,0.792507,0.125360,0.001441,0.005764,0.023055,0.001441,0.014409
N20001252,0.932358,0.032907,0.034735,0.021938,0.001828,0.001828,0.014625,0.005484,0.007031,0.000703,0.001406,0.000000,0.032184,0.280460,0.209195,0.478161,0.025641,0.750916,0.146520,0.005495,0.005495,0.029304,0.003663,0.032967
N20001253,0.941576,0.027174,0.031250,0.039269,0.008178,0.008141,0.004071,0.000000,0.006082,0.000468,0.000000,0.000234,0.283133,0.335843,0.158133,0.222892,0.052989,0.786685,0.110054,0.000000,0.000000,0.013587,0.010870,0.025815
N20001254,0.739726,0.147641,0.112633,0.051276,0.024540,0.059271,0.030395,0.016717,0.008668,0.007430,0.000619,0.000000,0.141667,0.302083,0.200000,0.356250,0.167428,0.561644,0.184170,0.010654,0.021309,0.012177,0.001522,0.041096
