code,Sinn Féin,DUP,Alliance,UUP,SDLP,TUV,Green,PBP,Aontú
N20000001,0.040428,0.419293,0.091909,0.252472,0.011677,0.173158,0.006744,0.001412,0.002906
N20000002,0.017799,0.435109,0.094293,0.276320,0.006089,0.161458,0.006782,0.000712,0.001438
N20000003,0.048332,0.452999,0.037619,0.241892,0.013081,0.197901,0.003114,0.001739,0.003324
N20000004,0.265936,0.142308,0.255854,0.109907,0.116975,0.048671,0.024971,0.012130,0.023247
N20000005,0.026296,0.405845,0.081876,0.313531,0.007879,0.155774,0.005903,0.000943,0.001953
N20000006,0.236391,0.239959,0.131903,0.172989,0.085371,0.092978,0.011995,0.009750,0.018664
N20000007,0.742118,0.025822,0.014573,0.027905,0.122021,0.009971,0.001404,0.020410,0.035776
N20000008,0.412113,0.133253,0.119237,0.124197,0.110223,0.050828,0.010205,0.013376,0.026568
N20000009,0.066047,0.400706,0.063455,0.270267,0.019649,0.167477,0.005139,0.002449,0.004809
N20000010,0.023316,0.373758,0.196121,0.259848,0.010044,0.117850,0.015870,0.001054,0.002138
N20000011,0.096324,0.491774,0.042410,0.216193,0.018309,0.122351,0.004310,0.003053,0.005275
N20000012,0.069869,0.413039,0.113849,0.245169,0.018867,0.122397,0.009783,0.002367,0.004660
N20000013,0.131593,0.332089,0.090895,0.268217,0.030980,0.126340,0.007537,0.004144,0.008206
N20000014,0.164493,0.261841,0.233140,0.166885,0.059080,0.072536,0.022241,0.006878,0.012905
N20000015,0.763081,0.013550,0.012257,0.012858,0.131076,0.003981,0.001377,0.024084,0.037736
N20000016,0.350692,0.105073,0.178843,0.081834,0.179882,0.025426,0.026825,0.018930,0.032496
N20000017,0.713904,0.026416,0.023729,0.023463,0.141281,0.007354,0.003007,0.023004,0.037842
N20000018,0.598371,0.021409,0.052829,0.022646,0.219018,0.005873,0.006783,0.027285,0.045787
N20000019,0.283866,0.326387,0.086209,0.128561,0.059594,0.079421,0.010888,0.009460,0.015614
N20000020,0.419303,0.162533,0.107813,0.108242,0.105520,0.044352,0.011000,0.014997,0.026240
N20000021,0.546630,0.032613,0.098643,0.035801,0.199536,0.009119,0.011596,0.024145,0.041918
N20000022,0.734040,0.009700,0.004907,0.009686,0.168642,0.003587,0.000713,0.026491,0.042233
N20000023,0.427816,0.090858,0.146560,0.081815,0.160365,0.023989,0.017051,0.018257,0.033288
N20000024,0.736143,0.030286,0.010147,0.027176,0.126050,0.012649,0.001065,0.020540,0.035945
N20000025,0.269847,0.179314,0.179436,0.158519,0.108745,0.050900,0.018162,0.012401,0.022676
N20000026,0.021940,0.397803,0.120498,0.306114,0.008156,0.133754,0.008990,0.000895,0.001850
N20000027,0.210997,0.140562,0.338806,0.108897,0.096578,0.037355,0.038206,0.010038,0.018560
N20000028,0.541795,0.095888,0.038226,0.092621,0.136158,0.038199,0.004090,0.019011,0.034011
N20000029,0.447463,0.099258,0.107526,0.095244,0.156775,0.027384,0.012774,0.019407,0.034168
N20000030,0.040133,0.312490,0.246133,0.258536,0.022171,0.092705,0.021477,0.002132,0.004225
N20000031,0.015804,0.326802,0.305845,0.228920,0.008120,0.085257,0.026853,0.000794,0.001604
N20000032,0.623918,0.020503,0.043153,0.024688,0.206954,0.006229,0.005792,0.024789,0.043974
N20000033,0.739543,0.016801,0.008406,0.019363,0.146583,0.006451,0.000969,0.022656,0.039227
N20000034,0.677947,0.022311,0.028026,0.025473,0.169517,0.007402,0.003404,0.024351,0.041569
N20000035,0.267449,0.184875,0.200933,0.139627,0.113984,0.044885,0.020426,0.011088,0.016733
N20000036,0.332277,0.198211,0.140521,0.119189,0.122037,0.038766,0.017075,0.013151,0.018774
N20000037,0.332036,0.246815,0.131054,0.112690,0.086320,0.049066,0.015306,0.011232,0.015482
N20000038,0.114606,0.153660,0.454036,0.107010,0.076145,0.032952,0.046204,0.005984,0.009403
N20000039,0.155569,0.141201,0.379785,0.122995,0.111842,0.033941,0.032560,0.008470,0.013638
N20000040,0.444380,0.168830,0.086447,0.082387,0.135916,0.030190,0.013232,0.016652,0.021965
N20000041,0.178798,0.248964,0.195790,0.194545,0.084021,0.059617,0.018068,0.007929,0.012269
N20000042,0.115214,0.228999,0.363431,0.123211,0.065208,0.052354,0.037395,0.005656,0.008532
N20000043,0.170056,0.267812,0.220697,0.160134,0.080541,0.057206,0.024425,0.007656,0.011473
N20000044,0.187366,0.226834,0.199984,0.186245,0.103513,0.052043,0.020361,0.009394,0.014259
N20000045,0.268031,0.090868,0.292305,0.096112,0.170370,0.021327,0.026214,0.013299,0.021473
N20000046,0.090989,0.436227,0.084560,0.243844,0.029012,0.099850,0.007128,0.003336,0.005055
N20000047,0.110985,0.276787,0.237864,0.229118,0.043625,0.072311,0.018224,0.004181,0.006904
N20000048,0.295870,0.140282,0.195863,0.122437,0.157085,0.034915,0.017610,0.014202,0.021737
N20000049,0.388667,0.106062,0.178187,0.085296,0.159490,0.025234,0.016471,0.016514,0.024079
N20000050,0.080540,0.381692,0.183170,0.218939,0.033182,0.077525,0.016223,0.003488,0.005240
N20000051,0.542784,0.056459,0.101060,0.040875,0.185094,0.012901,0.011130,0.020472,0.029223
N20000052,0.157448,0.357204,0.121951,0.211763,0.049162,0.078103,0.009775,0.005861,0.008734
N20000053,0.275858,0.142359,0.278773,0.108811,0.111868,0.028449,0.025659,0.011301,0.016922
N20000054,0.099467,0.393241,0.123536,0.248753,0.033947,0.080699,0.010860,0.003741,0.005757
N20000055,0.103481,0.396271,0.140749,0.224422,0.035228,0.077705,0.012070,0.004044,0.006030
N20000056,0.188890,0.301557,0.203399,0.151982,0.057615,0.061819,0.018035,0.006712,0.009990
N20000057,0.265269,0.154454,0.220753,0.139487,0.129940,0.039299,0.021260,0.011452,0.018086
N20000058,0.113122,0.405156,0.141435,0.198633,0.034400,0.086442,0.010792,0.003917,0.006102
N20000059,0.331833,0.077804,0.281622,0.050742,0.173094,0.013642,0.031349,0.016423,0.023490
N20000060,0.196539,0.219735,0.202448,0.206299,0.076145,0.064345,0.015147,0.007356,0.011986
N20000061,0.115117,0.368739,0.166894,0.197638,0.044580,0.080816,0.014441,0.004654,0.007122
N20000062,0.097369,0.454945,0.099024,0.202564,0.030446,0.098476,0.008111,0.003658,0.005408
N20000063,0.229617,0.206929,0.245776,0.125729,0.098715,0.040492,0.029136,0.009395,0.014212
N20000064,0.159399,0.245965,0.203627,0.216136,0.075261,0.064458,0.017012,0.007067,0.011075
N20000065,0.214966,0.174237,0.242275,0.171257,0.104380,0.049630,0.019259,0.009051,0.014946
N20000066,0.359725,0.090079,0.274472,0.061186,0.134654,0.019200,0.025341,0.014323,0.021021
N20000067,0.332209,0.167957,0.205230,0.111026,0.101403,0.034785,0.017452,0.012215,0.017722
N20000068,0.267766,0.256390,0.097340,0.182099,0.091779,0.070645,0.007909,0.010598,0.015474
N20000069,0.154732,0.256702,0.189525,0.236600,0.057298,0.077047,0.013741,0.005290,0.009065
N20000070,0.125903,0.241688,0.217023,0.265092,0.058289,0.062412,0.015647,0.005259,0.008687
N20000071,0.236686,0.148611,0.269092,0.120032,0.137782,0.030166,0.027993,0.011733,0.017905
N20000072,0.077850,0.175856,0.434379,0.161897,0.057337,0.046613,0.034952,0.004138,0.006978
N20000073,0.078107,0.407045,0.113455,0.258631,0.026736,0.100916,0.007620,0.002859,0.004632
N20000074,0.077908,0.438125,0.075718,0.255420,0.024522,0.115138,0.005982,0.002834,0.004352
N20000075,0.151843,0.283711,0.177607,0.216854,0.064882,0.073377,0.015768,0.006204,0.009753
N20000076,0.240737,0.138740,0.298750,0.106102,0.124489,0.031631,0.031603,0.011022,0.016926
N20000077,0.149483,0.314547,0.148816,0.225983,0.054898,0.079616,0.011881,0.005768,0.009009
N20000078,0.116704,0.388564,0.101557,0.249043,0.038726,0.085892,0.008517,0.004290,0.006706
N20000079,0.040904,0.473339,0.067441,0.283546,0.010441,0.116525,0.004432,0.001296,0.002075
N20000080,0.081350,0.273919,0.262914,0.233480,0.045400,0.070613,0.022121,0.003886,0.006317
N20000081,0.124941,0.354995,0.117258,0.249943,0.041372,0.090621,0.009373,0.004487,0.007010
N20000082,0.056647,0.466960,0.072381,0.254028,0.015120,0.125147,0.004897,0.001891,0.002930
N20000083,0.154242,0.320155,0.111924,0.257787,0.043121,0.092069,0.007747,0.004973,0.007983
N20000084,0.211185,0.234735,0.147850,0.209663,0.092540,0.069074,0.011460,0.009228,0.014265
N20000085,0.071831,0.259141,0.283201,0.257766,0.034492,0.064300,0.021223,0.002982,0.005065
N20000086,0.010259,0.348138,0.207750,0.295550,0.004991,0.114896,0.017007,0.000506,0.000902
N20000087,0.015467,0.323007,0.226871,0.259151,0.007042,0.149369,0.017070,0.000720,0.001303
N20000088,0.013130,0.317436,0.284804,0.234310,0.007746,0.116223,0.024344,0.000733,0.001273
N20000089,0.013827,0.341796,0.241890,0.243730,0.006753,0.131084,0.019031,0.000690,0.001200
N20000090,0.017184,0.306186,0.258918,0.279972,0.008489,0.104026,0.022865,0.000856,0.001504
N20000091,0.014239,0.336532,0.235552,0.256541,0.005943,0.131143,0.018321,0.000610,0.001119
N20000092,0.017816,0.338280,0.203985,0.294570,0.008494,0.115715,0.018713,0.000897,0.001530
N20000093,0.023242,0.440277,0.060057,0.344939,0.006694,0.116926,0.005396,0.000957,0.001510
N20000094,0.005480,0.120106,0.670997,0.098797,0.003459,0.047076,0.053245,0.000294,0.000546
N20000095,0.050096,0.482266,0.073786,0.260038,0.014019,0.106585,0.007909,0.002122,0.003180
N20000096,0.020663,0.404709,0.092769,0.334263,0.005725,0.132285,0.007541,0.000744,0.001301
N20000097,0.014607,0.316447,0.248529,0.284437,0.005851,0.107962,0.020396,0.000641,0.001130
N20000098,0.016901,0.423446,0.102667,0.312202,0.005769,0.128146,0.008924,0.000730,0.001215
N20000099,0.018386,0.376566,0.114091,0.342292,0.006387,0.131423,0.008789,0.000733,0.001334
N20000100,0.013467,0.350376,0.147393,0.338891,0.005578,0.131371,0.011267,0.000588,0.001068
N20000101,0.007837,0.317196,0.285503,0.250285,0.003824,0.111389,0.022891,0.000388,0.000688
N20000102,0.030827,0.341419,0.226153,0.266981,0.013541,0.094998,0.022130,0.001458,0.002493
N20000103,0.036856,0.433329,0.113884,0.283732,0.012429,0.104116,0.011484,0.001578,0.002592
N20000104,0.035466,0.457568,0.147840,0.238400,0.011504,0.090281,0.014908,0.001583,0.002450
N20000105,0.037910,0.419525,0.160070,0.259912,0.011992,0.091138,0.015370,0.001539,0.002546
N20000106,0.017784,0.348644,0.206999,0.301761,0.008425,0.094628,0.019315,0.000915,0.001529
N20000107,0.033604,0.438474,0.123977,0.256073,0.012073,0.118087,0.013693,0.001588,0.002432
N20000108,0.045065,0.448957,0.122233,0.257481,0.013474,0.095643,0.012351,0.001860,0.002935
N20000109,0.012283,0.344417,0.168574,0.327330,0.005578,0.126187,0.014017,0.000583,0.001031
N20000110,0.012534,0.368821,0.118224,0.365873,0.004388,0.119266,0.009462,0.000519,0.000913
N20000111,0.022991,0.373937,0.120620,0.344352,0.009573,0.115033,0.010566,0.001090,0.001838
N20000112,0.026950,0.462715,0.037185,0.338040,0.005853,0.123678,0.003220,0.000893,0.001467
N20000113,0.019617,0.335456,0.255586,0.241005,0.008410,0.116124,0.021296,0.000926,0.001580
N20000114,0.015696,0.356174,0.185295,0.302803,0.006962,0.114814,0.016211,0.000747,0.001297
N20000115,0.020080,0.389894,0.102594,0.325059,0.008102,0.142732,0.009043,0.000929,0.001568
N20000116,0.026151,0.387559,0.150924,0.302579,0.009795,0.105252,0.014692,0.001125,0.001924
N20000117,0.015381,0.377283,0.125250,0.355305,0.007132,0.107000,0.010570,0.000756,0.001323
N20000118,0.014745,0.373874,0.167328,0.318375,0.006342,0.102401,0.015005,0.000720,0.001210
N20000119,0.023211,0.350387,0.205301,0.298951,0.011295,0.088115,0.019552,0.001173,0.002016
N20000120,0.020282,0.375902,0.120295,0.324108,0.009933,0.135914,0.010761,0.001029,0.001778
N20000121,0.026113,0.363949,0.167777,0.270212,0.012095,0.142177,0.014186,0.001287,0.002205
N20000122,0.014742,0.337091,0.200990,0.299763,0.009630,0.116935,0.018421,0.000892,0.001536
N20000123,0.010732,0.361153,0.163735,0.320284,0.006211,0.121494,0.014718,0.000624,0.001050
N20000124,0.023216,0.341663,0.316684,0.203866,0.011327,0.078328,0.021923,0.001146,0.001846
N20000125,0.022463,0.411219,0.124114,0.290535,0.008587,0.133396,0.007133,0.000941,0.001613
N20000126,0.019031,0.143787,0.629950,0.119032,0.012744,0.028467,0.042271,0.002868,0.001850
N20000127,0.023633,0.507797,0.069017,0.268998,0.006242,0.117668,0.004473,0.000846,0.001325
N20000128,0.019035,0.273908,0.413098,0.191006,0.010804,0.060795,0.026772,0.002850,0.001732
N20000129,0.050857,0.509833,0.078184,0.247054,0.012221,0.090971,0.006372,0.001852,0.002656
N20000130,0.021661,0.352486,0.275401,0.240712,0.008816,0.077697,0.020718,0.000973,0.001535
N20000131,0.058219,0.489403,0.050566,0.278093,0.013455,0.101271,0.004047,0.001986,0.002962
N20000132,0.016799,0.056874,0.773685,0.047172,0.019994,0.009558,0.069937,0.003706,0.002275
N20000133,0.016019,0.350227,0.302592,0.218167,0.006387,0.085922,0.017576,0.001927,0.001184
N20000134,0.031562,0.157912,0.576655,0.126425,0.020535,0.035027,0.043954,0.004936,0.002993
N20000135,0.032946,0.339420,0.229299,0.280144,0.013202,0.084856,0.016474,0.001386,0.002274
N20000136,0.027741,0.366400,0.185803,0.304133,0.012835,0.085352,0.014310,0.001323,0.002103
N20000137,0.022355,0.315865,0.293339,0.264048,0.007609,0.074866,0.018344,0.002223,0.001351
N20000138,0.017902,0.468527,0.100609,0.286350,0.003908,0.114528,0.005831,0.001484,0.000860
N20000139,0.025443,0.341241,0.217087,0.303004,0.009962,0.085882,0.014574,0.001059,0.001748
N20000140,0.035030,0.090670,0.679930,0.052936,0.032897,0.014720,0.083119,0.006787,0.003911
N20000141,0.042307,0.224208,0.463978,0.150503,0.024693,0.045897,0.042586,0.002235,0.003593
N20000142,0.028128,0.582114,0.086220,0.195518,0.006400,0.092680,0.006459,0.001015,0.001465
N20000143,0.025076,0.134379,0.613105,0.126016,0.020649,0.023878,0.049922,0.004278,0.002697
N20000144,0.045640,0.395829,0.139799,0.309639,0.013617,0.079130,0.012074,0.001655,0.002618
N20000145,0.033662,0.550908,0.083478,0.223879,0.008640,0.089623,0.006572,0.001351,0.001887
N20000146,0.043720,0.548398,0.117937,0.183739,0.009129,0.083262,0.007564,0.004018,0.002232
N20000147,0.051013,0.523063,0.056126,0.255387,0.013219,0.091461,0.004937,0.001975,0.002818
N20000148,0.040793,0.426649,0.085759,0.313649,0.013131,0.109875,0.006051,0.001573,0.002520
N20000149,0.030802,0.178638,0.543538,0.145249,0.019733,0.031322,0.043016,0.004800,0.002902
N20000150,0.019509,0.583484,0.112654,0.181522,0.004013,0.090012,0.005976,0.001816,0.001015
N20000151,0.049297,0.420797,0.103715,0.308634,0.015028,0.089955,0.007690,0.001914,0.002969
N20000152,0.054973,0.196200,0.475350,0.138488,0.040028,0.034670,0.044859,0.009833,0.005599
N20000153,0.026594,0.513735,0.069739,0.270714,0.005280,0.106421,0.003938,0.002269,0.001310
N20000154,0.038871,0.539560,0.059611,0.246862,0.009046,0.098022,0.004615,0.001384,0.002028
N20000155,0.031629,0.529107,0.124884,0.217644,0.006703,0.077712,0.007843,0.002856,0.001622
N20000156,0.039377,0.372260,0.226713,0.243892,0.013944,0.082151,0.017478,0.001623,0.002562
N20000157,0.067514,0.380012,0.139387,0.279740,0.021085,0.095284,0.010386,0.002541,0.004050
N20000158,0.022137,0.134419,0.631575,0.107671,0.018168,0.023002,0.056758,0.003886,0.002385
N20000159,0.019430,0.633211,0.058614,0.194386,0.003733,0.083845,0.003963,0.001847,0.000970
N20000160,0.044637,0.203054,0.466355,0.162589,0.030287,0.047168,0.034361,0.007180,0.004368
N20000161,0.073031,0.218219,0.463274,0.122428,0.029116,0.043788,0.036778,0.008310,0.005056
N20000162,0.030789,0.194200,0.519715,0.150317,0.020458,0.039248,0.037549,0.004757,0.002968
N20000163,0.069879,0.396656,0.194055,0.205435,0.021114,0.086437,0.014918,0.007316,0.004189
N20000164,0.074278,0.235739,0.387554,0.139746,0.018458,0.053495,0.081178,0.005128,0.004423
N20000165,0.025963,0.444566,0.196580,0.199123,0.004100,0.093112,0.034042,0.001333,0.001180
N20000166,0.028735,0.090005,0.681320,0.079995,0.029285,0.016291,0.065847,0.005035,0.003487
N20000167,0.019347,0.075334,0.742674,0.065721,0.015742,0.015211,0.060964,0.002935,0.002070
N20000168,0.027447,0.519584,0.095976,0.235072,0.003569,0.098767,0.017082,0.001355,0.001148
N20000169,0.461432,0.097857,0.126157,0.075604,0.133387,0.020436,0.012104,0.046606,0.026416
N20000170,0.029179,0.490555,0.202751,0.153153,0.004669,0.075770,0.040889,0.001662,0.001371
N20000171,0.044078,0.420665,0.216610,0.208563,0.008487,0.074717,0.021747,0.002831,0.002301
N20000172,0.185344,0.121108,0.418107,0.083610,0.086679,0.021760,0.047601,0.022075,0.013717
N20000173,0.248789,0.147185,0.312109,0.103416,0.058760,0.035422,0.064063,0.016234,0.014023
N20000174,0.027593,0.618548,0.052792,0.161593,0.002280,0.127530,0.007661,0.001091,0.000911
N20000175,0.118538,0.441976,0.145455,0.147137,0.018370,0.079963,0.036772,0.006563,0.005226
N20000176,0.046028,0.496054,0.145822,0.186222,0.005915,0.089896,0.025979,0.002186,0.001897
N20000177,0.145044,0.089708,0.509256,0.065059,0.085331,0.016419,0.056786,0.020068,0.012329
N20000178,0.506471,0.130652,0.131722,0.066819,0.063840,0.027138,0.029688,0.024355,0.019314
N20000179,0.050167,0.468549,0.174394,0.176161,0.007036,0.086611,0.032360,0.002583,0.002139
N20000180,0.024069,0.625796,0.049569,0.168930,0.002279,0.119710,0.007730,0.001056,0.000860
N20000181,0.033254,0.592137,0.084610,0.179496,0.003300,0.090496,0.014015,0.001488,0.001205
N20000182,0.033021,0.608982,0.066830,0.169442,0.003140,0.104245,0.011699,0.001470,0.001170
N20000183,0.027914,0.603929,0.095120,0.153021,0.003232,0.098822,0.015509,0.001335,0.001117
N20000184,0.036315,0.586862,0.107165,0.163868,0.004311,0.076947,0.021220,0.001852,0.001460
N20000185,0.045058,0.492254,0.161669,0.163833,0.006110,0.095411,0.031576,0.002226,0.001864
N20000186,0.142767,0.326824,0.226175,0.150025,0.022986,0.067934,0.048814,0.008038,0.006438
N20000187,0.029065,0.631356,0.046276,0.179946,0.002212,0.101480,0.007626,0.001133,0.000907
N20000188,0.051397,0.229016,0.428901,0.135603,0.014317,0.045108,0.088638,0.003750,0.003271
N20000189,0.027791,0.618828,0.050758,0.180004,0.002504,0.109431,0.008488,0.001236,0.000961
N20000190,0.032981,0.581745,0.069667,0.181356,0.003783,0.115330,0.012212,0.001622,0.001304
N20000191,0.035685,0.510241,0.140205,0.174433,0.005506,0.105386,0.024939,0.001986,0.001620
N20000192,0.030613,0.506680,0.146654,0.191730,0.003045,0.097498,0.021382,0.001291,0.001107
N20000193,0.039306,0.591440,0.052774,0.190389,0.003891,0.109398,0.009483,0.001889,0.001430
N20000194,0.027290,0.630503,0.098605,0.132082,0.002928,0.088682,0.017505,0.001364,0.001041
N20000195,0.032349,0.604659,0.052451,0.184628,0.003168,0.110872,0.009149,0.001547,0.001177
N20000196,0.027908,0.574986,0.087607,0.182675,0.002906,0.107713,0.013883,0.001283,0.001040
N20000197,0.021338,0.559539,0.117940,0.197354,0.002385,0.078785,0.020809,0.001025,0.000827
N20000198,0.024248,0.530651,0.171168,0.160099,0.003473,0.080193,0.027766,0.001314,0.001087
N20000199,0.030263,0.599771,0.061024,0.184787,0.002801,0.108701,0.010250,0.001344,0.001058
N20000200,0.017319,0.538740,0.136709,0.194037,0.002291,0.086043,0.023233,0.000887,0.000740
N20000201,0.372597,0.266774,0.091144,0.108027,0.049465,0.054967,0.021118,0.020657,0.015251
N20000202,0.024527,0.603249,0.071996,0.199971,0.002527,0.082381,0.013281,0.001162,0.000906
N20000203,0.192854,0.221470,0.308010,0.095013,0.042175,0.036045,0.081514,0.012732,0.010185
N20000204,0.178902,0.247523,0.291678,0.099493,0.038051,0.042269,0.080820,0.011892,0.009371
N20000205,0.089753,0.332484,0.287755,0.149705,0.016510,0.053975,0.059808,0.005525,0.004485
N20000206,0.112522,0.345054,0.225218,0.169726,0.018500,0.073503,0.044140,0.006171,0.005166
N20000207,0.810906,0.016716,0.014870,0.009871,0.076120,0.004325,0.003209,0.037761,0.026222
N20000208,0.761557,0.021833,0.018708,0.011335,0.101489,0.004809,0.005292,0.045053,0.029926
N20000209,0.800808,0.026481,0.016011,0.015801,0.070150,0.007338,0.003720,0.034896,0.024795
N20000210,0.808293,0.018724,0.011472,0.009971,0.076964,0.004652,0.002768,0.040585,0.026571
N20000211,0.081093,0.165574,0.464893,0.132810,0.039885,0.036089,0.068196,0.004355,0.007104
N20000212,0.056671,0.468930,0.122029,0.220649,0.012515,0.097753,0.016044,0.002151,0.003257
N20000213,0.064615,0.427939,0.158117,0.217812,0.012391,0.094808,0.018865,0.002097,0.003356
N20000214,0.027115,0.455857,0.045236,0.316574,0.004804,0.143931,0.004297,0.000812,0.001374
N20000215,0.068740,0.332325,0.258276,0.196489,0.019148,0.079536,0.036987,0.003340,0.005160
N20000216,0.048611,0.422150,0.098460,0.301281,0.012316,0.101160,0.011165,0.001859,0.002997
N20000217,0.068877,0.330877,0.214886,0.239755,0.024468,0.085799,0.027132,0.003061,0.005145
N20000218,0.065570,0.377166,0.171278,0.243735,0.018715,0.095927,0.020649,0.002672,0.004289
N20000219,0.183100,0.096847,0.466295,0.068304,0.062610,0.023105,0.075172,0.009652,0.014915
N20000220,0.071469,0.307222,0.221624,0.262004,0.021777,0.085557,0.022647,0.002843,0.004857
N20000221,0.044337,0.417569,0.157133,0.253371,0.010914,0.094609,0.017712,0.001665,0.002692
N20000222,0.090627,0.433222,0.164521,0.156657,0.013071,0.100343,0.032818,0.004723,0.004017
N20000223,0.108689,0.367779,0.123690,0.269370,0.020476,0.085640,0.015401,0.003437,0.005517
N20000224,0.185800,0.258570,0.168540,0.230611,0.049265,0.068908,0.019414,0.007292,0.011599
N20000225,0.073446,0.473856,0.154238,0.158474,0.013802,0.086613,0.031731,0.004363,0.003478
N20000226,0.110829,0.261656,0.291960,0.193824,0.036339,0.054324,0.038595,0.004776,0.007698
N20000227,0.129682,0.292633,0.258172,0.142479,0.027849,0.073235,0.060284,0.008490,0.007176
N20000228,0.057604,0.507710,0.139576,0.148579,0.008410,0.104399,0.027934,0.003172,0.002616
N20000229,0.054164,0.531778,0.133993,0.145738,0.007153,0.091284,0.030662,0.002934,0.002295
N20000230,0.151995,0.391815,0.151377,0.149224,0.021385,0.086385,0.033539,0.007774,0.006506
N20000231,0.330795,0.137870,0.234954,0.070790,0.087046,0.032714,0.060640,0.024822,0.020369
N20000232,0.123705,0.092008,0.526217,0.042804,0.041237,0.020255,0.134703,0.010432,0.008639
N20000233,0.424057,0.147538,0.155789,0.071361,0.079005,0.037187,0.036632,0.027004,0.021426
N20000234,0.372152,0.108483,0.231003,0.049877,0.097926,0.025275,0.064977,0.028041,0.022265
N20000235,0.350710,0.184125,0.186888,0.086953,0.065273,0.042597,0.046081,0.020333,0.017041
N20000236,0.248406,0.230712,0.245090,0.087922,0.047871,0.049879,0.061977,0.015615,0.012527
N20000237,0.222673,0.308665,0.171398,0.125038,0.039021,0.065625,0.043580,0.013278,0.010722
N20000238,0.530979,0.053850,0.150622,0.029477,0.117923,0.013332,0.038166,0.036693,0.028957
N20000239,0.305169,0.251349,0.146883,0.117451,0.047773,0.070104,0.030162,0.017118,0.013991
N20000240,0.480814,0.120220,0.153170,0.056110,0.074230,0.029288,0.038992,0.026112,0.021063
N20000241,0.138175,0.415420,0.136134,0.140004,0.021273,0.102855,0.032006,0.007854,0.006278
N20000242,0.127764,0.450614,0.117723,0.152697,0.018134,0.091645,0.029283,0.006699,0.005441
N20000243,0.598494,0.036980,0.106909,0.018547,0.127385,0.009051,0.030306,0.041014,0.031314
N20000244,0.634613,0.036042,0.063638,0.020187,0.137454,0.009617,0.018683,0.045710,0.034055
N20000245,0.793612,0.021225,0.018185,0.012026,0.080103,0.006574,0.004462,0.036656,0.027157
N20000246,0.673665,0.028515,0.055022,0.015140,0.127799,0.007775,0.016953,0.042704,0.032427
N20000247,0.611660,0.044848,0.095621,0.021731,0.117541,0.010965,0.026862,0.040455,0.030317
N20000248,0.123925,0.334374,0.216210,0.176837,0.024301,0.081142,0.030725,0.005051,0.007435
N20000249,0.742717,0.033157,0.040404,0.020322,0.082187,0.009985,0.008953,0.035188,0.027088
N20000250,0.717616,0.024260,0.031059,0.014253,0.119369,0.007090,0.008645,0.044758,0.032950
N20000251,0.745004,0.024129,0.020438,0.018154,0.115095,0.007562,0.003542,0.028615,0.037463
N20000252,0.743541,0.031313,0.028250,0.018909,0.094721,0.009719,0.007113,0.037618,0.028816
N20000253,0.611263,0.037252,0.076139,0.022504,0.141336,0.010607,0.021472,0.045272,0.034157
N20000254,0.565670,0.024014,0.101736,0.015172,0.172448,0.006822,0.030027,0.047465,0.036648
N20000255,0.666266,0.019715,0.041963,0.010350,0.154720,0.006179,0.013080,0.050807,0.036920
N20000256,0.690795,0.027445,0.040276,0.015371,0.127913,0.007890,0.011714,0.044908,0.033688
N20000257,0.103710,0.236871,0.277993,0.212268,0.064264,0.061506,0.029209,0.005241,0.008938
N20000258,0.045781,0.249104,0.357541,0.209989,0.023070,0.079447,0.029522,0.001990,0.003555
N20000259,0.051455,0.351959,0.185945,0.277843,0.020704,0.090062,0.016372,0.002114,0.003546
N20000260,0.038478,0.253277,0.369696,0.216092,0.023383,0.058153,0.035584,0.001958,0.003379
N20000261,0.039833,0.342856,0.186877,0.278946,0.019760,0.111388,0.015432,0.001791,0.003117
N20000262,0.026018,0.250267,0.403945,0.200057,0.012871,0.073164,0.030551,0.001132,0.001995
N20000263,0.052030,0.286082,0.293567,0.226664,0.026309,0.080235,0.028707,0.002356,0.004049
N20000264,0.113644,0.200889,0.384865,0.141389,0.050916,0.051589,0.044200,0.004696,0.007811
N20000265,0.140443,0.144726,0.413363,0.125181,0.079239,0.036109,0.042590,0.006981,0.011369
N20000266,0.049506,0.303937,0.264715,0.239151,0.023547,0.090490,0.022869,0.002122,0.003664
N20000267,0.382323,0.067573,0.219017,0.070575,0.174694,0.017582,0.024210,0.017173,0.026852
N20000268,0.136322,0.207692,0.288195,0.200827,0.067393,0.055046,0.028385,0.005971,0.010168
N20000269,0.064920,0.311060,0.232065,0.253611,0.029778,0.080733,0.020202,0.002878,0.004755
N20000270,0.608091,0.053699,0.051212,0.049091,0.163449,0.015447,0.006089,0.021802,0.031119
N20000271,0.345901,0.057539,0.227986,0.052970,0.221957,0.014891,0.030249,0.019223,0.029285
N20000272,0.453370,0.055773,0.112025,0.049515,0.239194,0.013497,0.018179,0.024157,0.034290
N20000273,0.623294,0.026974,0.037478,0.027588,0.209492,0.007120,0.005052,0.026449,0.036553
N20000274,0.037158,0.342426,0.178978,0.280655,0.015879,0.126720,0.014111,0.001454,0.002619
N20000275,0.374346,0.063111,0.206686,0.061360,0.201963,0.014820,0.030343,0.018976,0.028394
N20000276,0.562034,0.063138,0.066684,0.056487,0.172369,0.017537,0.008911,0.021658,0.031183
N20000277,0.656170,0.016773,0.022449,0.019082,0.214113,0.004882,0.002906,0.026262,0.037363
N20000278,0.055951,0.350019,0.164603,0.274189,0.020727,0.115278,0.013446,0.002140,0.003648
N20000279,0.161924,0.322970,0.201816,0.146044,0.062634,0.057212,0.030372,0.006769,0.010260
