code,Sinn Féin,DUP,Alliance,UUP,SDLP,TUV,Green,PBP,Aontú
N20000206,0.079445,0.371325,0.215522,0.188196,0.028848,0.071525,0.030818,0.007778,0.006544
N20000207,0.703688,0.020651,0.017261,0.012311,0.141549,0.004873,0.002735,0.056919,0.040013
N20000208,0.638364,0.026462,0.020107,0.013776,0.182109,0.005294,0.004175,0.065570,0.044144
N20000209,0.693119,0.033969,0.018906,0.020482,0.130804,0.008594,0.003222,0.052917,0.037987
N20000210,0.699563,0.023703,0.013074,0.012740,0.142037,0.005374,0.002315,0.060851,0.040343
N20000211,0.060936,0.201516,0.459004,0.116437,0.037584,0.036069,0.073584,0.007988,0.006882
N20000212,0.038880,0.538071,0.108843,0.187892,0.010812,0.093626,0.015432,0.003577,0.002867
N20000213,0.044459,0.496769,0.144822,0.186783,0.010784,0.091314,0.018577,0.003517,0.002974
N20000214,0.018376,0.519440,0.043499,0.270754,0.004201,0.136710,0.004436,0.001368,0.001216
N20000215,0.049218,0.362289,0.250654,0.198653,0.021753,0.072854,0.034504,0.005402,0.004672
N20000216,0.034670,0.487667,0.094619,0.257568,0.011129,0.096759,0.011565,0.003261,0.002762
N20000217,0.046667,0.393551,0.208384,0.208040,0.021220,0.083922,0.028539,0.005131,0.004545
N20000218,0.044308,0.444671,0.161040,0.211388,0.016072,0.093393,0.020930,0.004439,0.003758
N20000219,0.132706,0.113052,0.483459,0.072315,0.071325,0.022497,0.075282,0.015713,0.013650
N20000220,0.051900,0.362170,0.222354,0.226259,0.020015,0.083037,0.024629,0.005078,0.004559
N20000221,0.031144,0.480020,0.149779,0.215687,0.009757,0.090128,0.018153,0.002880,0.002452
N20000222,0.063598,0.443912,0.155274,0.204423,0.018436,0.083705,0.020471,0.005504,0.004678
N20000223,0.077239,0.435731,0.121158,0.235659,0.018431,0.084478,0.016230,0.005999,0.005075
N20000224,0.141196,0.315667,0.174417,0.205479,0.046960,0.069594,0.021821,0.013531,0.011335
N20000225,0.052569,0.517098,0.140105,0.165579,0.015990,0.077564,0.022010,0.005098,0.003988
N20000226,0.083547,0.315830,0.285048,0.170023,0.034298,0.054077,0.040954,0.008769,0.007455
N20000227,0.094063,0.307138,0.250639,0.187461,0.040616,0.062113,0.039012,0.010278,0.008679
N20000228,0.041124,0.511991,0.132521,0.192112,0.012172,0.085764,0.017424,0.003781,0.003111
N20000229,0.038828,0.538718,0.122791,0.189330,0.010304,0.075403,0.018419,0.003482,0.002725
N20000230,0.112039,0.404713,0.145073,0.195275,0.031564,0.072629,0.021261,0.009503,0.007944
N20000231,0.248235,0.152051,0.245314,0.096709,0.130056,0.029122,0.042326,0.030845,0.025342
N20000232,0.101450,0.101452,0.536052,0.058071,0.067095,0.017925,0.092118,0.014121,0.011716
N20000233,0.333009,0.161036,0.163803,0.096992,0.123641,0.032867,0.025690,0.035101,0.027860
N20000234,0.297939,0.119336,0.229047,0.067475,0.154386,0.022406,0.043213,0.036873,0.029324
N20000235,0.278657,0.199629,0.184627,0.117411,0.102930,0.037433,0.030379,0.026605,0.022329
N20000236,0.189857,0.251347,0.245403,0.119883,0.072694,0.044052,0.041278,0.019670,0.015816
N20000237,0.164295,0.330970,0.164608,0.168653,0.057293,0.057172,0.027766,0.016171,0.013072
N20000238,0.427682,0.059829,0.159551,0.040177,0.186828,0.011935,0.027122,0.048517,0.038359
N20000239,0.235778,0.265334,0.148632,0.155915,0.074038,0.060056,0.020312,0.021993,0.017941
N20000240,0.387705,0.137322,0.160394,0.079488,0.118079,0.027132,0.027297,0.034615,0.027968
N20000241,0.100842,0.432100,0.126875,0.184923,0.031160,0.087235,0.019753,0.009509,0.007602
N20000242,0.095306,0.459287,0.110749,0.198113,0.027003,0.076383,0.018192,0.008260,0.006707
N20000243,0.486215,0.043889,0.114872,0.026812,0.201680,0.008633,0.021857,0.054383,0.041660
N20000244,0.515158,0.041467,0.067027,0.028288,0.219444,0.008897,0.013233,0.060965,0.045522
N20000245,0.695899,0.025798,0.021159,0.018035,0.137546,0.006514,0.003478,0.052539,0.039033
N20000246,0.552946,0.035454,0.061304,0.022940,0.205580,0.007794,0.012674,0.057475,0.043833
N20000247,0.503035,0.050746,0.101379,0.030167,0.190097,0.010015,0.019055,0.054517,0.040989
N20000248,0.090980,0.371753,0.207507,0.182388,0.028076,0.075869,0.028281,0.008295,0.006851
N20000249,0.641476,0.038458,0.046481,0.029100,0.139761,0.009402,0.006899,0.049951,0.038473
N20000250,0.601370,0.028201,0.034093,0.020261,0.196177,0.006667,0.006374,0.061488,0.045370
N20000251,0.654302,0.032785,0.024780,0.022285,0.156217,0.008644,0.004142,0.055784,0.041062
N20000252,0.635991,0.037222,0.031717,0.027666,0.159375,0.009371,0.005340,0.052791,0.040528
N20000253,0.491754,0.042924,0.080152,0.031585,0.223421,0.009826,0.015235,0.059853,0.045250
N20000254,0.443297,0.027238,0.106740,0.020801,0.265850,0.006194,0.021273,0.061202,0.047404
N20000255,0.536149,0.023316,0.046515,0.014883,0.246786,0.005876,0.009719,0.067487,0.049269
N20000256,0.567761,0.032652,0.045965,0.022406,0.208007,0.007598,0.008950,0.060844,0.045817
N20000257,0.071100,0.304963,0.279860,0.174721,0.044431,0.065378,0.042206,0.009196,0.008146
N20000258,0.032477,0.301696,0.356471,0.163969,0.016661,0.079563,0.042173,0.003627,0.003362
N20000259,0.037998,0.426044,0.180500,0.218863,0.015355,0.091061,0.022759,0.003967,0.003454
N20000260,0.028153,0.303027,0.369024,0.166700,0.017231,0.057846,0.051087,0.003656,0.003276
N20000261,0.029059,0.413275,0.183104,0.219617,0.014667,0.112233,0.021664,0.003356,0.003025
N20000262,0.020680,0.297523,0.396393,0.155106,0.010304,0.072624,0.042984,0.002293,0.002094
N20000263,0.037336,0.347639,0.288615,0.177637,0.019111,0.081014,0.040455,0.004329,0.003864
N20000264,0.083134,0.254778,0.378124,0.114195,0.037218,0.054098,0.062171,0.008729,0.007553
N20000265,0.108335,0.181974,0.423235,0.100177,0.060786,0.037599,0.062699,0.013649,0.011546
N20000266,0.038270,0.367825,0.256410,0.188021,0.018297,0.091470,0.031792,0.004176,0.003739
N20000267,0.324575,0.093317,0.248513,0.061407,0.145924,0.020134,0.039603,0.036672,0.029855
N20000268,0.105325,0.267187,0.288403,0.165363,0.051786,0.058936,0.041005,0.011667,0.010327
N20000269,0.046646,0.381049,0.229125,0.201364,0.021605,0.081969,0.028421,0.005290,0.004531
N20000270,0.550064,0.080351,0.062027,0.046466,0.144985,0.019252,0.010573,0.049497,0.036786
N20000271,0.291984,0.081983,0.254277,0.047223,0.184917,0.017524,0.048684,0.040908,0.032500
N20000272,0.394763,0.084201,0.129946,0.046642,0.204946,0.016849,0.030424,0.052987,0.039241
N20000273,0.574989,0.041431,0.046198,0.026545,0.187897,0.009100,0.008981,0.060956,0.043902
N20000274,0.026654,0.412895,0.176452,0.219994,0.011665,0.127185,0.019950,0.002694,0.002511
N20000275,0.317978,0.091340,0.229380,0.055364,0.167598,0.017695,0.048663,0.040439,0.031543
N20000276,0.500742,0.093239,0.079346,0.052723,0.151888,0.021600,0.015224,0.048702,0.036536
N20000277,0.613220,0.025639,0.028547,0.018259,0.195675,0.006213,0.005319,0.061509,0.045620
N20000278,0.040970,0.422537,0.161463,0.216557,0.015413,0.116628,0.018862,0.004018,0.003551
