code,Sinn Féin,DUP,Alliance,UUP,SDLP,TUV,Green,PBP,Aontú
N20001011,0.016710,0.535830,0.174529,0.154314,0.003747,0.089802,0.019123,0.004404,0.001542
N20001012,0.036249,0.449262,0.241114,0.143833,0.012798,0.068835,0.030608,0.012944,0.004357
N20001013,0.011797,0.458306,0.256938,0.156592,0.003717,0.077724,0.029942,0.003658,0.001326
N20001014,0.019400,0.521921,0.172025,0.172037,0.004872,0.081813,0.020469,0.005557,0.001906
N20001015,0.018843,0.478246,0.188035,0.184532,0.006283,0.091946,0.023962,0.005992,0.002161
N20001016,0.013918,0.396099,0.334098,0.138412,0.004566,0.069726,0.037149,0.004428,0.001603
N20001017,0.032211,0.456463,0.241041,0.141922,0.014984,0.065219,0.039031,0.005715,0.003414
N20001018,0.017110,0.476826,0.282366,0.107540,0.006253,0.065732,0.039659,0.002881,0.001633
N20001019,0.055175,0.371854,0.307930,0.106230,0.028724,0.050248,0.063058,0.010621,0.006160
N20001020,0.017907,0.356237,0.376389,0.126579,0.009231,0.055395,0.052973,0.003235,0.002054
N20001021,0.142589,0.155446,0.318709,0.048847,0.163463,0.023257,0.114827,0.016422,0.016440
N20001022,0.014934,0.428371,0.295545,0.138404,0.008713,0.065817,0.043450,0.002925,0.001840
N20001023,0.032324,0.319155,0.393585,0.109659,0.019019,0.044832,0.071300,0.006228,0.003899
N20001024,0.137612,0.019783,0.299747,0.007708,0.346298,0.003217,0.136312,0.024736,0.024587
N20001025,0.035082,0.475851,0.184756,0.175817,0.017376,0.066364,0.033980,0.006846,0.003929
N20001026,0.110471,0.329520,0.228501,0.106903,0.084180,0.059986,0.059512,0.010485,0.010443
N20001027,0.155711,0.193045,0.291414,0.071323,0.145108,0.033626,0.077598,0.015905,0.016270
N20001028,0.020480,0.252273,0.513841,0.078360,0.012013,0.037498,0.079082,0.003971,0.002482
N20001029,0.100524,0.188589,0.394197,0.052434,0.093749,0.035295,0.114313,0.010394,0.010506
N20001030,0.136467,0.144275,0.363885,0.073667,0.134604,0.025576,0.092879,0.013750,0.014896
N20001031,0.017176,0.222922,0.561808,0.082697,0.009311,0.036741,0.064390,0.002940,0.002015
N20001032,0.059912,0.115066,0.544272,0.046063,0.064277,0.019168,0.138484,0.006021,0.006736
N20001033,0.010422,0.241502,0.534900,0.087641,0.007493,0.032729,0.081692,0.002195,0.001426
N20001034,0.009005,0.223340,0.564243,0.081566,0.006926,0.033417,0.078206,0.001991,0.001305
N20001035,0.167922,0.034833,0.341894,0.017514,0.272243,0.006897,0.111618,0.023004,0.024076
N20001036,0.040427,0.108463,0.580630,0.052520,0.055964,0.017551,0.134549,0.004526,0.005369
N20001037,0.064221,0.074858,0.541143,0.037645,0.106401,0.013217,0.145462,0.007867,0.009187
N20001038,0.026564,0.366280,0.351193,0.128900,0.013302,0.055829,0.050305,0.004701,0.002926
N20001039,0.016130,0.324812,0.387517,0.146810,0.008106,0.061749,0.050274,0.002782,0.001819
N20001040,0.026507,0.595041,0.075007,0.176166,0.006732,0.105850,0.009099,0.003545,0.002053
N20001041,0.020866,0.664216,0.093810,0.120666,0.005542,0.077850,0.012494,0.002897,0.001659
N20001042,0.119845,0.036632,0.444544,0.021246,0.218454,0.007235,0.117157,0.016393,0.018493
N20001043,0.010145,0.392636,0.352279,0.134110,0.003924,0.060683,0.043777,0.001486,0.000961
N20001044,0.026416,0.627306,0.130507,0.112515,0.007467,0.071109,0.018698,0.003820,0.002162
N20001045,0.026202,0.450955,0.219464,0.156618,0.012263,0.094967,0.031734,0.004914,0.002882
N20001046,0.029687,0.463112,0.224620,0.162126,0.012389,0.066632,0.033602,0.004863,0.002969
N20001047,0.019900,0.389344,0.275264,0.173046,0.009090,0.093959,0.033991,0.003290,0.002116
N20001048,0.012427,0.528010,0.161637,0.188864,0.005780,0.075852,0.023782,0.002290,0.001357
N20001049,0.047987,0.479651,0.172294,0.155813,0.022607,0.084360,0.029268,0.003970,0.004051
N20001050,0.015976,0.256117,0.491258,0.097041,0.012187,0.046933,0.077161,0.001545,0.001782
N20001051,0.012992,0.497318,0.194035,0.186038,0.004360,0.078661,0.023579,0.001856,0.001162
N20001052,0.030381,0.366372,0.329097,0.121087,0.020043,0.068842,0.058323,0.002782,0.003073
N20001053,0.109968,0.338742,0.223207,0.114900,0.085497,0.055222,0.052099,0.009847,0.010519
N20001054,0.013090,0.224660,0.555025,0.072162,0.008361,0.029745,0.092760,0.002548,0.001649
N20001055,0.013588,0.632737,0.105882,0.143320,0.004081,0.084865,0.012405,0.001944,0.001179
N20001056,0.022378,0.486475,0.209338,0.169350,0.007540,0.070614,0.029077,0.003231,0.001997
N20001057,0.254465,0.068049,0.213995,0.031744,0.291401,0.013357,0.068277,0.028951,0.029760
N20001058,0.015367,0.676769,0.074788,0.119806,0.003804,0.097536,0.008687,0.002053,0.001189
N20001059,0.159566,0.180805,0.290667,0.061834,0.154449,0.026536,0.092200,0.016910,0.017034
N20001060,0.032826,0.406169,0.300007,0.129613,0.017732,0.052164,0.051223,0.006447,0.003819
N20001061,0.215455,0.035418,0.233245,0.010834,0.331757,0.004927,0.108476,0.030774,0.029114
N20001062,0.354116,0.033701,0.101322,0.016907,0.373891,0.006680,0.033336,0.040350,0.039696
N20001063,0.154295,0.065825,0.411478,0.028400,0.180932,0.011660,0.112465,0.016752,0.018195
N20001064,0.277038,0.068382,0.188115,0.020809,0.304411,0.009326,0.065731,0.034321,0.031867
N20001065,0.030065,0.622106,0.094616,0.135273,0.008924,0.091305,0.013887,0.001855,0.001969
N20001066,0.127039,0.051213,0.392254,0.018265,0.205281,0.007529,0.163728,0.016973,0.017717
N20001067,0.011006,0.161875,0.631063,0.065673,0.011136,0.027096,0.087388,0.002900,0.001862
N20001068,0.098384,0.055058,0.509476,0.025695,0.140246,0.009024,0.132878,0.014040,0.015199
N20001069,0.265508,0.054247,0.225681,0.021456,0.280671,0.009025,0.076594,0.033645,0.033173
N20001070,0.181990,0.034378,0.327156,0.015411,0.272976,0.005656,0.113412,0.024129,0.024892
N20001071,0.354472,0.066365,0.165683,0.029335,0.257475,0.014105,0.039146,0.036743,0.036676
N20001072,0.202053,0.019435,0.251890,0.010125,0.367397,0.003639,0.084007,0.030404,0.031050
N20001073,0.281145,0.019464,0.195723,0.011265,0.361260,0.004393,0.058969,0.033047,0.034734
N20001074,0.063061,0.143389,0.539303,0.056750,0.051823,0.024803,0.106821,0.006794,0.007256
N20001075,0.309280,0.057801,0.229950,0.026092,0.245106,0.011330,0.054044,0.032660,0.033737
N20001076,0.256038,0.023517,0.246212,0.013280,0.327549,0.004945,0.065282,0.030892,0.032285
N20001077,0.116882,0.103471,0.476936,0.046861,0.105043,0.019188,0.105041,0.012790,0.013789
N20001078,0.116085,0.114189,0.485889,0.052424,0.090807,0.022102,0.093577,0.012003,0.012924
N20001079,0.285392,0.098641,0.183558,0.025591,0.248936,0.017399,0.082859,0.029643,0.027982
N20001080,0.158744,0.243735,0.226552,0.035412,0.115557,0.026512,0.164880,0.015033,0.013577
N20001081,0.349946,0.074575,0.153234,0.023453,0.263267,0.012993,0.055965,0.034434,0.032132
N20001082,0.716247,0.017829,0.007583,0.008242,0.169808,0.005126,0.001666,0.039096,0.034403
N20001083,0.652666,0.011120,0.006428,0.005175,0.236656,0.003123,0.001788,0.044038,0.039007
N20001084,0.157080,0.522484,0.066574,0.092756,0.051030,0.066306,0.025435,0.009594,0.008741
N20001085,0.078109,0.123944,0.381839,0.018743,0.085424,0.012610,0.282172,0.008708,0.008451
N20001086,0.705804,0.030884,0.011625,0.012228,0.157853,0.008040,0.002480,0.037913,0.033173
N20001087,0.127744,0.310444,0.235045,0.044672,0.086384,0.031826,0.141881,0.011380,0.010624
N20001088,0.077876,0.283956,0.317723,0.046674,0.056851,0.030163,0.172830,0.007075,0.006852
N20001089,0.019101,0.608741,0.029832,0.212813,0.004582,0.118391,0.004590,0.000960,0.000990
N20001090,0.178673,0.413031,0.128784,0.064844,0.082165,0.045950,0.061795,0.012812,0.011946
N20001091,0.092541,0.476335,0.130672,0.122396,0.041462,0.090514,0.033223,0.006336,0.006521
N20001092,0.023605,0.609307,0.033360,0.189854,0.006319,0.129854,0.005143,0.001263,0.001296
N20001093,0.020723,0.640000,0.019082,0.181185,0.005176,0.128632,0.003020,0.001080,0.001101
N20001094,0.589940,0.020734,0.021044,0.008973,0.262033,0.005230,0.005892,0.045770,0.040384
N20001095,0.046105,0.591639,0.061464,0.174425,0.015921,0.092870,0.011929,0.002790,0.002856
N20001096,0.056766,0.524814,0.111492,0.158570,0.019474,0.100664,0.021542,0.003220,0.003456
N20001097,0.056561,0.636216,0.043937,0.123317,0.016607,0.107690,0.009251,0.003224,0.003195
N20001098,0.038739,0.530711,0.156736,0.116325,0.017387,0.099731,0.035115,0.002550,0.002705
N20001099,0.203053,0.189940,0.254643,0.050963,0.141072,0.028403,0.095800,0.018435,0.017692
N20001100,0.051279,0.579088,0.126036,0.097997,0.022804,0.081631,0.033991,0.003620,0.003555
N20001101,0.358656,0.292420,0.039225,0.094404,0.092298,0.076980,0.008259,0.019240,0.018518
N20001102,0.166677,0.394857,0.134259,0.091429,0.083477,0.057691,0.047497,0.012199,0.011914
N20001103,0.299260,0.123675,0.130778,0.028564,0.266237,0.017491,0.071739,0.033089,0.029167
N20001104,0.052083,0.595466,0.067140,0.147479,0.014690,0.103704,0.013889,0.002726,0.002823
N20001105,0.336551,0.126762,0.111029,0.045856,0.251894,0.026454,0.038122,0.032560,0.030772
N20001106,0.071708,0.418434,0.248758,0.078172,0.036622,0.066557,0.069480,0.005050,0.005218
N20001107,0.316660,0.060063,0.105637,0.020382,0.363159,0.009767,0.047716,0.040111,0.036506
N20001108,0.106867,0.385466,0.224344,0.061529,0.071480,0.049894,0.081468,0.009722,0.009231
N20001109,0.680753,0.030975,0.012021,0.011655,0.177615,0.008752,0.002757,0.040566,0.034905
N20001110,0.289971,0.092150,0.179763,0.030536,0.265575,0.017509,0.065188,0.030203,0.029105
N20001111,0.055466,0.567478,0.089501,0.149104,0.016334,0.097163,0.019135,0.002799,0.003021
N20001112,0.302534,0.148483,0.121686,0.039371,0.246315,0.022557,0.058733,0.031782,0.028539
N20001113,0.457780,0.058365,0.046067,0.024083,0.303739,0.012428,0.015730,0.042784,0.039023
N20001114,0.458975,0.046617,0.033610,0.015526,0.333030,0.009658,0.013824,0.047820,0.040940
N20001115,0.208520,0.121585,0.234116,0.036987,0.239172,0.022464,0.088531,0.024567,0.024059
N20001116,0.030497,0.625092,0.058759,0.157626,0.009177,0.104422,0.010932,0.001738,0.001757
N20001117,0.042039,0.624211,0.064889,0.138621,0.011259,0.101804,0.012869,0.002124,0.002183
N20001118,0.511296,0.031444,0.033578,0.011392,0.305091,0.008690,0.012705,0.045657,0.040148
N20001119,0.354061,0.057144,0.060090,0.021392,0.387956,0.012825,0.023020,0.043529,0.039983
N20001120,0.435152,0.042156,0.036806,0.017820,0.357224,0.008914,0.013265,0.046680,0.041982
N20001121,0.189825,0.023888,0.306252,0.011750,0.293586,0.004941,0.118030,0.025328,0.026401
N20001122,0.184065,0.082574,0.263900,0.022776,0.247716,0.011073,0.140529,0.024361,0.023005
N20001123,0.191090,0.190672,0.231665,0.056576,0.168490,0.032133,0.090791,0.019699,0.018883
N20001124,0.223329,0.098492,0.214076,0.031259,0.272576,0.017133,0.089099,0.027280,0.026755
N20001125,0.132136,0.141367,0.354209,0.034597,0.129256,0.020909,0.159776,0.013931,0.013818
N20001126,0.151975,0.165001,0.341294,0.044598,0.118349,0.024094,0.126697,0.013904,0.014089
N20001127,0.510628,0.037566,0.030140,0.015820,0.300274,0.010191,0.010139,0.044880,0.040361
N20001128,0.134610,0.399044,0.160302,0.091273,0.071824,0.071318,0.051726,0.009953,0.009951
N20001129,0.106256,0.386464,0.220125,0.093304,0.052842,0.062777,0.063006,0.007564,0.007662
N20001130,0.564686,0.033226,0.014573,0.016497,0.270989,0.009388,0.004209,0.045982,0.040450
N20001131,0.472652,0.060410,0.059346,0.025713,0.267756,0.020372,0.016750,0.040310,0.036692
N20001132,0.262206,0.108987,0.186938,0.033077,0.256776,0.017038,0.078534,0.028889,0.027554
N20001133,0.136244,0.130135,0.355016,0.041259,0.155315,0.022303,0.128579,0.015356,0.015792
N20001134,0.366887,0.070665,0.107737,0.029331,0.297360,0.017544,0.038126,0.037222,0.035128
N20001135,0.222126,0.081437,0.213236,0.023957,0.288845,0.013154,0.100519,0.029315,0.027410
N20001136,0.231029,0.095228,0.190703,0.036967,0.301403,0.017822,0.067146,0.030266,0.029436
N20001137,0.198492,0.062481,0.214950,0.020327,0.327342,0.009955,0.109381,0.029182,0.027890
N20001138,0.268763,0.049528,0.205901,0.015173,0.299358,0.007534,0.091798,0.031688,0.030256
N20001139,0.210009,0.122522,0.224996,0.035886,0.238246,0.019955,0.099630,0.024758,0.023998
N20001140,0.134967,0.100171,0.393548,0.037804,0.152886,0.020135,0.129403,0.015396,0.015690
N20001141,0.365670,0.065126,0.119676,0.021055,0.296248,0.011720,0.049621,0.036588,0.034296
N20001142,0.204183,0.077212,0.235177,0.031976,0.297194,0.013647,0.085959,0.027222,0.027430
N20001143,0.274788,0.125156,0.176427,0.039208,0.238295,0.022010,0.068821,0.028181,0.027113
N20001144,0.198335,0.053779,0.225316,0.017225,0.321103,0.009411,0.119699,0.027968,0.027164
N20001145,0.102419,0.021455,0.426637,0.008914,0.214645,0.003646,0.188850,0.016432,0.017003
N20001146,0.183674,0.052393,0.296799,0.019654,0.269753,0.009066,0.120970,0.023404,0.024287
N20001147,0.135616,0.396544,0.203987,0.069170,0.060359,0.052736,0.063191,0.009251,0.009146
N20001148,0.067362,0.078136,0.534725,0.024486,0.101441,0.015596,0.160071,0.008759,0.009423
N20001149,0.140989,0.114867,0.389132,0.039140,0.139164,0.020802,0.126179,0.014656,0.015071
N20001150,0.226114,0.095489,0.239944,0.030067,0.249137,0.015896,0.090764,0.026667,0.025921
N20001151,0.213248,0.082636,0.251204,0.032581,0.267574,0.015862,0.083045,0.027178,0.026672
N20001152,0.189643,0.069785,0.287165,0.023866,0.243756,0.013040,0.125055,0.024179,0.023511
N20001153,0.188268,0.101782,0.254977,0.044750,0.260725,0.020982,0.077633,0.025639,0.025245
N20001154,0.395801,0.122179,0.104057,0.034413,0.220286,0.020612,0.041704,0.031201,0.029747
N20001155,0.263150,0.055370,0.191883,0.017975,0.310673,0.010271,0.087291,0.032488,0.030899
N20001156,0.138971,0.120186,0.369082,0.045714,0.145035,0.023676,0.126622,0.015137,0.015577
N20001157,0.221081,0.074063,0.232796,0.029058,0.286989,0.013398,0.085907,0.028863,0.027844
N20001158,0.408117,0.056159,0.105974,0.026214,0.285911,0.012349,0.031450,0.037338,0.036486
N20001159,0.179438,0.020313,0.230243,0.006203,0.371438,0.003298,0.131325,0.029470,0.028271
N20001160,0.282756,0.029908,0.134661,0.011306,0.401250,0.005762,0.059102,0.038588,0.036668
N20001161,0.206505,0.043191,0.221666,0.016078,0.340799,0.008452,0.103614,0.030437,0.029258
N20001162,0.143256,0.096517,0.342667,0.027858,0.169426,0.016342,0.170221,0.016894,0.016818
N20001163,0.210875,0.115475,0.287633,0.032696,0.184073,0.018059,0.109501,0.020834,0.020854
N20001164,0.315492,0.044089,0.148622,0.018767,0.334216,0.009083,0.059243,0.035705,0.034783
N20001165,0.358202,0.059273,0.138432,0.026388,0.294197,0.012231,0.041997,0.034663,0.034619
N20001166,0.286295,0.028075,0.156789,0.012793,0.373210,0.006111,0.064329,0.036526,0.035872
N20001167,0.112681,0.026407,0.469372,0.014276,0.188304,0.005598,0.151610,0.015059,0.016693
N20001168,0.160428,0.065005,0.364630,0.022731,0.194585,0.012422,0.141417,0.019361,0.019422
N20001169,0.194971,0.058844,0.321781,0.032164,0.233353,0.013951,0.099590,0.021696,0.023650
N20001170,0.162230,0.050579,0.335425,0.022690,0.249712,0.011026,0.124580,0.021179,0.022580
N20001171,0.113172,0.060016,0.475167,0.029846,0.152034,0.012525,0.128654,0.013579,0.015008
N20001172,0.056252,0.074835,0.587062,0.036513,0.072469,0.018007,0.141500,0.006091,0.007271
N20001173,0.146442,0.062937,0.351801,0.029368,0.231984,0.014039,0.123471,0.019106,0.020850
N20001174,0.141513,0.035383,0.428324,0.018936,0.205536,0.007661,0.126106,0.017266,0.019275
N20001175,0.090072,0.051967,0.475423,0.025373,0.157482,0.009717,0.163435,0.012681,0.013851
N20001176,0.130970,0.038008,0.473178,0.023106,0.179525,0.010028,0.112162,0.015423,0.017601
N20001177,0.146764,0.044438,0.428474,0.025130,0.192881,0.011050,0.116078,0.016443,0.018742
N20001178,0.111289,0.050483,0.471568,0.026950,0.159387,0.010739,0.140690,0.013619,0.015275
N20001179,0.312606,0.053821,0.147781,0.016711,0.356035,0.010031,0.046440,0.027723,0.028851
N20001180,0.281100,0.043825,0.185113,0.021404,0.359913,0.009970,0.042074,0.026722,0.029878
N20001181,0.149880,0.025201,0.353412,0.012216,0.323106,0.005064,0.093343,0.017236,0.020542
N20001182,0.220224,0.048989,0.354855,0.025734,0.234902,0.011785,0.064697,0.017649,0.021166
N20001183,0.190036,0.020198,0.311190,0.010607,0.352596,0.004658,0.065366,0.020615,0.024733
N20001184,0.440604,0.038778,0.077645,0.018117,0.332054,0.010220,0.016513,0.032172,0.033897
N20001185,0.188815,0.032781,0.375025,0.018120,0.276420,0.007619,0.060976,0.018139,0.022103
N20001186,0.287454,0.023998,0.178233,0.012096,0.394715,0.005748,0.039657,0.027207,0.030892
N20001187,0.200714,0.060278,0.356932,0.029012,0.235008,0.012948,0.068064,0.016839,0.020205
N20001188,0.222664,0.033914,0.333288,0.017235,0.282302,0.007694,0.059682,0.019814,0.023407
N20001189,0.281724,0.046677,0.291860,0.026273,0.248985,0.012676,0.046967,0.020422,0.024415
N20001190,0.540013,0.016099,0.026567,0.009350,0.326704,0.004837,0.004943,0.034770,0.036718
N20001191,0.197840,0.016620,0.298854,0.009042,0.365672,0.004353,0.060261,0.021543,0.025815
N20001192,0.586984,0.019253,0.020029,0.010829,0.284497,0.005846,0.003301,0.033764,0.035497
N20001193,0.355039,0.052753,0.210737,0.028906,0.255118,0.013278,0.033674,0.023310,0.027183
N20001194,0.241456,0.214464,0.164863,0.089721,0.177446,0.048549,0.028031,0.016627,0.018843
N20001195,0.372918,0.026587,0.112446,0.014841,0.379519,0.006845,0.021129,0.031128,0.034588
N20001196,0.178902,0.062536,0.386474,0.033243,0.219751,0.014981,0.070093,0.015276,0.018744
N20001197,0.517076,0.014017,0.034066,0.007693,0.344557,0.004172,0.006541,0.034827,0.037051
N20001198,0.239046,0.033941,0.298432,0.020722,0.303806,0.008896,0.048809,0.020800,0.025548
N20001199,0.137511,0.044507,0.453934,0.021312,0.213791,0.010034,0.088882,0.013568,0.016461
N20001200,0.147392,0.079179,0.424391,0.034941,0.178811,0.015862,0.091504,0.012837,0.015083
N20001201,0.102867,0.137467,0.490053,0.063733,0.088457,0.029799,0.071769,0.007081,0.008774
N20001202,0.352218,0.032427,0.132447,0.016752,0.370509,0.007811,0.026247,0.028906,0.032684
N20001203,0.060125,0.504216,0.164150,0.118230,0.027595,0.097445,0.021696,0.002999,0.003544
N20001204,0.483952,0.015726,0.033885,0.008479,0.372409,0.004615,0.006607,0.036190,0.038137
N20001205,0.119670,0.321738,0.247780,0.111500,0.082624,0.059675,0.040514,0.007571,0.008929
N20001206,0.051263,0.489315,0.153976,0.155524,0.030688,0.091657,0.020833,0.003119,0.003625
N20001207,0.025295,0.576378,0.051132,0.175664,0.009558,0.154376,0.004941,0.001229,0.001427
N20001208,0.029499,0.609471,0.021384,0.190814,0.008807,0.135138,0.002202,0.001242,0.001444
N20001209,0.205888,0.134088,0.299287,0.060510,0.191085,0.033588,0.043231,0.014600,0.017723
N20001210,0.040144,0.558839,0.082101,0.173794,0.015305,0.116924,0.008947,0.001769,0.002175
N20001211,0.041058,0.519426,0.143061,0.164966,0.020513,0.088799,0.017341,0.002196,0.002639
N20001212,0.478729,0.011039,0.036402,0.006845,0.381932,0.003324,0.006338,0.036414,0.038977
N20001213,0.056885,0.390258,0.286998,0.130859,0.024822,0.069615,0.034650,0.002628,0.003285
N20001214,0.164217,0.326633,0.175906,0.113619,0.102052,0.070681,0.024883,0.010192,0.011818
N20001215,0.027510,0.458151,0.209727,0.176139,0.017506,0.083170,0.024123,0.001634,0.002039
N20001216,0.123460,0.240605,0.379537,0.062226,0.081124,0.043513,0.052971,0.007526,0.009037
N20001217,0.101135,0.241360,0.369811,0.088609,0.081775,0.050053,0.052061,0.006818,0.008380
N20001218,0.185191,0.082152,0.367943,0.039444,0.203280,0.020465,0.069060,0.014635,0.017830
N20001219,0.106278,0.179409,0.430080,0.071227,0.098859,0.035602,0.061098,0.007797,0.009649
N20001220,0.056409,0.428277,0.208197,0.167629,0.029633,0.077577,0.025587,0.003002,0.003688
N20001221,0.228686,0.094802,0.308715,0.039623,0.213196,0.018187,0.059777,0.016936,0.020077
N20001222,0.039376,0.527629,0.136082,0.154322,0.017307,0.105348,0.015680,0.001925,0.002330
N20001223,0.035879,0.535613,0.125873,0.159228,0.014950,0.110343,0.014383,0.001686,0.002044
N20001224,0.030495,0.531363,0.137876,0.173106,0.012199,0.097750,0.014115,0.001379,0.001717
N20001225,0.029099,0.559301,0.076354,0.185910,0.008721,0.130941,0.007234,0.001058,0.001382
N20001226,0.072227,0.052574,0.590667,0.027856,0.122295,0.011535,0.106073,0.007487,0.009287
N20001227,0.045007,0.507091,0.154720,0.144816,0.020360,0.105989,0.017080,0.002229,0.002708
N20001228,0.027214,0.541612,0.092836,0.183614,0.009822,0.133853,0.008447,0.001160,0.001442
N20001229,0.045635,0.533180,0.083305,0.175823,0.017792,0.131219,0.008496,0.002047,0.002502
N20001230,0.242989,0.048782,0.307029,0.026218,0.265142,0.012173,0.054711,0.019484,0.023472
N20001231,0.181928,0.093457,0.369214,0.048379,0.194352,0.023147,0.057864,0.014191,0.017469
N20001232,0.071353,0.344988,0.263202,0.157549,0.043095,0.081652,0.029017,0.004065,0.005080
N20001233,0.254531,0.107358,0.223511,0.056206,0.255102,0.024619,0.035026,0.019850,0.023797
N20001234,0.050215,0.099556,0.603348,0.043935,0.108549,0.013900,0.066744,0.007173,0.006579
N20001235,0.736518,0.018192,0.008119,0.004753,0.081876,0.004936,0.002981,0.099170,0.043455
N20001236,0.758904,0.014666,0.002887,0.004223,0.074544,0.004766,0.001138,0.096762,0.042110
N20001237,0.750191,0.016142,0.007379,0.005239,0.078614,0.005091,0.002565,0.091871,0.042907
N20001238,0.785048,0.016077,0.004608,0.005216,0.062328,0.005532,0.001463,0.081294,0.038433
N20001239,0.759014,0.014665,0.003606,0.003414,0.072857,0.004172,0.001338,0.099257,0.041678
N20001240,0.698851,0.015998,0.009882,0.004081,0.102383,0.003891,0.003637,0.112147,0.049129
N20001241,0.746222,0.009889,0.003801,0.002735,0.085884,0.002877,0.001478,0.102413,0.044702
N20001242,0.740272,0.019902,0.007697,0.004960,0.078871,0.005430,0.002601,0.097310,0.042958
N20001243,0.785825,0.013973,0.003348,0.003782,0.062182,0.004255,0.001079,0.087331,0.038224
N20001244,0.729232,0.012610,0.008763,0.004154,0.093279,0.003957,0.003123,0.098193,0.046689
N20001245,0.740818,0.017010,0.008592,0.005490,0.082513,0.005497,0.003015,0.093167,0.043898
N20001246,0.730046,0.021056,0.009791,0.006447,0.082606,0.006572,0.003436,0.095783,0.044263
N20001247,0.691587,0.026446,0.015999,0.008532,0.100646,0.007402,0.005822,0.096332,0.047234
N20001248,0.748535,0.013481,0.004574,0.003222,0.079499,0.003637,0.001734,0.102140,0.043178
N20001249,0.071606,0.633354,0.078986,0.077894,0.008250,0.093292,0.023880,0.008340,0.004399
N20001250,0.741527,0.018537,0.004689,0.004904,0.082263,0.005560,0.001861,0.097073,0.043587
N20001251,0.724367,0.017603,0.007356,0.005671,0.090121,0.005458,0.002696,0.100607,0.046121
N20001252,0.777036,0.015964,0.004107,0.004512,0.066197,0.004786,0.001344,0.086881,0.039174
N20001253,0.732533,0.021290,0.007824,0.006386,0.081786,0.006573,0.002852,0.096786,0.043970
N20001254,0.665015,0.056435,0.030004,0.014117,0.081528,0.013773,0.010208,0.087013,0.041908
N20001255,0.768488,0.020696,0.005144,0.004648,0.063329,0.005570,0.001823,0.091749,0.038551
N20001256,0.778821,0.018042,0.004036,0.005024,0.063478,0.005366,0.001321,0.085459,0.038454
N20001257,0.753943,0.011859,0.002918,0.002967,0.078143,0.003339,0.001109,0.102753,0.042968
N20001258,0.718663,0.014802,0.009227,0.005007,0.095670,0.004803,0.003398,0.100978,0.047452
N20001259,0.736153,0.013856,0.006686,0.003852,0.085770,0.004030,0.002501,0.102174,0.044977
N20001260,0.674575,0.023123,0.023386,0.007102,0.105489,0.006637,0.008551,0.102030,0.049107
N20001261,0.768258,0.014602,0.003171,0.003631,0.069534,0.004284,0.001164,0.094956,0.040400
N20001262,0.719618,0.010685,0.004835,0.002594,0.099900,0.002706,0.002183,0.110205,0.047275
N20001263,0.753162,0.016063,0.004584,0.003715,0.075019,0.004065,0.001790,0.099849,0.041753
N20001264,0.609078,0.014702,0.026491,0.004548,0.149099,0.004138,0.012356,0.122497,0.057090
N20001265,0.649843,0.013839,0.018960,0.004449,0.131487,0.003970,0.007710,0.115237,0.054506
N20001266,0.766681,0.016580,0.004540,0.003991,0.069166,0.004599,0.001557,0.092632,0.040252
N20001267,0.717693,0.025067,0.012906,0.008069,0.088138,0.007725,0.004294,0.091336,0.044772
N20001268,0.748935,0.012317,0.005040,0.003217,0.080997,0.003366,0.001761,0.100703,0.043665
N20001269,0.749043,0.022949,0.010206,0.005377,0.070566,0.006067,0.003664,0.091876,0.040252
N20001270,0.738498,0.015834,0.004105,0.003535,0.081370,0.004163,0.001720,0.107078,0.043697
N20001271,0.528885,0.036463,0.087561,0.011830,0.138919,0.009986,0.036851,0.098670,0.050836
N20001272,0.733427,0.009985,0.005563,0.002476,0.091321,0.002585,0.002122,0.106491,0.046031
N20001273,0.723381,0.017489,0.006839,0.005389,0.091695,0.005263,0.002679,0.100959,0.046306
N20001274,0.685126,0.027307,0.010747,0.006534,0.101839,0.006511,0.004433,0.109587,0.047917
N20001275,0.364468,0.067547,0.217433,0.018429,0.113196,0.014988,0.092076,0.073007,0.038855
N20001276,0.752204,0.020739,0.006727,0.005299,0.071688,0.005883,0.002232,0.094166,0.041063
N20001277,0.744860,0.014804,0.004533,0.003857,0.081261,0.004076,0.001731,0.101248,0.043629
N20001278,0.734651,0.021744,0.006650,0.006196,0.081545,0.006442,0.002406,0.096514,0.043853
N20001279,0.716914,0.019470,0.008418,0.005768,0.092697,0.006009,0.003323,0.100953,0.046449
N20001280,0.552518,0.048811,0.058536,0.011713,0.136527,0.010505,0.029771,0.101883,0.049736
N20001281,0.621624,0.029848,0.030032,0.007662,0.129554,0.007643,0.014015,0.107987,0.051634
N20001282,0.739087,0.015569,0.008110,0.005182,0.086129,0.004869,0.002619,0.093476,0.044959
N20001283,0.746845,0.015771,0.010415,0.004279,0.080111,0.004505,0.003316,0.091942,0.042818
N20001284,0.763950,0.016645,0.003421,0.005388,0.071882,0.005690,0.001179,0.090446,0.041398
N20001285,0.598052,0.061173,0.067965,0.015932,0.094314,0.016064,0.023476,0.080768,0.042256
N20001286,0.752734,0.015699,0.010295,0.004468,0.077355,0.004212,0.003335,0.089899,0.042004
N20001287,0.750568,0.017613,0.006002,0.004939,0.074795,0.005042,0.001965,0.096606,0.042470
N20001288,0.772665,0.014372,0.003759,0.003823,0.068795,0.004293,0.001336,0.091083,0.039875
N20001289,0.362484,0.113995,0.197326,0.026530,0.096826,0.026367,0.072694,0.068367,0.035410
