code,Sinn Féin,DUP,Alliance,UUP,SDLP,TUV,Green,PBP,Aontú
N20000040,0.436324,0.181363,0.083187,0.085315,0.131909,0.032596,0.013078,0.015564,0.020664
N20000041,0.173478,0.257466,0.192633,0.195261,0.082097,0.061684,0.018422,0.007451,0.011507
N20000042,0.116613,0.233665,0.356322,0.121678,0.066724,0.053235,0.037828,0.005561,0.008375
N20000043,0.161944,0.280759,0.215817,0.162107,0.077420,0.059671,0.024600,0.007080,0.010600
N20000044,0.178410,0.236897,0.199981,0.187934,0.099547,0.054261,0.021113,0.008686,0.013171
N20000045,0.266555,0.094639,0.292014,0.095393,0.168824,0.022038,0.027359,0.012690,0.020490
N20000046,0.084124,0.445198,0.080876,0.245713,0.027249,0.102340,0.006988,0.002988,0.004524
N20000047,0.106448,0.285436,0.232552,0.230000,0.042368,0.074420,0.018476,0.003889,0.006410
N20000048,0.283629,0.150523,0.199363,0.126416,0.150901,0.037329,0.018626,0.013123,0.020090
N20000049,0.390274,0.110722,0.174187,0.085247,0.157778,0.026263,0.016751,0.015755,0.023023
N20000050,0.077594,0.395214,0.168888,0.222156,0.032154,0.080455,0.015467,0.003222,0.004848
N20000051,0.543412,0.062208,0.097541,0.042859,0.181455,0.014216,0.011179,0.019344,0.027786
N20000052,0.151301,0.368398,0.114993,0.213919,0.047551,0.080840,0.009520,0.005412,0.008066
N20000053,0.277949,0.151321,0.266824,0.111009,0.110300,0.030139,0.025547,0.010760,0.016152
N20000054,0.094223,0.404565,0.114687,0.251681,0.032190,0.083616,0.010418,0.003395,0.005225
N20000055,0.097466,0.407388,0.133169,0.227445,0.033277,0.080412,0.011751,0.003647,0.005446
N20000056,0.182299,0.314171,0.194846,0.155139,0.055581,0.064795,0.017744,0.006188,0.009238
N20000057,0.257627,0.166993,0.214495,0.144038,0.125587,0.042195,0.021517,0.010677,0.016871
N20000058,0.105281,0.418034,0.133640,0.201669,0.032276,0.089637,0.010493,0.003506,0.005465
N20000059,0.329463,0.086329,0.277909,0.053535,0.167996,0.015052,0.032190,0.015393,0.022133
N20000060,0.185559,0.231144,0.199885,0.210267,0.072556,0.067403,0.015517,0.006725,0.010943
N20000061,0.107600,0.386095,0.153589,0.201722,0.042028,0.084626,0.013741,0.004184,0.006416
N20000062,0.089266,0.467879,0.091762,0.205326,0.028278,0.101749,0.007725,0.003232,0.004784
N20000063,0.221390,0.219946,0.240800,0.128594,0.094925,0.042975,0.029486,0.008695,0.013190
N20000064,0.148872,0.257721,0.201816,0.219578,0.070983,0.067171,0.017434,0.006407,0.010018
N20000065,0.202600,0.184996,0.243209,0.175272,0.099502,0.052390,0.020111,0.008272,0.013647
N20000066,0.364593,0.097439,0.261512,0.063334,0.133439,0.020737,0.025142,0.013654,0.020150
N20000067,0.331742,0.175735,0.197709,0.112716,0.099770,0.036581,0.017425,0.011528,0.016794
N20000068,0.251284,0.272948,0.093778,0.188971,0.086334,0.075329,0.007886,0.009530,0.013939
N20000069,0.147573,0.265072,0.187212,0.237937,0.055357,0.079514,0.014068,0.004895,0.008372
N20000070,0.118816,0.248828,0.219190,0.264705,0.055619,0.063723,0.016357,0.004825,0.007936
N20000071,0.224928,0.163075,0.267588,0.125792,0.129883,0.032766,0.028963,0.010684,0.016321
N20000072,0.075069,0.181527,0.432048,0.161066,0.055981,0.047672,0.036236,0.003876,0.006525
N20000073,0.071094,0.415786,0.110242,0.260623,0.024876,0.103129,0.007619,0.002537,0.004094
N20000074,0.067596,0.451334,0.069634,0.259400,0.021658,0.118674,0.005656,0.002388,0.003661
N20000075,0.145495,0.293992,0.172667,0.218340,0.062959,0.075853,0.015857,0.005777,0.009061
N20000076,0.228408,0.152254,0.297664,0.111150,0.117922,0.034388,0.032665,0.010065,0.015484
N20000077,0.138417,0.327048,0.145602,0.229581,0.051365,0.082773,0.012001,0.005158,0.008056
N20000078,0.107406,0.400823,0.095547,0.252868,0.036051,0.089267,0.008276,0.003809,0.005953
N20000079,0.038718,0.475504,0.065129,0.284768,0.010075,0.118325,0.004393,0.001189,0.001898
N20000080,0.077408,0.281164,0.260233,0.232973,0.043824,0.072238,0.022726,0.003600,0.005834
N20000081,0.116589,0.366648,0.112181,0.252395,0.039190,0.093354,0.009249,0.004060,0.006335
N20000082,0.050422,0.474607,0.067708,0.256871,0.013765,0.127773,0.004691,0.001635,0.002529
N20000083,0.146906,0.327850,0.109961,0.259298,0.041457,0.094751,0.007872,0.004577,0.007329
N20000084,0.194157,0.248110,0.151125,0.214907,0.085984,0.072658,0.012129,0.008229,0.012702
N20000085,0.071366,0.263147,0.281523,0.254566,0.034573,0.065162,0.021933,0.002870,0.004859
N20000086,0.009605,0.350322,0.208156,0.293371,0.004715,0.114967,0.017589,0.000459,0.000817
N20000087,0.013062,0.331120,0.221116,0.259482,0.006078,0.150328,0.017145,0.000593,0.001075
N20000088,0.012381,0.323323,0.279279,0.234086,0.007403,0.117047,0.024645,0.000670,0.001166
N20000089,0.013111,0.344005,0.242718,0.241590,0.006478,0.130720,0.019640,0.000634,0.001103
N20000090,0.015660,0.312368,0.255660,0.278565,0.007766,0.104593,0.023310,0.000753,0.001325
N20000091,0.013001,0.343962,0.229938,0.255959,0.005509,0.131674,0.018423,0.000541,0.000992
N20000092,0.016262,0.345583,0.199425,0.293619,0.007823,0.116286,0.018856,0.000793,0.001352
N20000093,0.021373,0.444704,0.056826,0.345636,0.006119,0.117942,0.005237,0.000838,0.001326
N20000094,0.005120,0.120078,0.674159,0.095450,0.003262,0.045883,0.055286,0.000267,0.000496
N20000095,0.044915,0.491180,0.068072,0.262286,0.012389,0.109167,0.007478,0.001799,0.002714
N20000096,0.018464,0.408542,0.091366,0.333938,0.005158,0.133142,0.007623,0.000642,0.001124
N20000097,0.013220,0.321190,0.247049,0.282777,0.005332,0.108026,0.020856,0.000561,0.000990
N20000098,0.015200,0.427576,0.100351,0.312171,0.005226,0.128844,0.008941,0.000634,0.001056
N20000099,0.016885,0.378292,0.116746,0.339515,0.005922,0.131536,0.009268,0.000652,0.001185
N20000100,0.012420,0.353778,0.146409,0.337563,0.005218,0.131596,0.011533,0.000528,0.000957
N20000101,0.006914,0.324709,0.277965,0.251213,0.003434,0.111986,0.022855,0.000333,0.000591
N20000102,0.028950,0.348368,0.221616,0.266251,0.012693,0.096199,0.022355,0.001314,0.002252
N20000103,0.032766,0.442286,0.107733,0.285194,0.010994,0.106304,0.011174,0.001340,0.002210
N20000104,0.034014,0.466720,0.138145,0.239970,0.010850,0.092318,0.014327,0.001430,0.002227
N20000105,0.035631,0.427418,0.153846,0.260418,0.011169,0.092686,0.015165,0.001379,0.002287
N20000106,0.016526,0.355912,0.201620,0.301210,0.007839,0.095332,0.019372,0.000818,0.001370
N20000107,0.030639,0.447580,0.117199,0.256911,0.011005,0.119884,0.013259,0.001388,0.002134
N20000108,0.041308,0.459267,0.113812,0.259548,0.012201,0.097874,0.011810,0.001617,0.002564
N20000109,0.011400,0.348324,0.167109,0.325724,0.005227,0.126427,0.014337,0.000525,0.000927
N20000110,0.011403,0.371571,0.117524,0.364893,0.004007,0.119675,0.009669,0.000456,0.000802
N20000111,0.021494,0.378491,0.118732,0.343238,0.008931,0.115763,0.010722,0.000979,0.001651
N20000112,0.024395,0.465633,0.035426,0.338969,0.005274,0.125113,0.003148,0.000772,0.001271
N20000113,0.018223,0.342864,0.249101,0.241221,0.007831,0.117173,0.021346,0.000828,0.001413
N20000114,0.015194,0.358941,0.185052,0.300452,0.006797,0.114960,0.016692,0.000699,0.001213
N20000115,0.018421,0.394684,0.099989,0.324516,0.007480,0.143628,0.009068,0.000823,0.001391
N20000116,0.024109,0.393939,0.146183,0.302651,0.009028,0.106727,0.014659,0.000996,0.001709
N20000117,0.014275,0.380180,0.126056,0.352862,0.006648,0.107129,0.010986,0.000678,0.001185
N20000118,0.013520,0.380803,0.160394,0.319285,0.005787,0.103685,0.014830,0.000632,0.001065
N20000119,0.021526,0.356531,0.201549,0.298281,0.010439,0.089048,0.019786,0.001044,0.001796
N20000120,0.018529,0.380176,0.117346,0.324049,0.009112,0.137463,0.010850,0.000907,0.001568
N20000121,0.023815,0.368233,0.167156,0.268990,0.011132,0.143023,0.014567,0.001136,0.001947
N20000122,0.014348,0.341086,0.197811,0.298423,0.009440,0.117784,0.018822,0.000840,0.001445
N20000123,0.010065,0.366013,0.158974,0.320309,0.005839,0.122528,0.014756,0.000565,0.000951
N20000124,0.021075,0.353880,0.305231,0.205323,0.010369,0.079798,0.021693,0.001016,0.001616
N20000125,0.019925,0.416830,0.122175,0.289927,0.007777,0.133960,0.007205,0.000819,0.001382
N20000126,0.017659,0.151785,0.622598,0.120044,0.011752,0.029290,0.042341,0.002819,0.001711
N20000127,0.021719,0.512405,0.065409,0.269644,0.005771,0.118807,0.004323,0.000755,0.001167
N20000128,0.017771,0.285182,0.402491,0.191801,0.010103,0.061891,0.026311,0.002832,0.001617
N20000129,0.047693,0.517092,0.072528,0.248462,0.011403,0.092762,0.006023,0.001665,0.002371
N20000130,0.020420,0.364248,0.262058,0.243033,0.008333,0.079429,0.020201,0.000889,0.001389
N20000131,0.051565,0.497357,0.047093,0.280425,0.011906,0.103605,0.003845,0.001696,0.002508
N20000132,0.016277,0.058468,0.773254,0.045916,0.019113,0.009626,0.071376,0.003779,0.002191
N20000133,0.014236,0.362308,0.291482,0.219390,0.005731,0.086994,0.016969,0.001833,0.001058
N20000134,0.031739,0.163918,0.569432,0.126109,0.020501,0.035890,0.044179,0.005236,0.002995
N20000135,0.031442,0.348490,0.221751,0.279873,0.012732,0.085935,0.016390,0.001293,0.002094
N20000136,0.024877,0.379078,0.174660,0.306117,0.011598,0.086879,0.013815,0.001157,0.001819
N20000137,0.021233,0.321407,0.291274,0.262024,0.007229,0.075109,0.018237,0.002219,0.001268
N20000138,0.015616,0.475171,0.095916,0.287139,0.003448,0.115084,0.005513,0.001369,0.000745
N20000139,0.022935,0.349429,0.211874,0.303038,0.009011,0.086704,0.014565,0.000930,0.001515
N20000140,0.035584,0.100888,0.665173,0.055582,0.032687,0.016104,0.082833,0.007213,0.003936
N20000141,0.037976,0.243824,0.443179,0.156924,0.022118,0.049049,0.041881,0.001946,0.003104
N20000142,0.023687,0.595385,0.075426,0.197833,0.005419,0.094505,0.005737,0.000825,0.001182
N20000143,0.026915,0.140159,0.603480,0.125114,0.021826,0.024461,0.050366,0.004818,0.002862
N20000144,0.040685,0.407583,0.131512,0.311833,0.012135,0.080999,0.011576,0.001434,0.002243
N20000145,0.028711,0.564045,0.073436,0.226423,0.007326,0.091549,0.005871,0.001106,0.001532
N20000146,0.036146,0.566645,0.105416,0.186819,0.007496,0.085450,0.006716,0.003485,0.001827
N20000147,0.044939,0.533018,0.051097,0.257156,0.011571,0.093593,0.004586,0.001673,0.002367
N20000148,0.034891,0.436169,0.082380,0.314570,0.011368,0.111277,0.005944,0.001317,0.002084
N20000149,0.030988,0.185255,0.536496,0.144566,0.019503,0.032034,0.043209,0.005064,0.002885
N20000150,0.016495,0.598212,0.099113,0.183748,0.003368,0.091384,0.005226,0.001607,0.000847
N20000151,0.043900,0.428827,0.101962,0.308822,0.013427,0.091149,0.007712,0.001660,0.002542
N20000152,0.055257,0.205583,0.464281,0.138803,0.039633,0.035911,0.044580,0.010375,0.005576
N20000153,0.024031,0.519682,0.065378,0.271855,0.004760,0.107287,0.003673,0.002160,0.001173
N20000154,0.032367,0.549969,0.053837,0.249357,0.007556,0.099950,0.004232,0.001115,0.001619
N20000155,0.027834,0.543164,0.112747,0.219987,0.005819,0.079362,0.007055,0.002627,0.001407
N20000156,0.035144,0.385081,0.216645,0.245833,0.012459,0.084122,0.017112,0.001408,0.002197
N20000157,0.058799,0.393979,0.131965,0.283146,0.018340,0.098162,0.010080,0.002146,0.003383
N20000158,0.021923,0.144870,0.617536,0.110490,0.017702,0.024364,0.056732,0.004041,0.002341
N20000159,0.016073,0.643717,0.050587,0.195911,0.003080,0.084846,0.003384,0.001606,0.000796
N20000160,0.043382,0.209922,0.461197,0.161744,0.029398,0.048151,0.034573,0.007392,0.004241
N20000161,0.068437,0.234235,0.449317,0.125876,0.027025,0.046254,0.035944,0.008202,0.004710
N20000162,0.029355,0.200765,0.515427,0.149702,0.019335,0.040042,0.037775,0.004787,0.002813
N20000163,0.060629,0.418086,0.179371,0.209772,0.018178,0.089841,0.013802,0.006704,0.003617
N20000164,0.067996,0.245906,0.381776,0.142191,0.016798,0.055976,0.080675,0.004659,0.004022
N20000165,0.025898,0.448355,0.190704,0.200590,0.004120,0.094833,0.033004,0.001327,0.001170
N20000166,0.027985,0.093298,0.678903,0.078958,0.028508,0.016632,0.067065,0.005219,0.003433
N20000167,0.018769,0.077498,0.740947,0.064752,0.015327,0.015440,0.062204,0.003032,0.002033
N20000168,0.023640,0.527127,0.088671,0.238556,0.003083,0.101103,0.015675,0.001162,0.000982
N20000169,0.458256,0.104589,0.122788,0.077518,0.128941,0.021883,0.011994,0.048040,0.025992
N20000170,0.027251,0.501170,0.191753,0.155908,0.004341,0.078288,0.038488,0.001535,0.001265
N20000171,0.040965,0.430715,0.207654,0.210210,0.007975,0.076609,0.021018,0.002694,0.002161
N20000172,0.175926,0.131864,0.417389,0.086890,0.081025,0.023546,0.048194,0.022091,0.013074
N20000173,0.230249,0.156906,0.320523,0.106495,0.053771,0.037777,0.066567,0.014864,0.012848
N20000174,0.022352,0.624407,0.047960,0.164696,0.001872,0.130224,0.006872,0.000882,0.000736
N20000175,0.104942,0.463270,0.134737,0.151930,0.016088,0.084735,0.033995,0.005731,0.004571
N20000176,0.040610,0.502779,0.141537,0.188859,0.005233,0.092358,0.025040,0.001921,0.001663
N20000177,0.149092,0.096153,0.494368,0.066230,0.086102,0.017467,0.056350,0.021581,0.012657
N20000178,0.492088,0.143643,0.131124,0.071457,0.060395,0.030242,0.029773,0.022955,0.018323
N20000179,0.046086,0.475264,0.169783,0.178155,0.006432,0.088737,0.031250,0.002350,0.001943
N20000180,0.019335,0.632062,0.044455,0.171977,0.001851,0.121950,0.006835,0.000847,0.000688
N20000181,0.027323,0.603936,0.075248,0.183278,0.002707,0.093000,0.012322,0.001208,0.000979
N20000182,0.027671,0.617609,0.059557,0.172903,0.002638,0.107124,0.010310,0.001217,0.000971
N20000183,0.021775,0.616558,0.086108,0.156059,0.002555,0.101176,0.013856,0.001042,0.000871
N20000184,0.031635,0.599400,0.096475,0.167402,0.003728,0.079587,0.018935,0.001586,0.001252
N20000185,0.041620,0.502331,0.151765,0.166799,0.005631,0.098623,0.029493,0.002034,0.001705
N20000186,0.131179,0.344482,0.216646,0.155037,0.020812,0.071936,0.046796,0.007281,0.005832
N20000187,0.023248,0.638499,0.040539,0.183730,0.001777,0.104010,0.006579,0.000898,0.000719
N20000188,0.046555,0.236955,0.425038,0.136948,0.012975,0.046632,0.088564,0.003381,0.002952
N20000189,0.022543,0.625731,0.044907,0.183706,0.002037,0.111915,0.007396,0.000992,0.000772
N20000190,0.027173,0.590838,0.063383,0.184228,0.003138,0.117834,0.011006,0.001330,0.001068
N20000191,0.032586,0.521363,0.128738,0.177831,0.005023,0.108433,0.022765,0.001797,0.001464
N20000192,0.025758,0.517528,0.136579,0.195829,0.002571,0.100021,0.019714,0.001076,0.000923
N20000193,0.031732,0.601598,0.045985,0.194405,0.003133,0.112340,0.008168,0.001501,0.001139
N20000194,0.024533,0.640120,0.088315,0.135265,0.002620,0.091524,0.015503,0.001201,0.000920
N20000195,0.025338,0.614669,0.045658,0.188447,0.002493,0.113431,0.007848,0.001200,0.000916
N20000196,0.022241,0.587217,0.077545,0.186488,0.002324,0.110209,0.012137,0.001016,0.000823
N20000197,0.018338,0.569821,0.107021,0.201651,0.002046,0.080943,0.018607,0.000871,0.000703
N20000198,0.022193,0.542058,0.159057,0.163228,0.003167,0.082452,0.025680,0.001186,0.000981
N20000199,0.024197,0.609265,0.053798,0.188540,0.002251,0.111135,0.008909,0.001065,0.000840
N20000200,0.014821,0.550682,0.123651,0.198339,0.001968,0.088374,0.020782,0.000755,0.000629
N20000201,0.332725,0.299808,0.090914,0.118441,0.043444,0.062068,0.021055,0.018125,0.013420
N20000202,0.020028,0.611945,0.063997,0.204317,0.002066,0.084374,0.011602,0.000939,0.000732
N20000203,0.183958,0.237014,0.301543,0.098091,0.039297,0.038531,0.080111,0.011910,0.009544
N20000204,0.161178,0.277677,0.276756,0.107623,0.033498,0.047357,0.077112,0.010496,0.008304
N20000205,0.087488,0.340614,0.281042,0.151087,0.015803,0.055830,0.058587,0.005268,0.004282
N20000206,0.103112,0.361076,0.214571,0.174660,0.016786,0.077337,0.042206,0.005579,0.004673
N20000207,0.813435,0.017885,0.015305,0.010176,0.073358,0.004693,0.003336,0.036365,0.025447
N20000208,0.765011,0.023759,0.018483,0.011805,0.097842,0.005285,0.005279,0.043430,0.029105
N20000209,0.799384,0.029352,0.016726,0.016891,0.067634,0.008257,0.003921,0.033731,0.024104
N20000210,0.810724,0.020580,0.011622,0.010557,0.073798,0.005188,0.002831,0.038976,0.025723
N20000211,0.074263,0.175039,0.460719,0.135455,0.036830,0.037585,0.069706,0.003966,0.006438
N20000212,0.048858,0.481918,0.112650,0.225383,0.010925,0.100597,0.015074,0.001831,0.002765
N20000213,0.055505,0.442027,0.148910,0.222593,0.010825,0.097473,0.018027,0.001789,0.002850
N20000214,0.022740,0.458147,0.044335,0.319834,0.004180,0.144652,0.004267,0.000690,0.001155
N20000215,0.062141,0.339808,0.257136,0.197156,0.017596,0.080950,0.037546,0.003031,0.004636
N20000216,0.042794,0.429022,0.096190,0.303478,0.011045,0.102118,0.011096,0.001640,0.002617
N20000217,0.057333,0.344608,0.210855,0.243978,0.020962,0.088156,0.027254,0.002568,0.004286
N20000218,0.054742,0.391565,0.163868,0.249302,0.015966,0.098658,0.020100,0.002234,0.003564
N20000219,0.162940,0.103119,0.482315,0.069795,0.056108,0.024309,0.079666,0.008573,0.013174
N20000220,0.063220,0.314430,0.223075,0.263085,0.019604,0.086484,0.023320,0.002520,0.004263
N20000221,0.038708,0.425218,0.153320,0.255891,0.009751,0.095778,0.017537,0.001458,0.002339
N20000222,0.077630,0.448622,0.157524,0.161711,0.011116,0.104807,0.031132,0.004023,0.003435
N20000223,0.094362,0.379405,0.121908,0.274820,0.018105,0.088243,0.015412,0.002986,0.004759
N20000224,0.169216,0.269633,0.172158,0.235067,0.045252,0.071313,0.020327,0.006606,0.010427
N20000225,0.063277,0.493254,0.141028,0.164408,0.011785,0.090767,0.028802,0.003714,0.002964
N20000226,0.101805,0.274294,0.286073,0.197766,0.033605,0.056342,0.038790,0.004353,0.006973
N20000227,0.114445,0.309390,0.253446,0.147812,0.024411,0.077520,0.059137,0.007487,0.006352
N20000228,0.050182,0.517265,0.134400,0.151926,0.007337,0.107352,0.026490,0.002763,0.002284
N20000229,0.047426,0.544786,0.124651,0.149868,0.006217,0.094473,0.028030,0.002547,0.002002
N20000230,0.136419,0.407987,0.146808,0.154089,0.018985,0.090712,0.032253,0.006928,0.005819
N20000231,0.302267,0.153289,0.248261,0.076316,0.078228,0.036375,0.064212,0.022489,0.018564
N20000232,0.119297,0.098771,0.523893,0.044254,0.038973,0.021622,0.134959,0.009942,0.008288
N20000233,0.401261,0.160653,0.164041,0.075740,0.073593,0.040624,0.038567,0.025324,0.020195
N20000234,0.361736,0.119958,0.231126,0.053092,0.092592,0.027905,0.065367,0.026805,0.021418
N20000235,0.335761,0.199149,0.184891,0.091683,0.061264,0.046266,0.045605,0.019194,0.016185
N20000236,0.227804,0.249692,0.244723,0.093221,0.043086,0.054219,0.061707,0.014132,0.011416
N20000237,0.199506,0.332748,0.166128,0.132723,0.034367,0.071214,0.042008,0.011758,0.009549
N20000238,0.517583,0.059947,0.160479,0.031511,0.111687,0.014816,0.040894,0.035156,0.027927
N20000239,0.284937,0.265481,0.149285,0.122111,0.044198,0.074448,0.030583,0.015914,0.013043
N20000240,0.459401,0.134718,0.157957,0.061040,0.069114,0.032978,0.040298,0.024559,0.019936
N20000241,0.122435,0.434355,0.128027,0.145505,0.018688,0.108644,0.029880,0.006913,0.005553
N20000242,0.116321,0.464106,0.112341,0.156701,0.016280,0.095628,0.027663,0.006036,0.004924
N20000243,0.586695,0.043846,0.115201,0.020967,0.120213,0.010686,0.032859,0.039291,0.030241
N20000244,0.627147,0.041795,0.067817,0.022318,0.131964,0.011110,0.020071,0.044439,0.033338
N20000245,0.790408,0.024260,0.019974,0.013275,0.077171,0.007589,0.004922,0.035730,0.026671
N20000246,0.662817,0.035186,0.061074,0.017821,0.121729,0.009583,0.018928,0.041252,0.031609
N20000247,0.603106,0.050372,0.101019,0.023439,0.112583,0.012317,0.028463,0.039136,0.029564
N20000248,0.114106,0.346372,0.211461,0.179813,0.022560,0.083741,0.030570,0.004623,0.006754
N20000249,0.736366,0.036551,0.044345,0.021648,0.079251,0.011071,0.009867,0.034333,0.026568
N20000250,0.714233,0.027730,0.033653,0.015595,0.115093,0.008122,0.009432,0.043726,0.032416
N20000251,0.739628,0.027532,0.022760,0.019802,0.113138,0.008599,0.004035,0.028021,0.036484
N20000252,0.737740,0.035748,0.030578,0.020798,0.091322,0.011150,0.007717,0.036666,0.028282
N20000253,0.602005,0.043506,0.081550,0.025058,0.135107,0.012339,0.023237,0.043872,0.033325
N20000254,0.555939,0.028282,0.111255,0.016906,0.164692,0.007968,0.033239,0.045957,0.035764
N20000255,0.658784,0.023720,0.047502,0.011851,0.149789,0.007406,0.014879,0.049651,0.036419
N20000256,0.681418,0.032445,0.045850,0.017427,0.123319,0.009354,0.013383,0.043724,0.033080
N20000257,0.086781,0.252790,0.278127,0.219958,0.055169,0.065131,0.030240,0.004367,0.007437
N20000258,0.040229,0.253796,0.359525,0.209488,0.020995,0.080440,0.030665,0.001748,0.003115
N20000259,0.047057,0.358326,0.182008,0.279562,0.019345,0.092045,0.016545,0.001911,0.003200
N20000260,0.034974,0.255659,0.373271,0.213598,0.021777,0.058654,0.037255,0.001767,0.003044
N20000261,0.035958,0.347300,0.184482,0.280294,0.018463,0.113352,0.015736,0.001616,0.002800
N20000262,0.025756,0.251654,0.401974,0.199248,0.013055,0.073826,0.031426,0.001111,0.001951
N20000263,0.046349,0.293089,0.291729,0.227450,0.024135,0.082087,0.029481,0.002091,0.003588
N20000264,0.102713,0.213778,0.380387,0.145523,0.046779,0.054554,0.045091,0.004196,0.006981
N20000265,0.131613,0.150139,0.418655,0.125527,0.075126,0.037283,0.044714,0.006451,0.010493
N20000266,0.047415,0.309493,0.258663,0.240269,0.023062,0.092498,0.023122,0.002013,0.003465
N20000267,0.369522,0.072151,0.230367,0.072108,0.169009,0.018709,0.026467,0.016242,0.025425
N20000268,0.127007,0.218809,0.283165,0.205670,0.063528,0.058006,0.029026,0.005473,0.009315
N20000269,0.057538,0.319212,0.230123,0.256190,0.027111,0.082526,0.020579,0.002539,0.004181
N20000270,0.598382,0.059363,0.054940,0.052136,0.160452,0.017094,0.006752,0.020947,0.029934
N20000271,0.333835,0.063658,0.236715,0.055688,0.215083,0.016353,0.032675,0.018195,0.027796
N20000272,0.440616,0.063826,0.118095,0.053696,0.232713,0.015350,0.019934,0.023008,0.032763
N20000273,0.619250,0.030303,0.040511,0.029487,0.205865,0.007999,0.005678,0.025539,0.035368
N20000274,0.032989,0.347061,0.177821,0.280841,0.014688,0.128484,0.014495,0.001297,0.002325
N20000275,0.362691,0.070755,0.213030,0.065134,0.194476,0.016474,0.032583,0.017944,0.026913
N20000276,0.550017,0.069553,0.070963,0.059731,0.169724,0.019365,0.009816,0.020811,0.030020
N20000277,0.653739,0.018563,0.024780,0.020077,0.212217,0.005406,0.003329,0.025510,0.036380
N20000278,0.050647,0.354742,0.162522,0.276123,0.019384,0.117678,0.013688,0.001932,0.003284
