code,Sinn Féin,DUP,Alliance,UUP,SDLP,TUV,Green,PBP,Aontú
N20000001,0.042247,0.467991,0.093580,0.213510,0.016800,0.142697,0.013727,0.005660,0.003789
N20000002,0.016268,0.496166,0.097690,0.226352,0.007282,0.138392,0.013942,0.002345,0.001564
N20000003,0.041108,0.510847,0.038031,0.220144,0.015259,0.159766,0.005904,0.005401,0.003541
N20000004,0.252616,0.163000,0.238256,0.085968,0.114470,0.045356,0.041325,0.035511,0.023498
N20000005,0.022338,0.487280,0.074909,0.250669,0.008757,0.140176,0.010894,0.002978,0.001999
N20000006,0.221155,0.268104,0.131755,0.138036,0.089159,0.080510,0.022105,0.029641,0.019534
N20000007,0.662973,0.035189,0.021340,0.023393,0.137793,0.010990,0.003875,0.063793,0.040654
N20000008,0.386703,0.146634,0.119247,0.087630,0.121046,0.044386,0.019934,0.044750,0.029670
N20000009,0.058058,0.462971,0.065057,0.226044,0.022219,0.142772,0.010103,0.007689,0.005086
N20000010,0.022738,0.422579,0.196908,0.202058,0.011625,0.108582,0.029715,0.003468,0.002326
N20000011,0.081940,0.505234,0.047635,0.200261,0.022909,0.118523,0.008194,0.009349,0.005955
N20000012,0.065931,0.440970,0.121144,0.201491,0.023483,0.113907,0.019276,0.008309,0.005489
N20000013,0.133600,0.373988,0.098050,0.199926,0.043154,0.109194,0.015447,0.016042,0.010599
N20000014,0.147516,0.267872,0.254770,0.127144,0.060298,0.066509,0.042873,0.019942,0.013075
N20000015,0.684948,0.024523,0.021425,0.015321,0.137096,0.006511,0.004201,0.065318,0.040658
N20000016,0.302585,0.141711,0.198175,0.074215,0.138890,0.031796,0.042143,0.042826,0.027658
N20000017,0.644181,0.033142,0.031126,0.019719,0.150367,0.008474,0.006374,0.065422,0.041196
N20000018,0.554714,0.031902,0.069739,0.020304,0.189528,0.007960,0.014347,0.068034,0.043472
N20000019,0.236446,0.330993,0.101895,0.123628,0.067769,0.075745,0.019645,0.026936,0.016942
N20000020,0.350036,0.191981,0.121295,0.095276,0.105377,0.047644,0.021684,0.040622,0.026086
N20000021,0.484867,0.052145,0.122807,0.033221,0.170832,0.012978,0.024068,0.060249,0.038832
N20000022,0.683282,0.014589,0.007897,0.009452,0.163575,0.004388,0.001754,0.070801,0.044262
N20000023,0.397079,0.105412,0.148470,0.061034,0.149965,0.025851,0.028389,0.050723,0.033077
N20000024,0.664628,0.036601,0.013934,0.022439,0.141953,0.012022,0.002638,0.064605,0.041180
N20000025,0.240738,0.218878,0.176815,0.122082,0.101100,0.054643,0.031253,0.032959,0.021532
N20000026,0.022359,0.465804,0.118990,0.234875,0.010438,0.124756,0.017332,0.003258,0.002188
N20000027,0.193978,0.147238,0.347645,0.074239,0.092650,0.034536,0.063408,0.027974,0.018332
N20000028,0.471781,0.131102,0.045580,0.079797,0.135584,0.039777,0.008472,0.053443,0.034466
N20000029,0.388084,0.130934,0.126141,0.078091,0.139128,0.032597,0.024327,0.049015,0.031684
N20000030,0.036180,0.386535,0.214016,0.202798,0.020470,0.096379,0.033971,0.005778,0.003872
N20000031,0.015069,0.338263,0.340541,0.161826,0.008585,0.079001,0.052662,0.002423,0.001629
N20000032,0.579088,0.029250,0.056855,0.020039,0.183971,0.007797,0.011925,0.067480,0.043596
N20000033,0.678785,0.021972,0.011466,0.015130,0.153083,0.006740,0.002286,0.067521,0.043017
N20000034,0.607538,0.038241,0.041391,0.025739,0.160510,0.010674,0.008338,0.065670,0.041898
N20000035,0.227496,0.220593,0.216661,0.105420,0.090457,0.047203,0.042564,0.030214,0.019393
N20000036,0.297711,0.212920,0.156186,0.090760,0.107142,0.040488,0.033572,0.037498,0.023725
N20000037,0.261241,0.280560,0.144684,0.104916,0.076200,0.053439,0.030278,0.029954,0.018728
N20000038,0.107440,0.174719,0.432697,0.077537,0.061205,0.034380,0.083919,0.017009,0.011093
N20000039,0.172277,0.183063,0.310708,0.093323,0.099688,0.039005,0.056482,0.027403,0.018050
N20000040,0.377776,0.199179,0.097131,0.076881,0.118000,0.035877,0.023333,0.044375,0.027448
N20000041,0.156407,0.303993,0.187783,0.146856,0.068984,0.064437,0.035204,0.022058,0.014277
N20000042,0.100947,0.255443,0.347777,0.098326,0.053471,0.051163,0.067316,0.015563,0.009995
N20000043,0.152117,0.297805,0.218364,0.123120,0.070316,0.058166,0.044206,0.021868,0.014039
N20000044,0.172499,0.275799,0.192705,0.137113,0.084391,0.057354,0.037814,0.025715,0.016610
N20000045,0.281061,0.102697,0.273442,0.058590,0.142143,0.021918,0.051432,0.041442,0.027274
N20000046,0.079093,0.484040,0.078482,0.198749,0.028464,0.100495,0.013980,0.010168,0.006528
N20000047,0.096088,0.335498,0.226881,0.167492,0.038813,0.075113,0.038778,0.012871,0.008464
N20000048,0.275057,0.189729,0.173373,0.099225,0.123893,0.041647,0.032803,0.039005,0.025266
N20000049,0.309796,0.156812,0.203714,0.078813,0.113177,0.033554,0.039223,0.039607,0.025304
N20000050,0.063402,0.423107,0.183256,0.174429,0.026663,0.081768,0.032840,0.008840,0.005695
N20000051,0.464235,0.081075,0.137056,0.039472,0.143872,0.017059,0.028910,0.054053,0.034268
N20000052,0.112669,0.412947,0.127339,0.178307,0.038000,0.085181,0.022350,0.014153,0.009052
N20000053,0.209404,0.201334,0.277993,0.097173,0.078156,0.038893,0.052918,0.026831,0.017298
N20000054,0.083039,0.447494,0.116343,0.195978,0.030380,0.088119,0.021031,0.010695,0.006922
N20000055,0.083798,0.449061,0.124281,0.186143,0.030777,0.085795,0.022283,0.010873,0.006990
N20000056,0.156690,0.329485,0.199693,0.129023,0.052805,0.063967,0.036750,0.019250,0.012336
N20000057,0.224660,0.197811,0.236856,0.104024,0.096212,0.043710,0.045982,0.030713,0.020032
N20000058,0.092190,0.442511,0.128638,0.173969,0.031458,0.090270,0.022085,0.011457,0.007422
N20000059,0.290309,0.109230,0.281459,0.049173,0.125641,0.019693,0.058825,0.040051,0.025618
N20000060,0.164889,0.293884,0.182870,0.157834,0.063305,0.070147,0.031476,0.021511,0.014085
N20000061,0.087975,0.405635,0.172412,0.165639,0.034545,0.083283,0.031117,0.011782,0.007612
N20000062,0.072012,0.494431,0.091698,0.184690,0.025170,0.100801,0.016117,0.009201,0.005879
N20000063,0.216668,0.218859,0.241781,0.093269,0.089311,0.041659,0.050982,0.028879,0.018591
N20000064,0.131961,0.323898,0.185080,0.164744,0.058828,0.071328,0.033268,0.018711,0.012182
N20000065,0.208868,0.218067,0.221492,0.120491,0.092042,0.051676,0.039209,0.029028,0.019125
N20000066,0.274578,0.124703,0.308051,0.057596,0.095451,0.024948,0.058863,0.034002,0.021808
N20000067,0.246018,0.224530,0.216935,0.103004,0.076898,0.044813,0.039822,0.029294,0.018687
N20000068,0.191818,0.350152,0.089890,0.166933,0.064749,0.081133,0.016092,0.023952,0.015282
N20000069,0.148740,0.309944,0.181736,0.165882,0.055600,0.075885,0.030789,0.018906,0.012518
N20000070,0.116339,0.324274,0.191928,0.184066,0.052007,0.071839,0.032322,0.016407,0.010819
N20000071,0.222337,0.212195,0.215016,0.104822,0.107708,0.041488,0.043214,0.032264,0.020956
N20000072,0.078970,0.224026,0.393225,0.116580,0.047276,0.050077,0.068540,0.012786,0.008521
N20000073,0.068828,0.467947,0.096811,0.207021,0.026168,0.102608,0.015596,0.009084,0.005938
N20000074,0.054439,0.509953,0.066483,0.213677,0.019304,0.113188,0.011459,0.006990,0.004506
N20000075,0.130588,0.344986,0.168735,0.163518,0.055366,0.076133,0.030968,0.018021,0.011684
N20000076,0.209183,0.176470,0.291019,0.084242,0.095558,0.036169,0.058679,0.029525,0.019154
N20000077,0.126446,0.377497,0.135568,0.178238,0.047563,0.083669,0.023826,0.016489,0.010704
N20000078,0.108770,0.430906,0.097902,0.193205,0.039257,0.089566,0.017405,0.013945,0.009044
N20000079,0.034315,0.526837,0.069089,0.225827,0.010996,0.115150,0.010860,0.004196,0.002730
N20000080,0.073856,0.334852,0.250386,0.167040,0.037801,0.073244,0.044231,0.011212,0.007378
N20000081,0.100672,0.426050,0.106045,0.196503,0.036389,0.094560,0.018544,0.012896,0.008339
N20000082,0.040883,0.526681,0.067989,0.213642,0.013408,0.118173,0.010868,0.005079,0.003279
N20000083,0.119960,0.399037,0.105947,0.200739,0.037765,0.095389,0.017479,0.014348,0.009337
N20000084,0.167357,0.323707,0.131190,0.171526,0.067961,0.077603,0.023059,0.022806,0.014792
N20000085,0.064591,0.308070,0.297480,0.167256,0.029689,0.067408,0.050154,0.009226,0.006126
N20000086,0.010468,0.427630,0.208453,0.209124,0.005630,0.105563,0.030387,0.001640,0.001105
N20000087,0.015165,0.401334,0.231128,0.191311,0.007891,0.116825,0.032441,0.002328,0.001575
N20000088,0.013399,0.384008,0.280491,0.171019,0.008327,0.097663,0.041315,0.002262,0.001515
N20000089,0.012839,0.414372,0.237791,0.182031,0.007029,0.108470,0.034067,0.002039,0.001362
N20000090,0.016425,0.381582,0.262761,0.191804,0.008795,0.094480,0.039882,0.002553,0.001718
N20000091,0.015201,0.389697,0.264143,0.177952,0.007688,0.103997,0.037489,0.002286,0.001547
N20000092,0.016783,0.419535,0.211421,0.203118,0.008992,0.103342,0.032422,0.002632,0.001754
N20000093,0.019440,0.530509,0.059468,0.252682,0.007108,0.117404,0.009176,0.002551,0.001663
N20000094,0.004640,0.132627,0.668000,0.061103,0.003079,0.034439,0.094774,0.000794,0.000544
N20000095,0.041994,0.527429,0.074717,0.213542,0.014570,0.106309,0.012616,0.005366,0.003456
N20000096,0.021267,0.488074,0.102861,0.238718,0.007929,0.121390,0.015139,0.002773,0.001849
N20000097,0.013412,0.392501,0.254750,0.195063,0.006383,0.097254,0.037351,0.001965,0.001320
N20000098,0.016106,0.500100,0.110829,0.228328,0.006889,0.117276,0.016690,0.002278,0.001504
N20000099,0.023254,0.452179,0.138216,0.233716,0.009951,0.117485,0.019783,0.003235,0.002182
N20000100,0.014784,0.448465,0.154244,0.232070,0.007254,0.117641,0.021852,0.002204,0.001486
N20000101,0.006946,0.379503,0.297934,0.173705,0.003926,0.093340,0.042777,0.001117,0.000753
N20000102,0.034375,0.382011,0.252939,0.178984,0.016933,0.085817,0.040418,0.005114,0.003409
N20000103,0.038071,0.478159,0.125026,0.212636,0.015262,0.101816,0.020476,0.005155,0.003397
N20000104,0.031952,0.476369,0.165246,0.188973,0.012341,0.091159,0.026887,0.004286,0.002788
N20000105,0.039758,0.450167,0.176191,0.191088,0.015787,0.089966,0.028191,0.005334,0.003519
N20000106,0.016625,0.423542,0.215322,0.205310,0.008769,0.092671,0.033448,0.002592,0.001721
N20000107,0.028618,0.485031,0.142344,0.195557,0.012363,0.105444,0.023914,0.004087,0.002642
N20000108,0.041753,0.490116,0.123268,0.202818,0.015500,0.097302,0.020230,0.005455,0.003558
N20000109,0.011702,0.444114,0.169278,0.226897,0.006005,0.114168,0.024843,0.001791,0.001202
N20000110,0.011740,0.473152,0.124966,0.249370,0.005064,0.114769,0.018183,0.001650,0.001105
N20000111,0.022664,0.473914,0.116132,0.241294,0.010614,0.112190,0.017666,0.003321,0.002206
N20000112,0.023744,0.541489,0.036172,0.257444,0.007058,0.123922,0.005569,0.002782,0.001821
N20000113,0.016808,0.397379,0.260961,0.176189,0.008259,0.097688,0.038521,0.002518,0.001678
N20000114,0.017901,0.420007,0.212939,0.202062,0.009253,0.101461,0.031779,0.002757,0.001840
N20000115,0.018914,0.486076,0.105840,0.234447,0.008811,0.125221,0.016073,0.002777,0.001840
N20000116,0.028067,0.451718,0.158947,0.215352,0.012248,0.101646,0.025478,0.003931,0.002614
N20000117,0.016900,0.477744,0.114499,0.249866,0.008556,0.110976,0.017162,0.002572,0.001724
N20000118,0.012303,0.463915,0.160697,0.227156,0.005901,0.102392,0.024591,0.001828,0.001216
N20000119,0.027399,0.415100,0.210662,0.203582,0.014347,0.088583,0.033315,0.004202,0.002811
N20000120,0.020680,0.469911,0.118421,0.235659,0.010418,0.121501,0.018178,0.003137,0.002096
N20000121,0.026249,0.443713,0.162157,0.204521,0.013252,0.119189,0.024263,0.003996,0.002659
N20000122,0.015233,0.422980,0.201140,0.210421,0.009528,0.105693,0.030683,0.002590,0.001731
N20000123,0.008499,0.466682,0.151933,0.229645,0.004947,0.112831,0.023126,0.001403,0.000934
N20000124,0.016524,0.380883,0.295822,0.162909,0.009608,0.084346,0.045390,0.002712,0.001806
N20000125,0.018964,0.478062,0.106541,0.239799,0.008666,0.127438,0.015949,0.002749,0.001833
N20000126,0.021654,0.170526,0.566502,0.089121,0.015807,0.035128,0.094790,0.003853,0.002620
N20000127,0.017492,0.541387,0.071090,0.224980,0.006708,0.123783,0.010664,0.002352,0.001544
N20000128,0.016561,0.299538,0.396894,0.142032,0.011188,0.064420,0.064501,0.002919,0.001948
N20000129,0.038330,0.528739,0.082306,0.210385,0.013474,0.104933,0.013721,0.004938,0.003174
N20000130,0.015581,0.383790,0.289414,0.171725,0.008213,0.081682,0.045556,0.002431,0.001608
N20000131,0.047426,0.525759,0.048420,0.230177,0.015946,0.114419,0.008085,0.005927,0.003842
N20000132,0.022982,0.056918,0.712601,0.029830,0.023490,0.010737,0.135341,0.004834,0.003266
N20000133,0.012383,0.384546,0.288195,0.172794,0.006825,0.087282,0.044679,0.001978,0.001317
N20000134,0.030846,0.170296,0.546572,0.088612,0.021035,0.037412,0.096267,0.005377,0.003583
N20000135,0.027758,0.391184,0.235897,0.195645,0.014190,0.091536,0.036747,0.004230,0.002814
N20000136,0.021077,0.443725,0.170562,0.221059,0.011710,0.098792,0.027477,0.003366,0.002232
N20000137,0.021534,0.349002,0.314762,0.170360,0.011266,0.079610,0.047960,0.003295,0.002211
N20000138,0.014185,0.511868,0.111461,0.218146,0.005664,0.118996,0.016463,0.001939,0.001279
N20000139,0.019703,0.423513,0.196045,0.218041,0.009883,0.098005,0.029865,0.002963,0.001982
N20000140,0.035616,0.080864,0.649687,0.035523,0.030093,0.014768,0.142186,0.006780,0.004483
N20000141,0.032111,0.232998,0.468953,0.105858,0.020077,0.048319,0.082757,0.005352,0.003576
N20000142,0.017338,0.569004,0.093058,0.189777,0.006172,0.106047,0.014860,0.002278,0.001467
N20000143,0.030161,0.130875,0.598313,0.073294,0.024030,0.026023,0.107918,0.005603,0.003782
N20000144,0.040113,0.447903,0.151387,0.216663,0.017049,0.091717,0.025986,0.005534,0.003648
N20000145,0.018256,0.563849,0.084595,0.204296,0.006815,0.104261,0.013887,0.002462,0.001579
N20000146,0.035739,0.530574,0.113012,0.185409,0.012366,0.096660,0.018755,0.004541,0.002943
N20000147,0.035408,0.549030,0.055917,0.221203,0.012914,0.108146,0.009716,0.004666,0.003000
N20000148,0.032594,0.495277,0.077943,0.240928,0.013978,0.119408,0.012273,0.004576,0.003024
N20000149,0.032891,0.200193,0.501355,0.104548,0.022347,0.039099,0.090064,0.005699,0.003803
N20000150,0.012115,0.565052,0.105801,0.190475,0.004183,0.103808,0.015993,0.001559,0.001013
N20000151,0.039933,0.481319,0.099481,0.232486,0.016665,0.104842,0.016081,0.005551,0.003642
N20000152,0.056552,0.190953,0.471843,0.093648,0.040947,0.037269,0.091845,0.010221,0.006723
N20000153,0.022334,0.540389,0.068053,0.231044,0.007527,0.115475,0.010552,0.002801,0.001825
N20000154,0.027670,0.559785,0.057797,0.217888,0.009729,0.111790,0.009461,0.003572,0.002310
N20000155,0.024935,0.524295,0.122109,0.200713,0.008713,0.094000,0.019991,0.003174,0.002069
N20000156,0.027820,0.414173,0.225468,0.186318,0.012950,0.089950,0.036572,0.004066,0.002685
N20000157,0.050540,0.439801,0.136623,0.215106,0.020559,0.103797,0.022184,0.006857,0.004535
N20000158,0.024049,0.148658,0.584034,0.077446,0.018967,0.028703,0.110691,0.004457,0.002995
N20000159,0.013327,0.606001,0.061508,0.199478,0.004564,0.101984,0.010306,0.001729,0.001103
N20000160,0.047571,0.221951,0.438169,0.118164,0.032492,0.050953,0.076843,0.008313,0.005544
N20000161,0.074254,0.197562,0.459882,0.086881,0.037767,0.041364,0.083966,0.011010,0.007313
N20000162,0.035706,0.214804,0.475373,0.110922,0.024712,0.045457,0.082618,0.006224,0.004184
N20000163,0.056316,0.427171,0.176524,0.179404,0.023997,0.091886,0.031820,0.007797,0.005086
N20000164,0.055476,0.239041,0.404908,0.127411,0.032911,0.052428,0.072789,0.009043,0.005993
N20000165,0.023492,0.421873,0.223479,0.189185,0.011651,0.088620,0.035849,0.003525,0.002326
N20000166,0.035783,0.089916,0.642618,0.047011,0.034287,0.017161,0.121048,0.007268,0.004908
N20000167,0.022149,0.086730,0.683595,0.045289,0.018471,0.017589,0.119127,0.004206,0.002845
N20000168,0.019989,0.510873,0.104069,0.233601,0.008580,0.101079,0.017145,0.002818,0.001846
N20000169,0.364988,0.143756,0.149995,0.075282,0.129761,0.030568,0.029728,0.046485,0.029437
N20000170,0.022196,0.430041,0.248263,0.163589,0.010861,0.076513,0.043007,0.003347,0.002182
N20000171,0.029632,0.429103,0.228849,0.172012,0.013156,0.082771,0.037462,0.004241,0.002773
N20000172,0.172502,0.138150,0.380841,0.064948,0.093818,0.026201,0.079859,0.026459,0.017222
N20000173,0.210531,0.149936,0.295078,0.089747,0.112197,0.034964,0.054230,0.032082,0.021236
N20000174,0.017835,0.572202,0.061608,0.208153,0.005696,0.121545,0.009325,0.002204,0.001432
N20000175,0.092056,0.402215,0.170193,0.162014,0.040380,0.078350,0.033478,0.012956,0.008358
N20000176,0.041353,0.456669,0.164005,0.193731,0.017480,0.089953,0.027303,0.005732,0.003774
N20000177,0.120975,0.091621,0.513555,0.044420,0.073725,0.017647,0.105440,0.019759,0.012858
N20000178,0.391299,0.125197,0.151560,0.066214,0.130882,0.027492,0.029484,0.047364,0.030510
N20000179,0.038186,0.444562,0.187979,0.185175,0.016758,0.086538,0.031878,0.005405,0.003519
N20000180,0.014453,0.586354,0.051277,0.213622,0.005079,0.118097,0.008024,0.001877,0.001216
N20000181,0.019772,0.550683,0.091597,0.212733,0.006990,0.099189,0.014822,0.002556,0.001657
N20000182,0.021752,0.559839,0.079590,0.207136,0.007543,0.106493,0.013045,0.002798,0.001803
N20000183,0.019651,0.552300,0.100644,0.195594,0.007980,0.103201,0.016135,0.002719,0.001777
N20000184,0.026010,0.527966,0.126488,0.193892,0.010451,0.087348,0.021943,0.003586,0.002314
N20000185,0.035303,0.448844,0.191591,0.177754,0.015068,0.090340,0.032977,0.004917,0.003205
N20000186,0.089331,0.348600,0.225931,0.161716,0.039753,0.072139,0.041635,0.012691,0.008205
N20000187,0.017696,0.582901,0.054157,0.219709,0.005347,0.107978,0.008716,0.002127,0.001369
N20000188,0.046591,0.242021,0.415354,0.128630,0.030493,0.049794,0.073885,0.007945,0.005287
N20000189,0.015267,0.584360,0.053064,0.218884,0.005128,0.111553,0.008552,0.001946,0.001247
N20000190,0.020667,0.552766,0.074097,0.214661,0.008069,0.112934,0.012164,0.002819,0.001823
N20000191,0.022399,0.499844,0.138897,0.197764,0.010462,0.102263,0.022916,0.003308,0.002147
N20000192,0.019724,0.479551,0.164227,0.204016,0.007104,0.096317,0.024844,0.002543,0.001673
N20000193,0.019474,0.571038,0.051834,0.226599,0.006660,0.111630,0.008663,0.002504,0.001598
N20000194,0.016668,0.557816,0.120169,0.179984,0.006149,0.095786,0.019774,0.002230,0.001424
N20000195,0.016708,0.578947,0.052226,0.221855,0.005907,0.112180,0.008582,0.002193,0.001401
N20000196,0.013656,0.557618,0.082260,0.216112,0.005067,0.109304,0.012989,0.001817,0.001177
N20000197,0.013843,0.514948,0.146477,0.205951,0.005567,0.086035,0.024030,0.001910,0.001238
N20000198,0.015657,0.487555,0.184020,0.185608,0.007050,0.087237,0.029100,0.002283,0.001490
N20000199,0.016630,0.572025,0.061554,0.219900,0.005719,0.110724,0.009939,0.002135,0.001374
N20000200,0.010976,0.505504,0.156202,0.204513,0.004914,0.090145,0.025113,0.001592,0.001041
N20000201,0.230525,0.312095,0.095783,0.143472,0.083950,0.066354,0.018770,0.030033,0.019019
N20000202,0.015448,0.573308,0.071458,0.223783,0.005874,0.094676,0.012039,0.002080,0.001335
N20000203,0.150118,0.199719,0.337137,0.090757,0.079012,0.036841,0.068818,0.022792,0.014806
N20000204,0.117524,0.246920,0.323177,0.109382,0.060061,0.046557,0.067164,0.017730,0.011485
N20000205,0.072665,0.305828,0.313066,0.141822,0.035929,0.056763,0.055952,0.010886,0.007090
N20000206,0.079045,0.360564,0.215129,0.175914,0.035624,0.077264,0.037862,0.011243,0.007354
N20000207,0.653158,0.025993,0.024908,0.015453,0.157563,0.006559,0.004955,0.068753,0.042660
N20000208,0.605589,0.029624,0.031008,0.016091,0.187255,0.006696,0.006870,0.072309,0.044558
N20000209,0.627855,0.043887,0.029333,0.025931,0.149138,0.011389,0.005999,0.065626,0.040841
N20000210,0.640732,0.036596,0.022812,0.020451,0.155288,0.008883,0.004755,0.068540,0.041943
N20000211,0.066477,0.194276,0.453893,0.101345,0.041960,0.039970,0.083622,0.011098,0.007358
N20000212,0.039354,0.481461,0.138183,0.196032,0.015440,0.096938,0.023807,0.005332,0.003452
N20000213,0.048672,0.433114,0.187238,0.181435,0.018024,0.089968,0.031091,0.006321,0.004138
N20000214,0.020032,0.523670,0.047062,0.258301,0.007048,0.132575,0.007064,0.002560,0.001688
N20000215,0.052700,0.348494,0.259488,0.177230,0.027294,0.076714,0.044679,0.008071,0.005330
N20000216,0.033157,0.490066,0.093116,0.240218,0.014334,0.106096,0.015254,0.004687,0.003072
N20000217,0.063629,0.365691,0.215506,0.183906,0.034351,0.083535,0.036884,0.009905,0.006592
N20000218,0.046414,0.431257,0.164047,0.202468,0.021547,0.095436,0.027633,0.006761,0.004437
N20000219,0.155973,0.105389,0.446082,0.059654,0.086017,0.023309,0.083537,0.024075,0.015964
N20000220,0.054508,0.375848,0.206351,0.203205,0.025883,0.088467,0.032494,0.007946,0.005298
N20000221,0.030948,0.457296,0.162398,0.206663,0.013500,0.095502,0.026412,0.004398,0.002883
N20000222,0.066325,0.411113,0.171799,0.193554,0.025970,0.087296,0.029355,0.008812,0.005777
N20000223,0.082604,0.413638,0.136873,0.208195,0.029283,0.088499,0.023618,0.010464,0.006825
N20000224,0.129776,0.328873,0.168385,0.185688,0.053007,0.076582,0.028426,0.017695,0.011570
N20000225,0.048606,0.472222,0.151844,0.181303,0.020415,0.086661,0.027803,0.006783,0.004362
N20000226,0.085100,0.298541,0.291361,0.150579,0.041663,0.060324,0.051569,0.012584,0.008277
N20000227,0.092309,0.307401,0.251208,0.166817,0.045459,0.067787,0.046287,0.013722,0.009010
N20000228,0.045569,0.465544,0.148674,0.193620,0.019157,0.091796,0.025154,0.006355,0.004131
N20000229,0.037808,0.485463,0.148596,0.192646,0.014876,0.085643,0.026571,0.005113,0.003282
N20000230,0.117992,0.361704,0.169754,0.174721,0.044607,0.075233,0.030660,0.015337,0.009991
N20000231,0.280525,0.133919,0.220005,0.076796,0.145882,0.029234,0.043482,0.042407,0.027750
N20000232,0.084963,0.089895,0.572233,0.047351,0.053315,0.018397,0.110375,0.014171,0.009299
N20000233,0.321402,0.156071,0.163075,0.087330,0.133293,0.035412,0.031051,0.043998,0.028368
N20000234,0.280260,0.111160,0.260398,0.059482,0.142438,0.023732,0.053421,0.041951,0.027157
N20000235,0.291665,0.163205,0.195666,0.089474,0.121977,0.035394,0.037836,0.039179,0.025602
N20000236,0.191173,0.234824,0.237455,0.114414,0.083890,0.048379,0.045987,0.026637,0.017241
N20000237,0.173235,0.300104,0.171194,0.149271,0.073262,0.060740,0.033070,0.023735,0.015390
N20000238,0.417119,0.060922,0.161584,0.036529,0.182522,0.013735,0.032336,0.057879,0.037373
N20000239,0.215825,0.267580,0.150865,0.145354,0.083024,0.063594,0.026710,0.028567,0.018480
N20000240,0.356637,0.132369,0.172253,0.072835,0.128466,0.029515,0.034111,0.044848,0.028965
N20000241,0.094187,0.406323,0.143272,0.183382,0.037681,0.087923,0.026277,0.012743,0.008211
N20000242,0.104277,0.410285,0.131518,0.185711,0.039684,0.081282,0.024870,0.013587,0.008787
N20000243,0.463614,0.049255,0.127349,0.028341,0.191200,0.010963,0.027039,0.062312,0.039928
N20000244,0.494500,0.046998,0.082646,0.028641,0.207316,0.011010,0.017737,0.067971,0.043181
N20000245,0.636654,0.033823,0.029719,0.021600,0.154669,0.008840,0.006021,0.066750,0.041923
N20000246,0.535133,0.038307,0.068034,0.023022,0.199545,0.009114,0.015129,0.068234,0.043484
N20000247,0.478787,0.050492,0.112243,0.028359,0.191075,0.011203,0.023500,0.063804,0.040537
N20000248,0.084461,0.359383,0.213552,0.173046,0.034360,0.079448,0.036814,0.011475,0.007460
N20000249,0.578018,0.048939,0.056818,0.031908,0.156503,0.012532,0.010883,0.063864,0.040534
N20000250,0.570224,0.034511,0.046015,0.021969,0.193661,0.008590,0.009770,0.070668,0.044591
N20000251,0.605264,0.040230,0.031130,0.024853,0.170249,0.010592,0.006341,0.068401,0.042940
N20000252,0.591585,0.040615,0.042076,0.026254,0.170925,0.010480,0.008568,0.066967,0.042530
N20000253,0.469070,0.054926,0.098160,0.034818,0.202018,0.013302,0.020704,0.065331,0.041671
N20000254,0.454951,0.031114,0.118364,0.020240,0.230588,0.007542,0.025613,0.067884,0.043702
N20000255,0.537648,0.024929,0.053553,0.014912,0.229198,0.006350,0.011948,0.074446,0.047016
N20000256,0.557554,0.031375,0.049852,0.019607,0.206043,0.007771,0.010804,0.071554,0.045440
N20000257,0.107237,0.294624,0.235122,0.156337,0.066973,0.067647,0.042535,0.017708,0.011818
N20000258,0.041859,0.288885,0.356996,0.146451,0.024277,0.073554,0.056748,0.006712,0.004518
N20000259,0.040937,0.411418,0.189012,0.204097,0.019809,0.093638,0.030999,0.006072,0.004017
N20000260,0.035606,0.288991,0.368055,0.149097,0.022673,0.062780,0.062751,0.006019,0.004028
N20000261,0.036521,0.410817,0.183889,0.204518,0.020817,0.104599,0.029031,0.005882,0.003925
N20000262,0.018971,0.291983,0.401619,0.141142,0.010837,0.069555,0.060808,0.003047,0.002038
N20000263,0.046157,0.318342,0.310845,0.156938,0.026475,0.075641,0.053282,0.007391,0.004929
N20000264,0.089668,0.220534,0.395927,0.101481,0.046307,0.049570,0.074211,0.013438,0.008863
N20000265,0.114189,0.179775,0.404116,0.092475,0.066176,0.040032,0.072818,0.018346,0.012074
N20000266,0.038668,0.354095,0.273002,0.172878,0.020723,0.086313,0.044334,0.005998,0.003988
N20000267,0.315015,0.092235,0.250268,0.054112,0.144753,0.021523,0.048074,0.044859,0.029162
N20000268,0.113974,0.257707,0.286437,0.143760,0.058454,0.060631,0.050590,0.017091,0.011357
N20000269,0.052540,0.395830,0.194060,0.194335,0.028569,0.089022,0.031956,0.008253,0.005437
N20000270,0.487485,0.095265,0.076386,0.052837,0.153840,0.023437,0.015383,0.058496,0.036871
N20000271,0.294033,0.077101,0.268574,0.042094,0.167671,0.017716,0.055841,0.046706,0.030264
N20000272,0.382416,0.082479,0.153133,0.044296,0.190670,0.018268,0.034809,0.057465,0.036465
N20000273,0.532173,0.053684,0.061646,0.031888,0.185189,0.012708,0.013249,0.067255,0.042209
N20000274,0.034067,0.411053,0.179390,0.206533,0.018012,0.114454,0.027726,0.005246,0.003519
N20000275,0.294202,0.092799,0.262933,0.051584,0.149052,0.020110,0.057041,0.043958,0.028321
N20000276,0.458213,0.091520,0.100065,0.050003,0.162094,0.022091,0.020951,0.058251,0.036811
N20000277,0.591764,0.026630,0.035133,0.016987,0.197166,0.006748,0.007514,0.072364,0.045693
N20000278,0.043522,0.420436,0.163779,0.206849,0.020266,0.108637,0.025950,0.006361,0.004200
N20000279,0.176717,0.287056,0.204631,0.105063,0.087629,0.052648,0.043126,0.026288,0.016841
