code,Sinn Féin,DUP,Alliance,UUP,SDLP,TUV,Green,PBP,Aontú
N20000063,0.205870,0.263787,0.236435,0.100325,0.069600,0.040345,0.048958,0.019285,0.015395
N20000064,0.143316,0.314432,0.196439,0.172950,0.053213,0.064405,0.028666,0.014548,0.012031
N20000065,0.197729,0.227868,0.239106,0.140195,0.075501,0.050732,0.033200,0.019060,0.016610
N20000066,0.336297,0.119734,0.275317,0.050908,0.098994,0.019947,0.044400,0.030658,0.023744
N20000067,0.304635,0.218983,0.201925,0.090610,0.073123,0.035448,0.029994,0.025646,0.019635
N20000068,0.241824,0.329221,0.094323,0.146364,0.065181,0.070902,0.013386,0.021914,0.016885
N20000069,0.139006,0.327888,0.182684,0.189169,0.040479,0.076921,0.023135,0.010880,0.009839
N20000070,0.113900,0.310876,0.210657,0.213436,0.041468,0.062747,0.026529,0.010892,0.009495
N20000071,0.217869,0.194499,0.265770,0.098334,0.099736,0.030858,0.048293,0.024728,0.019913
N20000072,0.069612,0.223576,0.416751,0.128839,0.040318,0.046320,0.058575,0.008471,0.007539
N20000073,0.066852,0.495348,0.104191,0.197010,0.017995,0.095988,0.012223,0.005603,0.004790
N20000074,0.066046,0.528088,0.068873,0.192710,0.016348,0.108472,0.009505,0.005500,0.004458
N20000075,0.134744,0.357960,0.169105,0.171264,0.045277,0.072362,0.026225,0.012605,0.010457
N20000076,0.220670,0.180819,0.293826,0.086558,0.089736,0.032222,0.054293,0.023131,0.018746
N20000077,0.131644,0.393856,0.140618,0.177120,0.038019,0.077919,0.019609,0.011629,0.009586
N20000078,0.100644,0.476439,0.093971,0.191143,0.026263,0.082317,0.013766,0.008471,0.006987
N20000079,0.034370,0.565496,0.060802,0.212041,0.006899,0.108810,0.006980,0.002494,0.002107
N20000080,0.071809,0.343786,0.249011,0.183424,0.031515,0.069269,0.036596,0.007854,0.006737
N20000081,0.108882,0.439862,0.109642,0.193854,0.028353,0.087764,0.015309,0.008952,0.007381
N20000082,0.047509,0.556832,0.065134,0.189612,0.009972,0.116642,0.007698,0.003631,0.002969
N20000083,0.136409,0.402571,0.106205,0.202901,0.029989,0.090487,0.012840,0.010069,0.008530
N20000084,0.192066,0.303535,0.144275,0.169704,0.066184,0.069813,0.019533,0.019215,0.015675
N20000085,0.063858,0.327554,0.270134,0.203944,0.024113,0.063525,0.035361,0.006070,0.005440
N20000086,0.010014,0.421665,0.207276,0.225427,0.004009,0.108604,0.021109,0.000975,0.000922
N20000087,0.015081,0.390800,0.226106,0.197448,0.005650,0.141035,0.021164,0.001384,0.001331
N20000088,0.012700,0.380983,0.281570,0.177092,0.006165,0.108859,0.029942,0.001398,0.001290
N20000089,0.013360,0.409793,0.238895,0.184020,0.005369,0.122651,0.023383,0.001314,0.001214
N20000090,0.016837,0.372263,0.259309,0.214357,0.006844,0.098703,0.028488,0.001654,0.001544
N20000091,0.013816,0.405182,0.233616,0.194509,0.004745,0.123224,0.022605,0.001167,0.001137
N20000092,0.017424,0.410533,0.203921,0.225122,0.006836,0.109594,0.023273,0.001730,0.001567
N20000093,0.022575,0.530636,0.059625,0.261801,0.005350,0.109978,0.006665,0.001834,0.001536
N20000094,0.005295,0.144013,0.662750,0.074600,0.002750,0.044052,0.065426,0.000561,0.000553
N20000095,0.047284,0.564839,0.071187,0.191793,0.010888,0.097422,0.009493,0.003950,0.003144
N20000096,0.020177,0.490368,0.092592,0.255050,0.004600,0.125087,0.009363,0.001432,0.001331
N20000097,0.014302,0.384470,0.248731,0.217624,0.004714,0.102366,0.025395,0.001238,0.001159
N20000098,0.016343,0.508091,0.101477,0.235905,0.004590,0.119998,0.010973,0.001392,0.001231
N20000099,0.018091,0.459779,0.114750,0.263186,0.005171,0.125229,0.010997,0.001422,0.001375
N20000100,0.013306,0.429562,0.148854,0.261643,0.004535,0.125694,0.014156,0.001146,0.001105
N20000101,0.007605,0.381968,0.283205,0.189798,0.003054,0.104680,0.028248,0.000742,0.000699
N20000102,0.029899,0.410903,0.224205,0.202344,0.010807,0.089226,0.027294,0.002788,0.002533
N20000103,0.035297,0.514961,0.111484,0.212336,0.009795,0.096560,0.013986,0.002981,0.002600
N20000104,0.033390,0.534537,0.142267,0.175383,0.008912,0.082308,0.017847,0.002940,0.002416
N20000105,0.036154,0.496461,0.156037,0.193692,0.009411,0.084169,0.018639,0.002894,0.002543
N20000106,0.017362,0.422346,0.206560,0.230201,0.006768,0.089460,0.023978,0.001761,0.001564
N20000107,0.031946,0.517245,0.120472,0.190228,0.009444,0.108712,0.016553,0.002978,0.002422
N20000108,0.042738,0.528325,0.118488,0.190809,0.010515,0.087836,0.014895,0.003479,0.002916
N20000109,0.012106,0.421230,0.169831,0.252103,0.004524,0.120441,0.017568,0.001134,0.001064
N20000110,0.012409,0.453102,0.119640,0.283054,0.003575,0.114346,0.011912,0.001014,0.000947
N20000111,0.022626,0.456628,0.121332,0.264804,0.007752,0.109625,0.013222,0.002115,0.001895
N20000112,0.026032,0.554616,0.036715,0.255156,0.004652,0.115690,0.003955,0.001701,0.001484
N20000113,0.018947,0.402031,0.252321,0.181890,0.006684,0.108610,0.026155,0.001764,0.001598
N20000114,0.015328,0.431591,0.184955,0.231062,0.005594,0.108575,0.020130,0.001439,0.001327
N20000115,0.019636,0.473104,0.102547,0.248388,0.006519,0.135162,0.011245,0.001791,0.001606
N20000116,0.025373,0.466599,0.149677,0.229405,0.007820,0.098892,0.018127,0.002152,0.001955
N20000117,0.015154,0.461235,0.126132,0.273536,0.005782,0.102085,0.013242,0.001469,0.001365
N20000118,0.014390,0.452771,0.166922,0.242801,0.005093,0.096779,0.018622,0.001385,0.001237
N20000119,0.022637,0.424030,0.204659,0.227828,0.009064,0.083219,0.024248,0.002257,0.002059
N20000120,0.019878,0.457157,0.120512,0.248221,0.008011,0.128997,0.013411,0.001988,0.001825
N20000121,0.025331,0.438080,0.166355,0.204822,0.009654,0.133557,0.017499,0.002462,0.002240
N20000122,0.014444,0.409816,0.201283,0.229498,0.007764,0.110946,0.022950,0.001724,0.001576
N20000123,0.010518,0.439217,0.164029,0.245291,0.005009,0.115310,0.018343,0.001206,0.001078
N20000124,0.019034,0.387354,0.304175,0.159422,0.008832,0.083167,0.033968,0.002139,0.001909
N20000125,0.019691,0.460153,0.110006,0.252849,0.006440,0.135955,0.011558,0.001743,0.001605
N20000126,0.017841,0.162846,0.592794,0.100999,0.012116,0.029977,0.078995,0.002277,0.002155
N20000127,0.019157,0.569211,0.065543,0.207982,0.004812,0.123527,0.006853,0.001561,0.001355
N20000128,0.017712,0.307916,0.385853,0.160868,0.010196,0.063547,0.049660,0.002246,0.002003
N20000129,0.041274,0.572180,0.074338,0.191245,0.009433,0.095616,0.009774,0.003421,0.002719
N20000130,0.017848,0.401625,0.265847,0.189178,0.006909,0.082910,0.032262,0.001825,0.001595
N20000131,0.047746,0.555032,0.048584,0.217538,0.010495,0.107562,0.006272,0.003707,0.003064
N20000132,0.015537,0.063548,0.718281,0.039488,0.018754,0.009930,0.128943,0.002903,0.002615
N20000133,0.014812,0.391236,0.280859,0.182589,0.005989,0.089246,0.032397,0.001509,0.001361
N20000134,0.029461,0.178077,0.540319,0.106812,0.019440,0.036728,0.081788,0.003902,0.003472
N20000135,0.027506,0.391869,0.224281,0.223089,0.010483,0.091750,0.025993,0.002635,0.002394
N20000136,0.023163,0.423063,0.181756,0.242218,0.010193,0.092297,0.022581,0.002514,0.002215
N20000137,0.019427,0.360084,0.295236,0.199996,0.007345,0.081535,0.032884,0.001807,0.001686
N20000138,0.015418,0.529324,0.100351,0.214941,0.003738,0.123611,0.010359,0.001196,0.001063
N20000139,0.021317,0.395370,0.213090,0.242150,0.007938,0.093190,0.023078,0.002019,0.001847
N20000140,0.031811,0.099473,0.619793,0.043510,0.030297,0.015016,0.150468,0.005219,0.004413
N20000141,0.034892,0.255706,0.448306,0.118394,0.019369,0.049023,0.066377,0.004196,0.003737
N20000142,0.022269,0.637308,0.079972,0.147646,0.004819,0.095028,0.009665,0.001830,0.001463
N20000143,0.023410,0.151558,0.574544,0.106480,0.019550,0.025040,0.092906,0.003382,0.003129
N20000144,0.038114,0.457113,0.136775,0.246641,0.010815,0.085581,0.019056,0.003147,0.002757
N20000145,0.026951,0.609952,0.078302,0.170971,0.006579,0.092931,0.009945,0.002463,0.001905
N20000146,0.039211,0.594204,0.106177,0.149155,0.008304,0.083885,0.013524,0.003052,0.002488
N20000147,0.041404,0.587068,0.053369,0.197709,0.010204,0.096138,0.007573,0.003649,0.002885
N20000148,0.033898,0.490270,0.083489,0.248600,0.010378,0.118246,0.009503,0.002975,0.002641
N20000149,0.028725,0.201262,0.508814,0.122602,0.018663,0.032812,0.079968,0.003791,0.003363
N20000150,0.017392,0.628435,0.100814,0.146473,0.003628,0.090142,0.010621,0.001371,0.001124
N20000151,0.041063,0.484709,0.101213,0.245214,0.011906,0.097041,0.012106,0.003630,0.003119
N20000152,0.050959,0.219726,0.442320,0.116196,0.037631,0.036102,0.082896,0.007719,0.006450
N20000153,0.024208,0.564959,0.063723,0.223041,0.004874,0.108818,0.007146,0.001749,0.001482
N20000154,0.031340,0.601581,0.056308,0.189846,0.006937,0.102353,0.007032,0.002541,0.002062
N20000155,0.028562,0.577244,0.113205,0.177893,0.006139,0.078832,0.014119,0.002184,0.001820
N20000156,0.032489,0.424733,0.219146,0.191938,0.010942,0.087782,0.027254,0.003049,0.002666
N20000157,0.056397,0.438973,0.136411,0.222889,0.016752,0.103082,0.016396,0.004833,0.004267
N20000158,0.020504,0.150416,0.587220,0.090267,0.017066,0.023933,0.104801,0.003048,0.002745
N20000159,0.017228,0.678279,0.052168,0.155999,0.003357,0.083509,0.007004,0.001387,0.001069
N20000160,0.041758,0.229490,0.437935,0.137670,0.028735,0.049567,0.064079,0.005688,0.005078
N20000161,0.067755,0.244589,0.431443,0.102806,0.027395,0.045635,0.068020,0.006529,0.005829
N20000162,0.028760,0.219153,0.487310,0.127087,0.019380,0.041183,0.069919,0.003763,0.003445
N20000163,0.064140,0.439851,0.178796,0.170672,0.019655,0.089123,0.027297,0.005687,0.004778
N20000164,0.056807,0.243977,0.392268,0.152218,0.030744,0.050671,0.060399,0.006902,0.006014
N20000165,0.019475,0.451267,0.195151,0.212730,0.006698,0.086504,0.024842,0.001760,0.001573
N20000166,0.024973,0.103553,0.643268,0.064056,0.027936,0.016414,0.111454,0.004376,0.003969
N20000167,0.016886,0.087044,0.704189,0.052851,0.015081,0.015391,0.103630,0.002562,0.002366
N20000168,0.020429,0.523338,0.094542,0.249193,0.005786,0.091048,0.012369,0.001775,0.001519
N20000169,0.430206,0.120782,0.127781,0.064946,0.136504,0.022088,0.021979,0.043453,0.032260
N20000170,0.021962,0.499641,0.201961,0.164174,0.007654,0.070632,0.029940,0.002202,0.001834
N20000171,0.033366,0.463673,0.214586,0.168611,0.010217,0.076774,0.027179,0.003028,0.002567
N20000172,0.164013,0.141877,0.401950,0.068171,0.084193,0.022323,0.082039,0.019535,0.015899
N20000173,0.191969,0.153688,0.318725,0.113651,0.098744,0.033852,0.048090,0.022046,0.019237
N20000174,0.020614,0.625331,0.052196,0.171936,0.003710,0.118000,0.005568,0.001435,0.001210
N20000175,0.090187,0.455051,0.146462,0.159438,0.030438,0.075350,0.027218,0.008788,0.007069
N20000176,0.034549,0.503874,0.144861,0.199083,0.009670,0.083573,0.018971,0.002888,0.002531
N20000177,0.127622,0.104495,0.486797,0.052744,0.082413,0.016748,0.097313,0.017658,0.014210
N20000178,0.411263,0.143568,0.141558,0.077277,0.112899,0.027293,0.023453,0.034808,0.027882
N20000179,0.037766,0.477329,0.173752,0.188878,0.011536,0.080755,0.023700,0.003422,0.002863
N20000180,0.017945,0.631386,0.048911,0.179382,0.003701,0.110541,0.005607,0.001386,0.001140
N20000181,0.024819,0.598057,0.083575,0.190803,0.005364,0.083653,0.010176,0.001954,0.001599
N20000182,0.024663,0.615510,0.066060,0.180244,0.005107,0.096431,0.008501,0.001932,0.001554
N20000183,0.020865,0.610873,0.094096,0.162901,0.005262,0.091485,0.011278,0.001756,0.001484
N20000184,0.027164,0.594042,0.106088,0.174576,0.007023,0.071286,0.015442,0.002438,0.001941
N20000185,0.033931,0.501640,0.161125,0.175717,0.010020,0.088988,0.023133,0.002950,0.002496
N20000186,0.109373,0.338822,0.229317,0.163693,0.038350,0.064458,0.036381,0.010838,0.008768
N20000187,0.021650,0.636406,0.045619,0.190902,0.003588,0.093621,0.005526,0.001486,0.001201
N20000188,0.039301,0.236979,0.434046,0.147680,0.023843,0.042720,0.065938,0.005047,0.004446
N20000189,0.020710,0.624063,0.050061,0.191051,0.004064,0.101002,0.006154,0.001621,0.001273
N20000190,0.024634,0.587998,0.068866,0.192923,0.006153,0.106688,0.008874,0.002132,0.001731
N20000191,0.026764,0.517871,0.139169,0.186330,0.008993,0.097895,0.018197,0.002622,0.002160
N20000192,0.022916,0.513272,0.145292,0.204415,0.004965,0.090394,0.015572,0.001701,0.001473
N20000193,0.029339,0.597404,0.052133,0.202399,0.006325,0.101134,0.006886,0.002482,0.001897
N20000194,0.020417,0.638342,0.097634,0.140741,0.004770,0.082174,0.012741,0.001796,0.001384
N20000195,0.024125,0.610222,0.051768,0.196103,0.005146,0.102407,0.006638,0.002030,0.001561
N20000196,0.020835,0.580899,0.086560,0.194237,0.004725,0.099596,0.010083,0.001686,0.001380
N20000197,0.015900,0.564232,0.116311,0.209451,0.003871,0.072711,0.015085,0.001344,0.001095
N20000198,0.018163,0.537884,0.169682,0.170796,0.005666,0.074396,0.020233,0.001732,0.001448
N20000199,0.022571,0.605341,0.060235,0.196289,0.004550,0.100411,0.007437,0.001764,0.001403
N20000200,0.012918,0.543785,0.134952,0.206130,0.003722,0.079487,0.016859,0.001165,0.000981
N20000201,0.293867,0.284729,0.095137,0.121347,0.084964,0.053693,0.016204,0.028675,0.021384
N20000202,0.018235,0.606914,0.070839,0.211742,0.004092,0.075856,0.009606,0.001520,0.001197
N20000203,0.149287,0.231999,0.315551,0.104752,0.071102,0.034558,0.061387,0.017347,0.014017
N20000204,0.138359,0.259051,0.298543,0.109590,0.064089,0.040488,0.060808,0.016187,0.012885
N20000205,0.068387,0.342826,0.290175,0.162461,0.027397,0.050936,0.044334,0.007409,0.006076
N20000206,0.085661,0.355474,0.226912,0.184026,0.030673,0.069304,0.032691,0.008268,0.006992
N20000207,0.702327,0.019592,0.017045,0.012176,0.143581,0.004639,0.002704,0.057561,0.040375
N20000208,0.636418,0.024690,0.020691,0.013491,0.184709,0.004977,0.004302,0.066264,0.044460
N20000209,0.695556,0.031125,0.018405,0.019547,0.132697,0.007894,0.003143,0.053346,0.038287
N20000210,0.698155,0.021885,0.013114,0.012266,0.144777,0.004977,0.002326,0.061697,0.040802
N20000211,0.064585,0.189656,0.467497,0.113686,0.039437,0.034615,0.074958,0.008344,0.007222
N20000212,0.044031,0.524003,0.119712,0.184259,0.012072,0.091469,0.017204,0.004021,0.003230
N20000213,0.050529,0.481303,0.156123,0.183071,0.012030,0.089289,0.020360,0.003945,0.003350
N20000214,0.021366,0.516626,0.045007,0.268116,0.004700,0.136590,0.004673,0.001540,0.001382
N20000215,0.052934,0.353949,0.254379,0.197930,0.022902,0.072005,0.035267,0.005685,0.004950
N20000216,0.038436,0.480064,0.098298,0.256038,0.012090,0.096329,0.012184,0.003536,0.003025
N20000217,0.054714,0.378025,0.215533,0.204702,0.024131,0.082083,0.029745,0.005850,0.005217
N20000218,0.051817,0.428675,0.170902,0.207021,0.018361,0.091296,0.022520,0.005080,0.004327
N20000219,0.145296,0.106292,0.473254,0.070902,0.077166,0.021555,0.073861,0.016931,0.014744
N20000220,0.057215,0.353732,0.224021,0.225440,0.021644,0.082489,0.025022,0.005474,0.004963
N20000221,0.034774,0.471029,0.155610,0.213588,0.010627,0.089365,0.019172,0.003141,0.002695
N20000222,0.072127,0.428563,0.163873,0.200126,0.020639,0.081365,0.021881,0.006162,0.005263
N20000223,0.087059,0.423682,0.125095,0.231901,0.020362,0.082613,0.017025,0.006623,0.005641
N20000224,0.152091,0.304413,0.174196,0.202892,0.050066,0.067932,0.021932,0.014358,0.012120
N20000225,0.059438,0.496308,0.155457,0.160934,0.017940,0.074898,0.024816,0.005719,0.004490
N20000226,0.088718,0.301242,0.295093,0.166761,0.036114,0.052371,0.042638,0.009197,0.007866
N20000227,0.103635,0.290679,0.258215,0.182764,0.044154,0.059629,0.040359,0.011123,0.009440
N20000228,0.045797,0.501723,0.138880,0.189607,0.013266,0.084565,0.018605,0.004134,0.003423
N20000229,0.043047,0.525324,0.133279,0.185916,0.011279,0.073916,0.020415,0.003822,0.003002
N20000230,0.121598,0.389619,0.151566,0.191622,0.033943,0.070412,0.022478,0.010195,0.008567
N20000231,0.266577,0.138101,0.236969,0.091569,0.139172,0.026860,0.040939,0.032792,0.027020
N20000232,0.102069,0.094362,0.543395,0.056689,0.067505,0.017027,0.093110,0.014110,0.011733
N20000233,0.347069,0.150092,0.159578,0.093749,0.128288,0.031009,0.025117,0.036232,0.028866
N20000234,0.301765,0.109338,0.234429,0.064917,0.157538,0.020881,0.044139,0.037274,0.029718
N20000235,0.286077,0.186686,0.190793,0.113849,0.105634,0.035402,0.031490,0.027189,0.022881
N20000236,0.202454,0.233721,0.249997,0.115020,0.077406,0.041418,0.042316,0.020863,0.016806
N20000237,0.179321,0.308969,0.172749,0.161628,0.062344,0.053845,0.029401,0.017529,0.014213
N20000238,0.434848,0.054816,0.154381,0.038749,0.191600,0.011124,0.026185,0.049262,0.039036
N20000239,0.247599,0.253483,0.149151,0.152959,0.076901,0.057951,0.020501,0.022768,0.018686
N20000240,0.400925,0.124602,0.159847,0.075099,0.122802,0.024882,0.027238,0.035694,0.028911
N20000241,0.110836,0.414194,0.136667,0.180262,0.033855,0.084060,0.021508,0.010328,0.008290
N20000242,0.101875,0.446611,0.117481,0.195435,0.028688,0.074453,0.019561,0.008756,0.007141
N20000243,0.492932,0.037858,0.110201,0.024520,0.208154,0.007595,0.020911,0.055376,0.042454
N20000244,0.519915,0.036703,0.065251,0.026547,0.223419,0.008027,0.012823,0.061390,0.045926
N20000245,0.698474,0.023220,0.020031,0.016989,0.139871,0.005895,0.003290,0.052887,0.039343
N20000246,0.560765,0.029504,0.057322,0.020229,0.211058,0.006594,0.011822,0.058273,0.044432
N20000247,0.507578,0.046259,0.099309,0.028946,0.193518,0.009271,0.018674,0.055034,0.041412
N20000248,0.096376,0.359659,0.215057,0.179898,0.029353,0.074186,0.029587,0.008683,0.007203
N20000249,0.645774,0.035834,0.043967,0.028362,0.141774,0.008845,0.006521,0.050155,0.038769
N20000250,0.603838,0.025374,0.032708,0.019251,0.199278,0.006078,0.006094,0.061740,0.045639
N20000251,0.659166,0.029527,0.023128,0.021011,0.158164,0.007866,0.003880,0.055966,0.041293
N20000252,0.640399,0.033522,0.030452,0.026141,0.161857,0.008529,0.005132,0.053114,0.040853
N20000253,0.497520,0.037687,0.077559,0.029400,0.228230,0.008796,0.014641,0.060405,0.045762
N20000254,0.449098,0.023698,0.101087,0.019334,0.271627,0.005518,0.019971,0.061775,0.047893
N20000255,0.542482,0.019953,0.042761,0.013526,0.249933,0.005126,0.008922,0.067815,0.049482
N20000256,0.575331,0.028412,0.041982,0.020548,0.211360,0.006695,0.008173,0.061314,0.046184
N20000257,0.083866,0.286014,0.284566,0.168848,0.051138,0.062489,0.043071,0.010584,0.009424
N20000258,0.036252,0.294538,0.358393,0.163566,0.017977,0.079040,0.042628,0.003934,0.003671
N20000259,0.040871,0.417438,0.186964,0.217088,0.016183,0.089877,0.023713,0.004194,0.003673
N20000260,0.030358,0.298382,0.369228,0.167707,0.018154,0.057644,0.051194,0.003857,0.003476
N20000261,0.031644,0.406695,0.187926,0.217978,0.015447,0.111174,0.022354,0.003552,0.003229
N20000262,0.020429,0.293424,0.401501,0.154519,0.009945,0.072177,0.043742,0.002220,0.002042
N20000263,0.041164,0.337957,0.294003,0.176396,0.020482,0.079752,0.041414,0.004654,0.004177
N20000264,0.090388,0.238578,0.387485,0.110618,0.039850,0.051551,0.064104,0.009327,0.008100
N20000265,0.113609,0.174812,0.423281,0.099609,0.063076,0.036698,0.062823,0.014102,0.011991
N20000266,0.039219,0.359525,0.265459,0.186360,0.018356,0.090064,0.033035,0.004197,0.003785
N20000267,0.333637,0.088050,0.241939,0.060582,0.150015,0.019277,0.038525,0.037422,0.030553
N20000268,0.111355,0.253323,0.298000,0.161367,0.054172,0.056492,0.042280,0.012180,0.010830
N20000269,0.051788,0.370515,0.234339,0.199006,0.023375,0.080913,0.029386,0.005732,0.004946
N20000270,0.559031,0.073713,0.059597,0.044393,0.147864,0.017842,0.010208,0.050050,0.037302
N20000271,0.300526,0.074645,0.250740,0.045270,0.189763,0.016254,0.047922,0.041705,0.033175
N20000272,0.405636,0.074511,0.126877,0.043578,0.210594,0.015172,0.029658,0.053972,0.040002
N20000273,0.579182,0.037427,0.044084,0.025217,0.191558,0.008312,0.008561,0.061371,0.044287
N20000274,0.029521,0.406214,0.179995,0.219329,0.012414,0.126485,0.020443,0.002885,0.002713
N20000275,0.326179,0.082110,0.227970,0.052591,0.173167,0.016224,0.048211,0.041289,0.032259
N20000276,0.511439,0.085789,0.076813,0.050562,0.154348,0.020049,0.014787,0.049215,0.036998
N20000277,0.616223,0.023521,0.026687,0.017628,0.197868,0.005760,0.004976,0.061586,0.045751
N20000278,0.044529,0.415945,0.165827,0.214650,0.016232,0.115265,0.019513,0.004252,0.003786
