code,index
N20001398,0.77009
N20001399,0.77009
N20001400,0.77009
N20001401,0.81202
N20001402,0.94243
N20001403,0.77009
N20001404,0.77009
N20001405,0.77009
N20001406,0.77009
N20001407,0.77009
N20001408,0.77009
N20001409,0.77009
N20001410,0.77009
N20001411,0.77009
N20001412,0.77009
N20001413,0.79829
N20001414,0.90995
N20001415,0.77009
N20001416,0.77009
N20001417,0.77009
N20001418,0.92699
N20001419,0.90573
N20001420,0.87686
N20001421,0.78872
N20001422,1.01898
N20001423,0.80481
N20001424,0.80059
N20001425,1.16203
N20001426,0.82329
N20001427,0.93106
N20001428,0.87240
N20001429,0.83067
N20001430,1.02084
N20001431,0.81433
N20001432,0.88503
N20001433,0.83454
N20001434,0.89603
N20001435,0.78541
N20001436,0.96528
N20001437,0.81209
N20001438,0.81857
N20001439,0.96068
N20001440,0.92822
N20001441,0.93871
N20001442,0.98727
N20001443,0.93881
N20001444,0.84378
N20001445,0.92812
N20001446,1.03553
N20001447,1.02396
N20001448,0.97566
N20001449,0.88750
N20001450,1.06840
N20001451,0.87533
N20001452,1.02562
N20001453,1.07680
N20001454,1.01262
N20001455,1.16859
N20001456,1.13579
N20001457,1.01442
N20001458,1.12708
N20001459,1.02662
N20001460,1.09616
N20001461,1.05001
N20001462,1.15055
N20001463,1.18350
N20001464,1.02816
N20001465,1.18047
N20001466,1.12107
N20001467,0.84015
N20001468,1.16112
N20001469,1.16580
N20001470,0.99367
N20001471,1.05390
N20001472,1.24740
N20001473,1.18154
N20001474,0.88270
N20001475,1.09547
N20001476,1.15896
N20001477,1.18851
N20001478,1.22695
N20001479,1.12452
N20001480,1.18912
N20001481,0.99717
N20001482,1.12060
N20001483,0.97268
N20001484,0.98215
N20001485,1.05287
N20001486,0.88625
N20001487,0.94412
N20001488,0.80242
N20001489,0.97834
N20001490,0.89280
N20001491,1.09743
N20001492,1.02783
N20001493,0.88013
N20001494,1.07742
N20001495,0.77009
N20001496,0.85526
N20001497,1.03980
N20001498,0.88788
N20001499,0.78085
N20001500,0.83776
N20001501,1.00461
N20001502,0.77488
N20001503,1.00594
N20001504,0.82470
N20001505,1.04708
N20001506,0.87675
N20001507,0.81193
N20001508,1.07417
N20001509,0.90764
N20001510,1.02865
N20001511,1.06582
N20001512,1.10007
N20001513,1.13707
N20001514,0.96318
N20001515,0.88495
N20001516,0.92889
N20001517,0.99162
N20001518,1.00997
N20001519,0.77009
N20001520,0.97484
N20001521,0.97165
N20001522,0.91780
N20001523,0.77049
N20001524,0.93229
N20001525,1.04105
N20001526,1.01018
N20001527,0.99740
N20001528,0.93022
N20001529,0.94219
N20001530,1.08182
N20001531,0.97004
N20001532,1.15601
N20001533,0.99826
N20001534,1.08675
N20001535,0.79440
N20001536,0.86813
N20001537,0.87418
N20001538,1.19076
N20001539,1.11297
N20001540,1.05572
N20001541,1.10321
N20001542,1.12569
N20001543,1.00109
N20001544,1.11021
N20001545,1.18697
N20001546,1.24267
N20001547,0.77009
N20001548,0.98757
N20001549,0.85369
N20001550,0.77009
N20001551,0.83361
N20001552,0.93079
N20001553,0.77009
N20001554,0.77009
N20001555,0.93359
N20001556,0.98259
N20001557,0.96140
N20001558,0.99962
N20001559,0.77009
N20001560,1.00131
N20001561,0.80464
N20001562,0.89454
N20001563,0.77009
N20001564,0.77009
N20001565,0.81882
N20001566,0.77009
N20001567,0.83981
N20001568,0.94501
N20001569,1.05153
N20001570,0.83929
N20001571,0.77009
N20001572,0.86702
N20001573,0.98045
N20001574,0.81165
N20001575,0.84169
N20001576,0.85630
N20001577,1.01157
N20001578,0.77327
N20001579,0.82108
N20001580,0.92550
N20001581,0.87395
N20001582,0.93167
N20001583,1.00409
N20001584,1.00858
N20001585,1.01695
N20001586,0.91352
N20001587,0.95433
N20001588,0.92522
N20001589,0.91259
N20001590,0.97370
N20001591,0.96986
N20001592,1.03655
N20001593,1.02107
N20001594,0.98710
N20001595,0.77009
N20001596,0.99584
N20001597,0.95670
N20001598,0.84457
N20001599,0.92279
N20001600,0.77009
N20001601,0.81730
N20001602,0.92296
N20001603,1.01031
N20001604,0.90843
N20001605,0.77495
N20001606,0.92739
N20001607,0.94006
N20001608,0.81518
N20001609,1.01967
N20001610,0.97711
N20001611,0.99799
N20001612,0.77009
N20001613,1.00753
N20001614,0.85946
N20001615,1.00524
N20001616,0.97690
N20001617,0.94521
N20001618,0.97939
N20001619,0.98114
N20001620,0.93206
N20001621,0.99733
N20001622,0.78316
N20001623,1.03333
N20001624,1.05869
N20001625,0.92739
N20001626,0.86594
N20001627,0.95463
N20001628,1.05115
N20001629,0.96749
N20001630,1.02195
N20001631,1.02238
N20001632,1.03982
N20001633,1.07730
N20001634,0.95811
N20001635,1.06790
N20001636,0.88460
N20001637,1.00584
N20001638,1.01184
N20001639,0.94527
N20001640,0.94293
N20001641,0.89749
N20001642,0.77009
N20001643,0.95999
N20001644,0.91734
N20001645,0.93110
N20001646,0.91369
N20001647,0.93531
N20001648,0.97137
N20001649,0.89946
N20001650,0.93067
N20001651,1.15667
N20001652,1.04922
N20001653,1.17952
N20001654,0.81670
N20001655,1.14709
N20001656,1.13183
N20001657,1.14489
N20001658,1.00649
N20001659,0.99012
N20001660,1.03786
N20001661,1.01272
N20001662,0.85004
N20001663,0.94655
N20001664,1.04205
N20001665,1.19124
N20001666,1.00222
N20001667,1.15111
N20001668,1.16786
N20001669,0.85759
N20001670,0.98869
N20001671,0.86459
N20001672,0.90891
N20001673,1.18428
N20001674,1.02881
N20001675,1.23755
N20001676,1.10129
N20001677,1.15261
N20001678,1.17999
N20001679,1.15953
N20001680,1.21469
N20001681,1.21479
N20001682,1.09327
N20001683,1.20622
N20001684,1.20742
N20001685,0.96227
N20001686,0.91530
N20001687,0.91692
N20001688,0.90834
N20001689,0.99267
N20001690,0.80250
N20001691,0.86448
N20001692,0.92321
N20001693,0.77009
N20001694,0.88520
N20001695,0.77774
N20001696,0.97315
N20001697,0.95395
N20001698,0.81228
N20001699,0.88583
N20001700,0.79315
N20001701,0.77009
N20001702,0.91316
N20001703,0.85369
N20001704,0.81106
N20001705,0.95588
N20001706,0.85245
N20001707,0.78331
N20001708,0.96353
N20001709,0.95839
N20001710,0.98040
N20001711,0.96785
N20001712,0.92895
N20001713,0.89740
N20001714,1.01530
N20001715,1.10756
N20001716,1.08045
N20001717,0.96530
N20001718,1.09376
N20001719,1.25622
N20001720,1.00300
N20001721,0.96935
N20001722,1.13338
N20001723,0.96893
N20001724,1.18661
N20001725,1.19195
N20001726,1.04368
N20001727,1.14091
N20001728,0.95434
N20001729,1.09553
N20001730,1.11470
N20001731,1.07371
N20001732,1.10363
N20001733,1.19999
N20001734,0.99984
N20001735,1.16754
N20001736,1.02155
N20001737,0.99927
N20001738,1.10084
N20001739,1.01137
N20001740,1.12653
N20001741,0.85600
N20001742,1.00176
N20001743,0.91964
N20001744,0.90558
N20001745,0.86534
N20001746,0.94310
N20001747,0.85746
N20001748,1.02987
N20001749,0.81997
N20001750,0.87206
N20001751,0.89628
N20001752,0.82944
N20001753,0.96898
N20001754,0.77009
N20001755,0.86451
N20001756,0.88072
N20001757,0.85374
N20001758,0.90347
N20001759,0.88211
N20001760,0.91231
N20001761,0.97733
N20001762,0.96706
N20001763,0.91030
N20001764,1.00683
N20001765,0.95532
N20001766,0.89425
N20001767,1.12782
N20001768,1.02039
N20001769,1.15270
N20001770,0.90875
N20001771,1.17078
N20001772,1.19031
N20001773,0.95724
N20001774,0.87923
N20001775,0.93897
N20001776,1.22357
N20001777,1.12222
N20001778,1.11369
N20001779,0.93819
N20001780,1.07732
N20001781,1.15310
N20001782,0.91024
N20001783,1.12482
N20001784,1.07882
N20001785,1.19895
N20001786,0.89165
N20001787,0.91272
N20001788,1.19127
N20001789,0.93853
N20001790,1.14531
N20001791,1.01517
N20001792,1.20332
N20001793,0.99169
N20001794,1.04378
N20001795,1.09099
N20001796,1.04877
N20001797,1.04539
N20001798,0.89614
N20001799,0.98992
N20001800,1.11348
N20001801,1.02030
N20001802,0.85109
N20001803,1.14723
N20001804,1.20710
N20001805,1.18184
N20001806,1.16971
N20001807,1.20250
N20001808,0.91621
N20001809,0.92934
N20001810,1.20238
N20001811,0.88805
N20001812,1.18257
N20001813,0.87424
N20001814,1.22399
N20001815,0.87289
N20001816,1.19043
N20001817,0.93822
N20001818,0.82243
N20001819,0.97215
N20001820,1.18896
N20001821,0.96149
N20001822,0.96836
N20001823,0.89013
N20001824,1.18371
N20001825,0.87038
N20001826,0.93518
N20001827,0.90393
N20001828,0.84534
N20001829,1.04069
N20001830,0.91813
N20001831,0.94646
N20001832,0.85057
N20001833,0.98604
N20001834,1.22532
N20001835,0.90279
N20001836,0.94219
N20001837,0.91762
N20001838,0.90037
N20001839,1.16532
N20001840,1.18492
N20001841,0.88593
N20001842,0.92940
N20001843,0.96901
N20001844,1.20833
N20001845,1.01938
N20001846,1.12728
N20001847,1.06627
N20001848,1.04314
N20001849,1.20694
N20001850,1.10149
N20001851,1.14527
N20001852,0.98709
N20001853,0.77009
N20001854,1.03284
N20001855,0.97803
N20001856,0.77009
N20001857,0.77009
N20001858,1.13238
N20001859,1.02242
N20001860,1.06368
N20001861,1.08729
N20001862,0.99777
N20001863,0.91696
N20001864,0.77009
N20001865,1.01158
N20001866,0.82511
N20001867,1.00541
N20001868,0.77009
N20001869,0.77009
N20001870,0.85906
N20001871,1.00910
N20001872,1.12403
N20001873,0.96583
N20001874,1.03300
N20001875,0.91203
N20001876,0.85206
N20001877,0.94576
N20001878,1.05302
N20001879,0.98577
N20001880,0.82040
N20001881,1.09300
N20001882,1.03283
N20001883,0.94142
N20001884,1.08349
N20001885,0.85616
N20001886,0.88941
N20001887,0.92513
N20001888,1.04033
N20001889,1.14217
N20001890,0.96977
N20001891,1.05621
N20001892,0.89959
N20001893,0.89677
N20001894,1.04796
N20001895,1.14924
N20001896,1.12971
N20001897,1.01472
N20001898,1.03192
N20001899,0.93035
N20001900,1.16776
N20001901,1.16946
N20001902,1.01833
N20001903,0.82008
N20001904,1.19948
N20001905,0.77009
N20001906,0.88924
N20001907,1.06902
N20001908,1.10838
N20001909,0.88804
N20001910,1.01408
N20001911,1.06629
N20001912,1.04910
N20001913,1.12380
N20001914,0.91819
N20001915,1.03559
N20001916,1.07550
N20001917,1.08198
N20001918,1.09480
N20001919,1.09330
N20001920,1.11564
N20001921,1.04938
N20001922,1.04153
N20001923,1.15594
N20001924,1.02904
N20001925,1.13872
N20001926,1.15929
N20001927,1.13369
N20001928,1.08501
N20001929,1.08960
N20001930,0.83306
N20001931,0.80847
N20001932,0.95362
N20001933,0.80415
N20001934,0.98522
N20001935,1.07594
N20001936,1.01938
N20001937,1.08932
N20001938,1.15932
N20001939,0.88568
N20001940,0.94843
N20001941,0.97662
N20001942,1.17171
N20001943,0.95549
N20001944,1.05835
N20001945,1.02929
N20001946,1.02745
N20001947,0.95523
N20001948,1.00368
N20001949,1.13110
N20001950,0.97966
N20001951,1.05893
N20001952,0.78808
N20001953,1.24191
N20001954,1.09646
N20001955,0.96342
N20001956,1.20056
N20001957,0.85178
N20001958,0.84753
N20001959,1.05011
N20001960,1.09319
N20001961,1.04068
N20001962,1.15455
N20001963,1.04293
N20001964,1.09663
N20001965,0.99831
N20001966,1.13162
N20001967,1.10021
N20001968,1.18005
N20001969,0.85246
N20001970,1.23295
N20001971,1.10323
N20001972,0.91791
N20001973,0.83259
N20001974,1.10879
N20001975,0.89817
N20001976,0.96833
N20001977,0.90443
N20001978,0.93982
N20001979,0.97828
N20001980,1.00474
N20001981,1.22148
N20001982,0.86124
N20001983,0.92124
N20001984,0.92606
N20001985,0.94648
N20001986,1.17768
N20001987,1.12562
N20001988,1.11244
N20001989,1.17103
N20001990,1.09613
N20001991,1.09498
N20001992,1.03847
N20001993,1.02591
N20001994,1.07742
N20001995,1.04463
N20001996,1.09554
N20001997,1.18975
N20001998,1.08606
N20001999,1.08516
N20002000,0.91562
N20002001,0.93627
N20002002,0.90790
N20002003,0.88014
N20002004,0.98190
N20002005,1.15254
N20002006,1.10292
N20002007,0.91466
N20002008,1.04278
N20002009,0.90639
N20002010,0.81813
N20002011,0.92477
N20002012,0.90746
N20002013,0.97008
N20002014,1.03929
N20002015,0.98682
N20002016,0.91251
N20002017,1.01687
N20002018,1.13657
N20002019,1.05572
N20002020,0.80311
N20002021,0.84387
N20002022,0.98912
N20002023,1.15153
N20002024,0.97522
N20002025,0.97596
N20002026,1.15845
N20002027,0.89365
N20002028,0.96819
N20002029,1.08357
N20002030,1.00367
N20002031,1.06797
N20002032,1.04094
N20002033,0.99987
N20002034,0.90264
N20002035,0.96527
N20002036,0.94636
N20002037,1.12287
N20002038,1.21074
N20002039,1.09873
N20002040,1.11463
N20002041,1.11451
N20002042,0.88234
N20002043,0.96676
N20002044,1.13870
N20002045,0.89617
N20002046,1.09615
N20002047,1.04641
N20002048,1.16797
N20002049,1.01404
N20002050,1.07085
N20002051,1.12022
N20002052,1.04201
N20002053,1.03754
N20002054,0.97516
N20002055,1.16316
N20002056,1.16576
N20002057,1.06067
N20002058,1.16180
N20002059,1.10311
N20002060,1.05594
N20002061,1.05011
N20002062,1.13269
N20002063,1.11813
N20002064,1.15975
N20002065,1.05684
N20002066,1.19130
N20002067,1.18377
N20002068,0.97050
N20002069,1.10107
N20002070,1.07622
N20002071,1.11564
N20002072,1.12991
N20002073,1.04811
N20002074,1.19717
N20002075,1.14580
N20002076,1.15872
N20002077,1.10470
N20002078,1.19482
N20002079,1.22698
N20002080,1.14996
N20002081,1.02428
N20002082,0.99726
N20002083,0.98757
N20002084,0.97335
N20002085,1.02970
N20002086,0.84473
N20002087,1.04125
N20002088,1.09574
N20002089,0.84810
N20002090,1.07858
N20002091,0.97278
N20002092,0.95666
N20002093,0.99342
N20002094,1.11338
N20002095,0.96081
N20002096,0.90617
N20002097,1.01381
N20002098,0.93991
N20002099,1.09892
N20002100,1.09497
N20002101,0.94748
N20002102,1.03809
N20002103,0.96923
N20002104,1.09850
N20002105,0.96925
N20002106,0.93866
N20002107,0.86462
N20002108,0.95367
N20002109,1.07258
N20002110,0.89191
N20002111,1.03145
N20002112,1.08560
N20002113,1.05212
N20002114,1.09823
N20002115,1.15729
N20002116,0.89942
N20002117,0.87657
N20002118,1.00169
N20002119,0.91155
N20002120,0.99664
N20002121,1.10293
N20002122,1.05039
N20002123,0.97267
N20002124,1.00981
N20002125,1.07379
N20002126,0.87093
N20002127,0.97547
N20002128,1.07142
N20002129,1.10632
N20002130,1.04643
N20002131,0.99083
N20002132,1.09169
N20002133,1.01009
N20002134,0.97303
N20002135,1.08167
N20002136,0.88449
N20002137,1.06602
N20002138,0.84522
N20002139,1.06447
N20002140,0.94761
N20002141,0.94474
N20002142,1.08455
N20002143,0.97988
N20002144,1.16559
N20002145,1.04306
N20002146,0.99019
N20002147,1.02595
N20002148,1.07747
N20002149,0.85729
N20002150,0.93958
N20002151,1.13433
N20002152,1.02450
N20002153,1.04450
N20002154,1.02758
N20002155,1.07928
N20002156,1.12909
N20002157,1.17074
N20002158,1.04970
N20002159,1.13957
N20002160,1.17063
N20002161,1.14023
N20002162,1.16807
N20002163,1.11350
N20002164,1.08165
N20002165,1.08968
N20002166,1.06093
N20002167,0.94961
N20002168,1.12149
N20002169,1.00248
N20002170,0.89375
N20002171,1.02035
N20002172,0.93113
N20002173,1.18988
N20002174,1.14177
N20002175,1.10523
N20002176,1.12338
N20002177,1.14509
N20002178,1.17224
N20002179,1.21507
N20002180,1.15049
N20002181,1.03033
N20002182,1.16032
N20002183,0.85332
N20002184,0.87726
N20002185,1.02947
N20002186,1.07012
N20002187,1.17453
N20002188,0.92148
N20002189,1.07193
N20002190,1.08650
N20002191,0.87802
N20002192,0.93393
N20002193,1.13640
N20002194,0.98723
N20002195,0.88066
N20002196,1.04829
N20002197,0.84754
N20002198,0.99887
N20002199,0.89583
N20002200,0.79136
N20002201,0.98228
N20002202,0.97307
N20002203,1.03035
N20002204,0.88618
N20002205,0.92295
N20002206,0.84276
N20002207,0.92307
N20002208,0.93657
N20002209,0.93567
N20002210,1.19149
N20002211,1.07814
N20002212,0.91649
N20002213,1.16634
N20002214,1.12794
N20002215,1.07208
N20002216,1.03659
N20002217,0.99588
N20002218,1.12666
N20002219,1.14608
N20002220,1.11673
N20002221,1.20202
N20002222,0.97068
N20002223,1.08473
N20002224,1.21010
N20002225,1.16639
N20002226,1.15391
N20002227,1.07408
N20002228,1.20134
N20002229,1.17985
N20002230,1.12685
N20002231,1.24023
N20002232,1.10866
N20002233,1.06809
N20002234,1.13194
N20002235,1.17476
N20002236,1.08954
N20002237,1.16158
N20002238,1.11206
N20002239,1.17790
N20002240,1.25833
N20002241,1.06556
N20002242,1.05983
N20002243,1.17865
N20002244,1.04393
N20002245,1.06580
N20002246,0.97889
N20002247,0.97179
N20002248,1.21868
N20002249,1.06864
N20002250,1.16173
N20002251,1.15050
N20002252,0.84711
N20002253,0.99603
N20002254,1.02846
N20002255,0.82316
N20002256,0.97615
N20002257,1.02929
N20002258,0.95661
N20002259,0.92543
N20002260,0.96491
N20002261,0.99985
N20002262,0.97812
N20002263,0.99327
N20002264,1.01249
N20002265,0.89455
N20002266,1.01266
N20002267,0.87003
N20002268,1.02198
N20002269,0.93937
N20002270,0.97464
N20002271,1.01129
N20002272,1.00162
N20002273,0.98966
N20002274,0.97761
N20002275,0.99935
N20002276,1.00066
N20002277,0.97461
N20002278,0.95109
N20002279,0.99613
N20002280,0.93947
N20002281,0.97484
N20002282,0.92408
N20002283,0.98211
N20002284,0.99685
N20002285,1.01074
N20002286,0.95667
N20002287,1.01874
N20002288,1.21160
N20002289,1.07315
N20002290,1.18302
N20002291,1.06552
N20002292,1.21657
N20002293,1.13882
N20002294,1.07161
N20002295,1.11829
N20002296,1.08006
N20002297,1.05573
N20002298,1.00950
N20002299,1.07246
N20002300,1.00829
N20002301,1.02797
N20002302,0.99969
N20002303,1.03057
N20002304,1.01950
N20002305,1.09564
N20002306,1.13260
N20002307,1.06564
N20002308,1.10317
N20002309,1.10745
N20002310,1.06944
N20002311,0.98827
N20002312,1.07989
N20002313,1.01895
N20002314,1.01048
N20002315,0.93646
N20002316,0.89903
N20002317,1.00906
N20002318,1.04600
N20002319,1.00067
N20002320,1.01943
N20002321,0.97908
N20002322,0.96687
N20002323,0.97823
N20002324,0.96815
N20002325,0.96873
N20002326,1.00524
N20002327,1.00673
N20002328,0.99928
N20002329,0.83610
N20002330,0.98800
N20002331,0.77715
N20002332,0.82584
N20002333,0.99572
N20002334,0.77009
N20002335,0.77271
N20002336,1.00955
N20002337,0.98148
N20002338,0.96831
N20002339,1.00170
N20002340,0.80176
N20002341,0.93910
N20002342,1.07812
N20002343,0.95828
N20002344,1.03825
N20002345,0.82900
N20002346,0.90624
N20002347,0.83765
N20002348,0.95887
N20002349,1.07538
N20002350,1.00899
N20002351,1.01816
N20002352,0.96804
N20002353,0.97758
N20002354,0.92502
N20002355,0.89727
N20002356,0.95646
N20002357,1.01102
N20002358,1.08241
N20002359,0.93006
N20002360,0.99902
N20002361,0.92007
N20002362,0.94021
N20002363,0.89663
N20002364,0.86976
N20002365,0.79678
N20002366,0.91441
N20002367,0.93077
N20002368,0.77933
N20002369,0.96255
N20002370,0.77009
N20002371,0.77009
N20002372,1.03534
N20002373,0.83203
N20002374,0.77009
N20002375,0.77009
N20002376,0.77009
N20002377,1.12237
N20002378,1.07968
N20002379,0.84264
N20002380,0.85818
N20002381,0.96394
N20002382,0.86809
N20002383,0.88008
N20002384,0.86045
N20002385,1.14140
N20002386,0.90368
N20002387,0.95863
N20002388,0.77009
N20002389,1.13426
N20002390,1.09590
N20002391,1.14628
N20002392,1.14396
N20002393,1.06870
N20002394,0.85712
N20002395,1.16930
N20002396,1.02587
N20002397,0.99814
N20002398,0.92338
N20002399,1.06117
N20002400,1.09420
N20002401,0.99489
N20002402,1.05901
N20002403,0.98971
N20002404,0.99592
N20002405,1.01925
N20002406,1.05053
N20002407,0.93645
N20002408,1.06658
N20002409,0.79302
N20002410,0.99933
N20002411,0.94251
N20002412,0.95543
N20002413,0.93366
N20002414,0.89820
N20002415,0.86781
N20002416,0.94641
N20002417,0.97437
N20002418,0.91300
N20002419,1.03011
N20002420,0.86505
N20002421,0.81823
N20002422,0.84412
N20002423,0.83617
N20002424,0.99605
N20002425,0.98781
N20002426,1.00746
N20002427,1.02778
N20002428,0.90342
N20002429,0.77009
N20002430,1.00605
N20002431,0.77009
N20002432,0.77009
N20002433,0.99852
N20002434,0.92130
N20002435,1.00007
N20002436,0.99026
N20002437,1.00178
N20002438,0.93451
N20002439,1.01469
N20002440,0.92889
N20002441,1.00347
N20002442,0.99490
N20002443,0.95877
N20002444,0.99413
N20002445,1.00218
N20002446,0.98984
N20002447,0.96983
N20002448,0.97055
N20002449,1.00246
N20002450,1.01289
N20002451,0.98677
N20002452,0.98624
N20002453,1.02055
N20002454,0.95721
N20002455,0.94933
N20002456,1.08173
N20002457,1.05256
N20002458,1.08557
N20002459,1.08025
N20002460,1.01161
N20002461,1.02082
N20002462,0.97098
N20002463,1.09718
N20002464,1.06854
N20002465,1.06821
N20002466,1.08787
N20002467,1.05937
N20002468,1.05772
N20002469,1.11595
N20002470,1.04981
N20002471,1.03873
N20002472,1.06762
N20002473,1.11734
N20002474,1.06522
N20002475,1.05792
N20002476,1.08688
N20002477,1.07229
N20002478,1.08934
N20002479,1.12622
N20002480,1.08342
N20002481,0.94700
N20002482,1.08620
N20002483,1.07629
N20002484,1.02402
N20002485,1.14615
N20002486,1.09889
N20002487,1.12529
N20002488,1.11950
N20002489,1.08258
N20002490,1.07697
N20002491,1.06866
N20002492,0.96099
N20002493,0.77739
N20002494,1.11757
N20002495,1.12663
N20002496,1.11251
N20002497,1.08877
N20002498,1.01036
N20002499,1.04627
N20002500,0.99788
N20002501,0.96562
N20002502,0.97432
N20002503,1.01432
N20002504,0.96437
N20002505,0.98397
N20002506,0.94681
N20002507,0.94598
N20002508,0.96002
N20002509,0.98290
N20002510,0.84859
N20002511,0.82076
N20002512,0.86021
N20002513,0.86218
N20002514,0.82864
N20002515,0.98366
N20002516,1.01611
N20002517,0.87166
N20002518,1.00752
N20002519,1.04382
N20002520,0.94241
N20002521,0.84755
N20002522,0.85450
N20002523,0.77009
N20002524,0.94370
N20002525,0.90565
N20002526,1.01021
N20002527,0.78421
N20002528,1.01737
N20002529,0.83819
N20002530,0.84246
N20002531,1.01648
N20002532,0.94230
N20002533,0.78257
N20002534,0.91430
N20002535,1.00656
N20002536,1.00876
N20002537,1.00583
N20002538,0.98794
N20002539,0.98610
N20002540,0.98123
N20002541,0.97959
N20002542,0.96751
N20002543,0.96091
N20002544,0.94753
N20002545,0.94418
N20002546,1.00175
N20002547,1.00944
N20002548,1.01805
N20002549,1.00167
N20002550,1.01001
N20002551,0.96861
N20002552,1.03835
N20002553,1.07611
N20002554,0.77009
N20002555,0.90793
N20002556,0.77635
N20002557,0.95198
N20002558,0.77262
N20002559,0.89796
N20002560,0.91500
N20002561,1.04103
N20002562,0.98203
N20002563,1.03780
N20002564,0.96863
N20002565,0.96811
N20002566,0.93698
N20002567,0.88415
N20002568,0.87101
N20002569,0.99230
N20002570,1.01680
N20002571,0.93132
N20002572,0.92667
N20002573,0.95506
N20002574,0.95629
N20002575,0.77009
N20002576,0.82772
N20002577,1.12496
N20002578,0.94671
N20002579,0.93381
N20002580,0.99133
N20002581,1.08210
N20002582,0.95994
N20002583,1.11128
N20002584,1.00349
N20002585,1.24250
N20002586,1.03875
N20002587,0.89821
N20002588,0.83011
N20002589,0.87355
N20002590,1.13690
N20002591,1.00134
N20002592,1.05499
N20002593,1.09942
N20002594,0.81058
N20002595,0.94542
N20002596,0.91558
N20002597,0.95393
N20002598,1.15650
N20002599,0.99327
N20002600,0.97391
N20002601,0.86133
N20002602,1.05515
N20002603,0.96784
N20002604,0.98048
N20002605,1.01472
N20002606,0.91161
N20002607,0.93802
N20002608,0.83697
N20002609,0.98806
N20002610,0.95178
N20002611,0.88972
N20002612,0.97242
N20002613,0.93134
N20002614,0.85634
N20002615,0.79354
N20002616,0.78978
N20002617,0.80418
N20002618,0.95321
N20002619,0.77009
N20002620,0.80309
N20002621,0.95814
N20002622,0.77009
N20002623,0.98127
N20002624,1.00640
N20002625,0.77009
N20002626,0.77531
N20002627,0.77009
N20002628,0.88264
N20002629,0.77009
N20002630,0.99116
N20002631,0.83071
N20002632,0.90796
N20002633,0.97117
N20002634,0.99409
N20002635,0.95205
N20002636,0.86718
N20002637,0.95997
N20002638,0.93087
N20002639,1.08477
N20002640,1.10922
N20002641,1.16570
N20002642,1.15948
N20002643,1.13031
N20002644,0.96382
N20002645,0.97814
N20002646,1.07707
N20002647,0.98077
N20002648,0.97005
N20002649,1.05649
N20002650,0.95320
N20002651,0.98069
N20002652,0.91445
N20002653,0.95992
N20002654,0.96689
N20002655,1.04073
N20002656,0.90702
N20002657,0.85684
N20002658,1.01958
N20002659,0.85428
N20002660,0.95477
N20002661,0.88893
N20002662,0.98305
N20002663,1.06613
N20002664,1.01459
N20002665,0.77009
N20002666,0.77009
N20002667,0.93576
N20002668,0.98961
N20002669,0.77009
N20002670,0.91191
N20002671,0.77009
N20002672,0.99569
N20002673,0.77009
N20002674,1.03675
N20002675,0.95768
N20002676,0.98493
N20002677,1.00322
N20002678,0.97078
N20002679,1.00236
N20002680,0.83290
N20002681,0.95291
N20002682,0.95323
N20002683,0.95628
N20002684,1.02014
N20002685,1.06555
N20002686,0.96368
N20002687,1.09288
N20002688,1.06902
N20002689,0.91266
N20002690,1.15081
N20002691,1.09071
N20002692,1.02602
N20002693,1.01049
N20002694,1.02238
N20002695,1.00078
N20002696,1.03000
N20002697,1.03896
N20002698,0.88073
N20002699,0.96508
N20002700,1.03425
N20002701,0.95290
N20002702,0.84417
N20002703,0.87799
N20002704,0.83602
N20002705,1.01669
N20002706,1.04645
N20002707,0.99249
N20002708,0.79300
N20002709,0.78480
N20002710,0.79660
N20002711,0.85281
N20002712,0.82722
N20002713,0.99880
N20002714,0.80078
N20002715,1.04522
N20002716,0.96332
N20002717,0.87268
N20002718,0.95853
N20002719,0.77009
N20002720,0.89790
N20002721,0.88540
N20002722,0.95271
N20002723,0.77009
N20002724,0.79208
N20002725,0.87163
N20002726,1.03922
N20002727,0.91148
N20002728,0.98427
N20002729,0.77009
N20002730,1.04991
N20002731,0.97148
N20002732,0.89997
N20002733,1.05934
N20002734,0.81863
N20002735,0.93080
N20002736,0.97531
N20002737,1.03991
N20002738,1.03464
N20002739,0.93793
N20002740,0.92298
N20002741,0.87435
N20002742,0.99903
N20002743,0.99537
N20002744,1.00691
N20002745,0.97087
N20002746,1.04626
N20002747,0.99657
N20002748,0.89222
N20002749,0.94093
N20002750,0.98248
N20002751,0.99143
N20002752,0.90535
N20002753,0.91164
N20002754,0.99475
N20002755,1.02757
N20002756,0.81818
N20002757,1.00124
N20002758,1.00201
N20002759,0.84800
N20002760,0.89816
N20002761,0.97224
N20002762,0.95654
N20002763,0.99169
N20002764,0.97325
N20002765,1.03133
N20002766,0.94201
N20002767,0.95932
N20002768,1.00643
N20002769,1.00079
N20002770,1.00219
N20002771,0.98688
N20002772,0.77009
N20002773,0.98857
N20002774,0.97516
N20002775,1.00738
N20002776,1.01871
N20002777,0.93107
N20002778,0.93133
N20002779,0.83267
N20002780,0.82172
N20002781,0.77009
N20002782,0.89164
N20002783,0.97786
N20002784,0.94356
N20002785,0.93603
N20002786,0.95157
N20002787,0.87454
N20002788,0.96063
N20002789,0.97017
N20002790,0.90984
N20002791,0.89583
N20002792,0.79367
N20002793,0.84332
N20002794,0.85864
N20002795,0.78420
N20002796,0.78783
