code,index
N20002797,0.85163
N20002798,0.80113
N20002799,0.94623
N20002800,0.88706
N20002801,0.91422
N20002802,0.99844
N20002803,0.95881
N20002804,0.97805
N20002805,0.98269
N20002806,0.96051
N20002807,0.96700
N20002808,0.96049
N20002809,1.00706
N20002810,0.97651
N20002811,0.84159
N20002812,0.89935
N20002813,0.77009
N20002814,0.98774
N20002815,0.79300
N20002816,0.83397
N20002817,0.79987
N20002818,0.77009
N20002819,0.78292
N20002820,0.90227
N20002821,0.78179
N20002822,0.97522
N20002823,0.94648
N20002824,1.03039
N20002825,0.98083
N20002826,0.96692
N20002827,1.00419
N20002828,0.96845
N20002829,0.85019
N20002830,0.95863
N20002831,0.77330
N20002832,0.98873
N20002833,0.80318
N20002834,0.83684
N20002835,0.89563
N20002836,0.98247
N20002837,1.11602
N20002838,1.11375
N20002839,1.20163
N20002840,1.09785
N20002841,1.25776
N20002842,1.22793
N20002843,1.01999
N20002844,1.11115
N20002845,1.18360
N20002846,0.90658
N20002847,1.21591
N20002848,1.21180
N20002849,1.06487
N20002850,1.07441
N20002851,1.18881
N20002852,1.18952
N20002853,1.04432
N20002854,0.98200
N20002855,0.88828
N20002856,1.22286
N20002857,0.90812
N20002858,0.91234
N20002859,1.27739
N20002860,1.18639
N20002861,1.14828
N20002862,1.16510
N20002863,1.22974
N20002864,1.27585
N20002865,1.22417
N20002866,1.24306
N20002867,0.98281
N20002868,1.17236
N20002869,1.07525
N20002870,1.14136
N20002871,1.12769
N20002872,0.99515
N20002873,1.24927
N20002874,1.22571
N20002875,1.06571
N20002876,1.08621
N20002877,1.12677
N20002878,1.09602
N20002879,1.07157
N20002880,0.98999
N20002881,0.95119
N20002882,1.20183
N20002883,1.01347
N20002884,1.04414
N20002885,1.18278
N20002886,1.06376
N20002887,1.19826
N20002888,1.25368
N20002889,1.04027
N20002890,1.23682
N20002891,1.11960
N20002892,1.15620
N20002893,1.17258
N20002894,1.16999
N20002895,1.05696
N20002896,1.09847
N20002897,0.95404
N20002898,1.07107
N20002899,0.84809
N20002900,1.18211
N20002901,0.92924
N20002902,0.88108
N20002903,1.08490
N20002904,0.92720
N20002905,1.00423
N20002906,0.93673
N20002907,0.84954
N20002908,1.09043
N20002909,0.99673
N20002910,1.10291
N20002911,1.13199
N20002912,1.03901
N20002913,0.96975
N20002914,1.08534
N20002915,1.11081
N20002916,1.11794
N20002917,1.08380
N20002918,1.13372
N20002919,1.10085
N20002920,1.08394
N20002921,1.03926
N20002922,0.96814
N20002923,0.97761
N20002924,0.97210
N20002925,1.11933
N20002926,0.99837
N20002927,1.16009
N20002928,1.09728
N20002929,1.24046
N20002930,1.19121
N20002931,0.99600
N20002932,0.97008
N20002933,1.13544
N20002934,0.94393
N20002935,0.91577
N20002936,1.13832
N20002937,0.99180
N20002938,0.77009
N20002939,0.93930
N20002940,0.80458
N20002941,1.08655
N20002942,1.05836
N20002943,0.97705
N20002944,1.00510
N20002945,0.81141
N20002946,0.90193
N20002947,0.89148
N20002948,1.18612
N20002949,1.01034
N20002950,0.91910
N20002951,1.07936
N20002952,0.96237
N20002953,1.06188
N20002954,1.08031
N20002955,1.06936
N20002956,0.99281
N20002957,0.99794
N20002958,0.91267
N20002959,1.13052
N20002960,0.82887
N20002961,1.08201
N20002962,0.94272
N20002963,1.04990
N20002964,0.96405
N20002965,1.05571
N20002966,1.15783
N20002967,1.03650
N20002968,0.91773
N20002969,0.91992
N20002970,1.13534
N20002971,1.11234
N20002972,1.03573
N20002973,1.12846
N20002974,1.10714
N20002975,1.20975
N20002976,1.15950
N20002977,1.24991
N20002978,1.15483
N20002979,1.01450
N20002980,1.22598
N20002981,1.00202
N20002982,1.19262
N20002983,0.97547
N20002984,1.14797
N20002985,1.02242
N20002986,1.09027
N20002987,1.06312
N20002988,1.17402
N20002989,1.22434
N20002990,1.18693
N20002991,1.15344
N20002992,1.10355
N20002993,1.21409
N20002994,0.97669
N20002995,1.05598
N20002996,1.07707
N20002997,1.14185
N20002998,1.18358
N20002999,1.05298
N20003000,1.21573
N20003001,0.93216
N20003002,0.91543
N20003003,0.94883
N20003004,1.08313
N20003005,0.98693
N20003006,1.12816
N20003007,1.09284
N20003008,0.99141
N20003009,1.09850
N20003010,0.97589
N20003011,1.09342
N20003012,1.18437
N20003013,1.11194
N20003014,1.05633
N20003015,1.25098
N20003016,1.28068
N20003017,1.26064
N20003018,0.96457
N20003019,1.08990
N20003020,1.06522
N20003021,1.17221
N20003022,1.09918
N20003023,1.04185
N20003024,1.11056
N20003025,1.18065
N20003026,0.88988
N20003027,1.00803
N20003028,0.96447
N20003029,0.87617
N20003030,1.01490
N20003031,1.03415
N20003032,0.99708
N20003033,0.88042
N20003034,0.96644
N20003035,0.98066
N20003036,1.14454
N20003037,0.85254
N20003038,0.79190
N20003039,0.98269
N20003040,0.94149
N20003041,0.82077
N20003042,0.86657
N20003043,0.90580
N20003044,0.93892
N20003045,0.95203
N20003046,0.99440
N20003047,0.92671
N20003048,0.99968
N20003049,0.97851
N20003050,1.06913
N20003051,0.95869
N20003052,0.89609
N20003053,0.86236
N20003054,0.97321
N20003055,1.07889
N20003056,1.05824
N20003057,1.07649
N20003058,1.08061
N20003059,1.02502
N20003060,1.01412
N20003061,1.15551
N20003062,1.13157
N20003063,1.15016
N20003064,1.16228
N20003065,1.11645
N20003066,1.04026
N20003067,1.14243
N20003068,1.16560
N20003069,1.09299
N20003070,1.09734
N20003071,1.11081
N20003072,0.91898
N20003073,1.18318
N20003074,1.11207
N20003075,1.16036
N20003076,1.10838
N20003077,1.10179
N20003078,1.15656
N20003079,1.17497
N20003080,1.09821
N20003081,1.09766
N20003082,1.10569
N20003083,1.11983
N20003084,1.03232
N20003085,1.10788
N20003086,1.16257
N20003087,1.05437
N20003088,0.96582
N20003089,1.11308
N20003090,1.06275
N20003091,0.99739
N20003092,1.05765
N20003093,1.06310
N20003094,1.01170
N20003095,1.02829
N20003096,1.20719
N20003097,0.90206
N20003098,0.85237
N20003099,0.95879
N20003100,0.95464
N20003101,1.14060
N20003102,1.03138
N20003103,1.13775
N20003104,0.94782
N20003105,1.06195
N20003106,1.07073
N20003107,1.13795
N20003108,1.08046
N20003109,0.81149
N20003110,1.13608
N20003111,1.00570
N20003112,1.04308
N20003113,1.00609
N20003114,1.09815
N20003115,1.16039
N20003116,1.11278
N20003117,0.95181
N20003118,0.88268
N20003119,0.88970
N20003120,0.92986
N20003121,1.21134
N20003122,1.08966
N20003123,1.11584
N20003124,1.08327
N20003125,1.03759
N20003126,1.08322
N20003127,1.18924
N20003128,1.18983
N20003129,1.19959
N20003130,1.20917
N20003131,1.18391
N20003132,0.91713
N20003133,1.17966
N20003134,1.06046
N20003135,1.19859
N20003136,1.13098
N20003137,1.11903
N20003138,1.15384
N20003139,1.11881
N20003140,1.16567
N20003141,1.12751
N20003142,1.10076
N20003143,1.05632
N20003144,1.13084
N20003145,1.05215
N20003146,0.95160
N20003147,1.08203
N20003148,1.19301
N20003149,1.13419
N20003150,0.95107
N20003151,1.21232
N20003152,1.16635
N20003153,1.16971
N20003154,0.96470
N20003155,1.14770
N20003156,1.18041
N20003157,1.08151
N20003158,1.10070
N20003159,0.99216
N20003160,1.08783
N20003161,1.05103
N20003162,0.96684
N20003163,1.15520
N20003164,1.01520
N20003165,1.13679
N20003166,0.89607
N20003167,0.99031
N20003168,1.15432
N20003169,1.18523
N20003170,0.81884
N20003171,0.87231
N20003172,0.97049
N20003173,0.90797
N20003174,0.90927
N20003175,0.93112
N20003176,1.04049
N20003177,0.97759
N20003178,0.92277
N20003179,0.96139
N20003180,1.13692
N20003181,0.99883
N20003182,0.87800
N20003183,0.92734
N20003184,1.06998
N20003185,0.96471
N20003186,0.91373
N20003187,0.94500
N20003188,1.17270
N20003189,1.04084
N20003190,0.98255
N20003191,1.17105
N20003192,1.00138
N20003193,1.13421
N20003194,1.17871
N20003195,0.95370
N20003196,1.12755
N20003197,1.10541
N20003198,1.19066
N20003199,0.94574
N20003200,1.19868
N20003201,1.06007
N20003202,1.14696
N20003203,1.16719
N20003204,1.21509
N20003205,1.14146
N20003206,1.02628
N20003207,1.15415
N20003208,1.09458
N20003209,1.05582
N20003210,1.10935
N20003211,1.15110
N20003212,1.14635
N20003213,1.15389
N20003214,1.13522
N20003215,1.06964
N20003216,1.22956
N20003217,1.08743
N20003218,1.16454
N20003219,1.21101
N20003220,1.12297
N20003221,1.08567
N20003222,1.19733
N20003223,1.19518
N20003224,1.06665
N20003225,1.27577
N20003226,1.15784
N20003227,1.24604
N20003228,1.17688
N20003229,1.17232
N20003230,1.21851
N20003231,1.18075
N20003232,1.26737
N20003233,1.18959
N20003234,1.22107
N20003235,1.17499
N20003236,1.11072
N20003237,1.26453
N20003238,1.10653
N20003239,1.07946
N20003240,1.18160
N20003241,1.07356
N20003242,1.00679
N20003243,1.02785
N20003244,1.07067
N20003245,0.95914
N20003246,0.94858
N20003247,1.06802
N20003248,0.94633
N20003249,0.98603
N20003250,1.14641
N20003251,1.01039
N20003252,1.10156
N20003253,1.05897
N20003254,1.08312
N20003255,0.96710
N20003256,1.11589
N20003257,1.17756
N20003258,1.05175
N20003259,1.10808
N20003260,1.15655
N20003261,1.15535
N20003262,1.05821
N20003263,0.87444
N20003264,1.16203
N20003265,0.93146
N20003266,1.08317
N20003267,0.94290
N20003268,1.13296
N20003269,0.92519
N20003270,1.06213
N20003271,0.91670
N20003272,1.14363
N20003273,1.07482
N20003274,1.13402
N20003275,1.06777
N20003276,1.19304
N20003277,1.12186
N20003278,0.96732
N20003279,1.05760
N20003280,1.21815
N20003281,1.13503
N20003282,1.15291
N20003283,1.19175
N20003284,0.94760
N20003285,1.00971
N20003286,0.95327
N20003287,0.94367
N20003288,1.05846
N20003289,1.09331
N20003290,1.15812
N20003291,1.14799
N20003292,1.04262
N20003293,1.09928
N20003294,1.12359
N20003295,1.12228
N20003296,1.03922
N20003297,1.03275
N20003298,0.93202
N20003299,0.95581
N20003300,0.98925
N20003301,0.90780
N20003302,0.92387
N20003303,0.77009
N20003304,0.92946
N20003305,0.84212
N20003306,0.87528
N20003307,0.94023
N20003308,0.95445
N20003309,1.07700
N20003310,1.11825
N20003311,1.02296
N20003312,0.97697
N20003313,1.19056
N20003314,1.00198
N20003315,1.10949
N20003316,0.99738
N20003317,1.09408
N20003318,1.05207
N20003319,1.16057
N20003320,1.12689
N20003321,1.16197
N20003322,1.10525
N20003323,1.14231
N20003324,1.17110
N20003325,1.23008
N20003326,1.15136
N20003327,1.16336
N20003328,1.13486
N20003329,1.03725
N20003330,1.04195
N20003331,1.09816
N20003332,1.20209
N20003333,1.11360
N20003334,1.18259
N20003335,1.08007
N20003336,1.22199
N20003337,1.10714
N20003338,1.07561
N20003339,0.91467
N20003340,0.99994
N20003341,1.07690
N20003342,1.10359
N20003343,1.04416
N20003344,1.13842
N20003345,1.12763
N20003346,1.06248
N20003347,1.02258
N20003348,1.05299
N20003349,1.03546
N20003350,0.96264
N20003351,1.01457
N20003352,1.08218
N20003353,0.93793
N20003354,1.01975
N20003355,1.05803
N20003356,0.99041
N20003357,1.10011
N20003358,0.98907
N20003359,1.03117
N20003360,1.02640
N20003361,1.01327
N20003362,0.96886
N20003363,0.97432
N20003364,0.95155
N20003365,1.07433
N20003366,0.98341
N20003367,0.99862
N20003368,0.86461
N20003369,0.78819
N20003370,0.97616
N20003371,1.01331
N20003372,0.86715
N20003373,1.09687
N20003374,0.90067
N20003375,0.97698
N20003376,0.95987
N20003377,0.87048
N20003378,0.90898
N20003379,0.85699
N20003380,0.96451
N20003381,1.00772
N20003382,0.92488
N20003383,1.11032
N20003384,1.04378
N20003385,1.01451
N20003386,1.04618
N20003387,1.07769
N20003388,0.99781
N20003389,1.08588
N20003390,1.14930
N20003391,1.11110
N20003392,1.12154
N20003393,1.15021
N20003394,1.19470
N20003395,1.15169
N20003396,1.15439
N20003397,1.10181
N20003398,1.13862
N20003399,1.21978
N20003400,1.16613
N20003401,1.09208
N20003402,1.17357
N20003403,0.90995
N20003404,0.91571
N20003405,1.19328
N20003406,0.87298
N20003407,0.92538
N20003408,0.81801
N20003409,1.04080
N20003410,0.92613
N20003411,1.16014
N20003412,1.19356
N20003413,0.99445
N20003414,1.18202
N20003415,0.99630
N20003416,0.86579
N20003417,0.99562
N20003418,1.15672
N20003419,0.85129
N20003420,1.07052
N20003421,1.22564
N20003422,1.19022
N20003423,1.22964
N20003424,1.11601
N20003425,0.96534
N20003426,0.92978
N20003427,0.98735
N20003428,1.09449
N20003429,1.16322
N20003430,1.06912
N20003431,1.03968
N20003432,0.95318
N20003433,0.96228
N20003434,0.98177
N20003435,0.98243
N20003436,0.88860
N20003437,1.00956
N20003438,0.92495
N20003439,0.94366
N20003440,0.77009
N20003441,0.77009
N20003442,0.92572
N20003443,0.90006
N20003444,0.77009
N20003445,0.79224
N20003446,0.87321
N20003447,0.92225
N20003448,1.01947
N20003449,0.92966
N20003450,0.87811
N20003451,0.92779
N20003452,0.92960
N20003453,1.00674
N20003454,0.95717
N20003455,0.99522
N20003456,0.97175
N20003457,0.96104
N20003458,0.95274
N20003459,0.98133
N20003460,0.99338
N20003461,1.01779
N20003462,0.99062
N20003463,1.00006
N20003464,0.98983
N20003465,0.86051
N20003466,1.01981
N20003467,0.99237
N20003468,1.03894
N20003469,1.00084
N20003470,0.99609
N20003471,1.03695
N20003472,0.89187
N20003473,0.99288
N20003474,0.99581
N20003475,0.98367
N20003476,0.99891
N20003477,0.99477
N20003478,0.99722
N20003479,0.98923
N20003480,0.98621
N20003481,1.01658
N20003482,1.02691
N20003483,0.98780
N20003484,1.01464
N20003485,0.77009
N20003486,0.77009
N20003487,0.96734
N20003488,0.99012
N20003489,1.03323
N20003490,0.91066
N20003491,0.96323
N20003492,1.00505
N20003493,0.78727
N20003494,1.00514
N20003495,0.83097
N20003496,1.01917
N20003497,0.97515
N20003498,0.98262
N20003499,0.79359
N20003500,0.93915
N20003501,1.04276
N20003502,0.92245
N20003503,0.84519
N20003504,0.86745
N20003505,0.85578
N20003506,0.77009
N20003507,1.04183
N20003508,0.95855
N20003509,0.80916
N20003510,0.77009
N20003511,0.94638
N20003512,0.77009
N20003513,0.84704
N20003514,0.96269
N20003515,0.77009
N20003516,0.82586
N20003517,0.80862
N20003518,0.85194
N20003519,0.90764
N20003520,0.77009
N20003521,0.77009
N20003522,0.89724
N20003523,0.96132
N20003524,0.82074
N20003525,0.97424
N20003526,0.82289
N20003527,0.77009
N20003528,0.98444
N20003529,0.89736
N20003530,0.96849
N20003531,0.77009
N20003532,0.77009
N20003533,0.77009
N20003534,0.77009
N20003535,0.96272
N20003536,0.97622
N20003537,0.97359
N20003538,0.97175
N20003539,1.02536
N20003540,1.01406
N20003541,1.00814
N20003542,0.97144
N20003543,0.98692
N20003544,1.02193
N20003545,0.98012
N20003546,0.87557
N20003547,0.96185
N20003548,0.95931
N20003549,1.00074
N20003550,0.96071
N20003551,1.01797
N20003552,0.84931
N20003553,1.03600
N20003554,0.98919
N20003555,0.93007
N20003556,1.00335
N20003557,1.03374
N20003558,0.85276
N20003559,0.98764
N20003560,1.02670
N20003561,1.03459
N20003562,0.98720
N20003563,0.93337
N20003564,1.03330
N20003565,0.99685
N20003566,0.97985
N20003567,1.02970
N20003568,0.98668
N20003569,0.96527
N20003570,0.83086
N20003571,0.80433
N20003572,0.84751
N20003573,0.84421
N20003574,0.94343
N20003575,1.00802
N20003576,0.99480
N20003577,0.95247
N20003578,0.95733
N20003579,0.92384
N20003580,1.00235
N20003581,0.99351
N20003582,1.03529
N20003583,1.02816
N20003584,1.03847
N20003585,1.02635
N20003586,0.98871
N20003587,0.95680
N20003588,0.94715
N20003589,1.01567
N20003590,0.99531
N20003591,0.95413
N20003592,0.91384
N20003593,0.85601
N20003594,0.97561
N20003595,0.98419
N20003596,0.91129
N20003597,0.98341
N20003598,0.98671
N20003599,0.87376
N20003600,1.01653
N20003601,0.99006
N20003602,0.99979
N20003603,0.91166
N20003604,0.97969
N20003605,0.89982
N20003606,0.89369
N20003607,0.80945
N20003608,0.77009
N20003609,0.77009
N20003610,0.78613
N20003611,0.93558
N20003612,0.89412
N20003613,0.94311
N20003614,0.95942
N20003615,1.00195
N20003616,0.81210
N20003617,0.77009
N20003618,0.78884
N20003619,1.00900
N20003620,0.94709
N20003621,0.98293
N20003622,0.97585
N20003623,0.99019
N20003624,0.95530
N20003625,0.95824
N20003626,0.98706
N20003627,0.97106
N20003628,0.95307
N20003629,0.98478
N20003630,0.99136
N20003631,0.94937
N20003632,0.97792
N20003633,0.77009
N20003634,0.98525
N20003635,0.89234
N20003636,0.92150
N20003637,0.95542
N20003638,0.98097
N20003639,0.95474
N20003640,0.95064
N20003641,0.96329
N20003642,0.97896
N20003643,0.96558
N20003644,0.91126
N20003645,1.01711
N20003646,0.96154
N20003647,0.99829
N20003648,0.93746
N20003649,0.97689
N20003650,0.99395
N20003651,0.80474
N20003652,1.03064
N20003653,0.77009
N20003654,0.77009
N20003655,0.92791
N20003656,0.77009
N20003657,0.87965
N20003658,0.98684
N20003659,0.77009
N20003660,0.77009
N20003661,0.88968
N20003662,0.77009
N20003663,0.79515
N20003664,0.89044
N20003665,0.79842
N20003666,0.77009
N20003667,1.00741
N20003668,0.79388
N20003669,0.98296
N20003670,0.87719
N20003671,0.90579
N20003672,0.98410
N20003673,1.00047
N20003674,1.00730
N20003675,1.04607
N20003676,0.99125
N20003677,0.79961
N20003678,1.02627
N20003679,0.87846
N20003680,0.96286
N20003681,0.96524
N20003682,0.81906
N20003683,0.99747
N20003684,0.96648
N20003685,0.98440
N20003686,1.06334
N20003687,0.96874
N20003688,0.98170
N20003689,0.96401
N20003690,0.94537
N20003691,1.01998
N20003692,0.98284
N20003693,0.97036
N20003694,0.98886
N20003695,1.00375
N20003696,0.98194
N20003697,0.96578
N20003698,0.93161
N20003699,0.95524
N20003700,0.98649
N20003701,1.02145
N20003702,1.00776
N20003703,0.88973
N20003704,0.96277
N20003705,0.98426
N20003706,0.99499
N20003707,0.88157
N20003708,1.00153
N20003709,0.96288
N20003710,0.99651
N20003711,0.92759
N20003712,0.96429
N20003713,0.89400
N20003714,1.00106
N20003715,0.84965
N20003716,0.96887
N20003717,0.97155
N20003718,0.91489
N20003719,0.98684
N20003720,0.77009
N20003721,0.97160
N20003722,0.95975
N20003723,0.79528
N20003724,1.01947
N20003725,0.93328
N20003726,0.94515
N20003727,0.97058
N20003728,0.98829
N20003729,1.03683
N20003730,0.99339
N20003731,1.01099
N20003732,0.86130
N20003733,0.95105
N20003734,0.95616
N20003735,0.78931
N20003736,0.94318
N20003737,0.92696
N20003738,0.97120
N20003739,0.99508
N20003740,0.97784
N20003741,0.89511
N20003742,0.87798
N20003743,0.98493
N20003744,0.91742
N20003745,0.90502
N20003746,0.97446
N20003747,0.99939
N20003748,0.99002
N20003749,0.89442
N20003750,0.85480
N20003751,0.82411
N20003752,0.97165
N20003753,0.88209
N20003754,0.81583
N20003755,0.96033
N20003756,0.93351
N20003757,0.89750
N20003758,0.87172
N20003759,0.97295
N20003760,1.11465
N20003761,1.04378
N20003762,0.93555
N20003763,1.10546
N20003764,0.94803
N20003765,0.79694
N20003766,0.91201
N20003767,1.01286
N20003768,0.90313
N20003769,1.03913
N20003770,0.99944
N20003771,1.13556
N20003772,0.96310
N20003773,1.14010
N20003774,1.13700
N20003775,1.04923
N20003776,1.19714
N20003777,1.00083
N20003778,1.11983
N20003779,1.00798
N20003780,1.14709
