code,pc_code,pc_name,share,split
N20003449,N06000016,Strangford,1.0,0
N20003450,N06000016,Strangford,1.0,0
N20003451,N06000016,Strangford,1.0,0
N20003452,N06000016,Strangford,1.0,0
N20003453,N06000016,Strangford,1.0,0
N20003454,N06000016,Strangford,1.0,0
N20003455,N06000016,Strangford,1.0,0
N20003456,N06000016,Strangford,1.0,0
N20003457,N06000016,Strangford,1.0,0
N20003458,N06000016,Strangford,1.0,0
N20003459,N06000016,Strangford,1.0,0
N20003460,N06000016,Strangford,1.0,0
N20003461,N06000016,Strangford,1.0,0
N20003462,N06000016,Strangford,1.0,0
N20003463,N06000016,Strangford,1.0,0
N20003464,N06000016,Strangford,1.0,0
N20003465,N06000016,Strangford,1.0,0
N20003466,N06000016,Strangford,1.0,0
N20003467,N06000016,Strangford,1.0,0
N20003468,N06000016,Strangford,1.0,0
N20003469,N06000016,Strangford,1.0,0
N20003470,N06000016,Strangford,1.0,0
N20003471,N06000016,Strangford,1.0,0
N20003472,N06000016,Strangford,1.0,0
N20003473,N06000016,Strangford,1.0,0
N20003474,N06000016,Strangford,0.993556,0
N20003475,N06000016,Strangford,0.999947,0
N20003476,N06000016,Strangford,1.0,0
N20003477,N06000016,Strangford,1.0,0
N20003478,N06000016,Strangford,1.0,0
N20003479,N06000016,Strangford,1.0,0
N20003480,N06000016,Strangford,1.0,0
N20003481,N06000016,Strangford,1.0,0
N20003482,N06000016,Strangford,1.0,0
N20003483,N06000016,Strangford,1.0,0
N20003484,N06000016,Strangford,1.0,0
N20003485,N06000016,Strangford,1.0,0
N20003486,N06000016,Strangford,1.0,0
N20003487,N06000016,Strangford,1.0,0
N20003488,N06000016,Strangford,1.0,0
N20003489,N06000016,Strangford,1.0,0
N20003490,N06000016,Strangford,1.0,0
N20003491,N06000016,Strangford,1.0,0
N20003492,N06000016,Strangford,1.0,0
N20003493,N06000016,Strangford,1.0,0
N20003494,N06000016,Strangford,1.0,0
N20003495,N06000016,Strangford,1.0,0
N20003496,N06000016,Strangford,1.0,0
N20003497,N06000016,Strangford,1.0,0
N20003498,N06000016,Strangford,1.0,0
N20003499,N06000016,Strangford,1.0,0
N20003500,N06000016,Strangford,1.0,0
N20003501,N06000016,Strangford,1.0,0
N20003502,N06000016,Strangford,1.0,0
N20003503,N06000016,Strangford,1.0,0
N20003504,N06000016,Strangford,1.0,0
N20003505,N06000016,Strangford,1.0,0
N20003506,N06000016,Strangford,1.0,0
N20003507,N06000016,Strangford,1.0,0
N20003508,N06000016,Strangford,1.0,0
N20003509,N06000016,Strangford,1.0,0
N20003510,N06000016,Strangford,1.0,0
N20003511,N06000016,Strangford,1.0,0
N20003512,N06000016,Strangford,1.0,0
N20003513,N06000016,Strangford,1.0,0
N20003514,N06000016,Strangford,1.0,0
N20003515,N06000016,Strangford,1.0,0
N20003516,N06000016,Strangford,1.0,0
N20003517,N06000016,Strangford,1.0,0
N20003518,N06000016,Strangford,1.0,0
N20003519,N06000016,Strangford,1.0,0
N20003520,N06000016,Strangford,1.0,0
N20003521,N06000016,Strangford,1.0,0
N20003522,N06000016,Strangford,1.0,0
N20003523,N06000016,Strangford,0.999846,0
N20003524,N06000016,Strangford,1.0,0
N20003525,N06000016,Strangford,1.0,0
N20003526,N06000016,Strangford,1.0,0
N20003527,N06000016,Strangford,1.0,0
N20003528,N06000016,Strangford,1.0,0
N20003529,N06000016,Strangford,1.0,0
N20003530,N06000016,Strangford,1.0,0
N20003531,N06000016,Strangford,1.0,0
N20003532,N06000016,Strangford,1.0,0
N20003533,N06000016,Strangford,1.0,0
N20003534,N06000016,Strangford,1.0,0
N20003535,N06000016,Strangford,1.0,0
N20003536,N06000016,Strangford,1.0,0
N20003537,N06000013,North Down,1.0,0
N20003538,N06000013,North Down,1.0,0
N20003539,N06000013,North Down,1.0,0
N20003540,N06000013,North Down,1.0,0
N20003541,N06000013,North Down,1.0,0
N20003542,N06000013,North Down,1.0,0
N20003543,N06000013,North Down,1.0,0
N20003544,N06000013,North Down,1.0,0
N20003545,N06000013,North Down,1.0,0
N20003546,N06000013,North Down,1.0,0
N20003547,N06000013,North Down,1.0,0
N20003548,N06000013,North Down,1.0,0
N20003549,N06000013,North Down,1.0,0
N20003550,N06000013,North Down,1.0,0
N20003551,N06000013,North Down,1.0,0
N20003552,N06000013,North Down,1.0,0
N20003553,N06000013,North Down,1.0,0
N20003554,N06000013,North Down,1.0,0
N20003555,N06000013,North Down,1.0,0
N20003556,N06000013,North Down,1.0,0
N20003557,N06000013,North Down,1.0,0
N20003558,N06000013,North Down,1.0,0
N20003559,N06000013,North Down,1.0,0
N20003560,N06000013,North Down,1.0,0
N20003561,N06000013,North Down,1.0,0
N20003562,N06000013,North Down,1.0,0
N20003563,N06000013,North Down,1.0,0
N20003564,N06000013,North Down,1.0,0
N20003565,N06000013,North Down,1.0,0
N20003566,N06000013,North Down,1.0,0
N20003567,N06000013,North Down,1.0,0
N20003568,N06000013,North Down,1.0,0
N20003569,N06000013,North Down,0.999897,0
N20003570,N06000013,North Down,1.0,0
N20003571,N06000013,North Down,1.0,0
N20003572,N06000013,North Down,1.0,0
N20003573,N06000013,North Down,1.0,0
N20003574,N06000013,North Down,1.0,0
N20003575,N06000013,North Down,1.0,0
N20003576,N06000013,North Down,0.999976,0
N20003577,N06000013,North Down,1.0,0
N20003578,N06000013,North Down,1.0,0
N20003579,N06000013,North Down,1.0,0
N20003580,N06000013,North Down,1.0,0
N20003581,N06000013,North Down,1.0,0
N20003582,N06000013,North Down,1.0,0
N20003583,N06000013,North Down,1.0,0
N20003584,N06000013,North Down,1.0,0
N20003585,N06000013,North Down,1.0,0
N20003586,N06000013,North Down,1.0,0
N20003587,N06000013,North Down,1.0,0
N20003588,N06000013,North Down,1.0,0
N20003589,N06000013,North Down,1.0,0
N20003590,N06000013,North Down,1.0,0
N20003591,N06000013,North Down,1.0,0
N20003592,N06000013,North Down,1.0,0
N20003593,N06000013,North Down,1.0,0
N20003594,N06000013,North Down,1.0,0
N20003595,N06000013,North Down,1.0,0
N20003596,N06000013,North Down,1.0,0
N20003597,N06000013,North Down,1.0,0
N20003598,N06000013,North Down,1.0,0
N20003599,N06000013,North Down,1.0,0
N20003600,N06000013,North Down,1.0,0
N20003601,N06000013,North Down,1.0,0
N20003602,N06000013,North Down,1.0,0
N20003603,N06000013,North Down,1.0,0
N20003604,N06000013,North Down,1.0,0
N20003605,N06000013,North Down,1.0,0
N20003606,N06000013,North Down,1.0,0
N20003607,N06000013,North Down,1.0,0
N20003608,N06000013,North Down,1.0,0
N20003609,N06000013,North Down,1.0,0
N20003610,N06000013,North Down,1.0,0
N20003611,N06000013,North Down,1.0,0
N20003612,N06000013,North Down,1.0,0
N20003613,N06000013,North Down,1.0,0
N20003614,N06000013,North Down,1.0,0
N20003615,N06000013,North Down,1.0,0
N20003616,N06000013,North Down,1.0,0
N20003617,N06000013,North Down,1.0,0
N20003618,N06000013,North Down,1.0,0
N20003619,N06000013,North Down,1.0,0
N20003620,N06000013,North Down,1.0,0
N20003621,N06000013,North Down,1.0,0
N20003622,N06000013,North Down,1.0,0
N20003623,N06000013,North Down,1.0,0
N20003624,N06000013,North Down,1.0,0
N20003625,N06000013,North Down,1.0,0
N20003626,N06000013,North Down,1.0,0
N20003627,N06000013,North Down,1.0,0
N20003628,N06000013,North Down,1.0,0
N20003629,N06000013,North Down,1.0,0
N20003630,N06000013,North Down,1.0,0
N20003631,N06000013,North Down,1.0,0
N20003632,N06000013,North Down,1.0,0
N20003633,N06000013,North Down,1.0,0
N20003634,N06000013,North Down,1.0,0
N20003635,N06000013,North Down,1.0,0
N20003636,N06000013,North Down,1.0,0
N20003637,N06000013,North Down,1.0,0
N20003638,N06000013,North Down,1.0,0
N20003639,N06000013,North Down,1.0,0
N20003640,N06000013,North Down,1.0,0
N20003641,N06000013,North Down,1.0,0
N20003642,N06000013,North Down,1.0,0
N20003643,N06000013,North Down,1.0,0
N20003644,N06000013,North Down,1.0,0
N20003645,N06000013,North Down,1.0,0
N20003646,N06000013,North Down,1.0,0
N20003647,N06000013,North Down,1.0,0
N20003648,N06000013,North Down,1.0,0
N20003649,N06000013,North Down,1.0,0
N20003650,N06000013,North Down,1.0,0
N20003651,N06000013,North Down,1.0,0
N20003652,N06000013,North Down,1.0,0
N20003653,N06000013,North Down,1.0,0
N20003654,N06000013,North Down,1.0,0
N20003655,N06000013,North Down,1.0,0
N20003656,N06000013,North Down,1.0,0
N20003657,N06000013,North Down,1.0,0
N20003658,N06000013,North Down,1.0,0
N20003659,N06000013,North Down,1.0,0
N20003660,N06000013,North Down,1.0,0
N20003661,N06000013,North Down,1.0,0
N20003662,N06000013,North Down,1.0,0
N20003663,N06000013,North Down,1.0,0
N20003664,N06000013,North Down,1.0,0
N20003665,N06000013,North Down,1.0,0
N20003666,N06000013,North Down,1.0,0
N20003667,N06000013,North Down,1.0,0
N20003668,N06000013,North Down,1.0,0
N20003669,N06000013,North Down,0.999966,0
N20003670,N06000013,North Down,1.0,0
N20003671,N06000013,North Down,1.0,0
N20003672,N06000013,North Down,1.0,0
N20003673,N06000013,North Down,1.0,0
N20003674,N06000013,North Down,1.0,0
N20003675,N06000013,North Down,1.0,0
N20003676,N06000013,North Down,1.0,0
N20003677,N06000013,North Down,1.0,0
N20003678,N06000013,North Down,0.760879,1
N20003679,N06000013,North Down,1.0,0
N20003680,N06000013,North Down,1.0,0
N20003681,N06000013,North Down,1.0,0
N20003682,N06000013,North Down,1.0,0
N20003683,N06000013,North Down,1.0,0
N20003684,N06000013,North Down,1.0,0
N20003685,N06000013,North Down,1.0,0
N20003686,N06000013,North Down,1.0,0
N20003687,N06000013,North Down,1.0,0
N20003688,N06000013,North Down,1.0,0
N20003689,N06000013,North Down,1.0,0
N20003690,N06000013,North Down,1.0,0
N20003691,N06000013,North Down,1.0,0
N20003692,N06000013,North Down,1.0,0
N20003693,N06000013,North Down,1.0,0
N20003694,N06000013,North Down,1.0,0
N20003695,N06000013,North Down,1.0,0
N20003696,N06000013,North Down,1.0,0
N20003697,N06000013,North Down,1.0,0
N20003698,N06000013,North Down,1.0,0
N20003699,N06000013,North Down,1.0,0
N20003700,N06000013,North Down,1.0,0
N20003701,N06000013,North Down,1.0,0
N20003702,N06000013,North Down,1.0,0
N20003703,N06000013,North Down,1.0,0
N20003704,N06000013,North Down,1.0,0
N20003705,N06000013,North Down,1.0,0
N20003706,N06000013,North Down,1.0,0
N20003707,N06000013,North Down,1.0,0
N20003708,N06000013,North Down,1.0,0
N20003709,N06000013,North Down,1.0,0
N20003710,N06000013,North Down,1.0,0
N20003711,N06000013,North Down,1.0,0
N20003712,N06000013,North Down,1.0,0
N20003713,N06000013,North Down,1.0,0
N20003714,N06000013,North Down,1.0,0
N20003715,N06000013,North Down,1.0,0
N20003716,N06000013,North Down,1.0,0
N20003717,N06000013,North Down,1.0,0
N20003718,N06000013,North Down,1.0,0
N20003719,N06000013,North Down,1.0,0
N20003720,N06000013,North Down,1.0,0
N20003721,N06000013,North Down,0.999952,0
N20003722,N06000013,North Down,1.0,0
N20003723,N06000013,North Down,1.0,0
N20003724,N06000013,North Down,1.0,0
N20003725,N06000013,North Down,1.0,0
N20003726,N06000013,North Down,1.0,0
N20003727,N06000013,North Down,1.0,0
N20003728,N06000013,North Down,1.0,0
N20003729,N06000013,North Down,1.0,0
N20003730,N06000013,North Down,0.937489,1
N20003731,N06000016,Strangford,0.784992,1
N20003732,N06000013,North Down,1.0,0
N20003733,N06000013,North Down,1.0,0
N20003734,N06000013,North Down,1.0,0
N20003735,N06000013,North Down,1.0,0
N20003736,N06000013,North Down,0.728815,1
N20003737,N06000016,Strangford,0.573665,1
N20003738,N06000016,Strangford,1.0,0
N20003739,N06000016,Strangford,1.0,0
N20003740,N06000016,Strangford,1.0,0
N20003741,N06000016,Strangford,1.0,0
N20003742,N06000016,Strangford,1.0,0
N20003743,N06000016,Strangford,0.987973,0
N20003744,N06000016,Strangford,1.0,0
N20003745,N06000016,Strangford,1.0,0
N20003746,N06000016,Strangford,1.0,0
N20003747,N06000016,Strangford,1.0,0
N20003748,N06000016,Strangford,1.0,0
N20003749,N06000016,Strangford,1.0,0
N20003750,N06000016,Strangford,1.0,0
N20003751,N06000016,Strangford,1.0,0
N20003752,N06000016,Strangford,1.0,0
N20003753,N06000016,Strangford,1.0,0
N20003754,N06000016,Strangford,1.0,0
N20003755,N06000016,Strangford,1.0,0
N20003756,N06000016,Strangford,1.0,0
N20003757,N06000016,Strangford,1.0,0
N20003758,N06000016,Strangford,1.0,0
N20003759,N06000016,Strangford,1.0,0
N20003760,N06000016,Strangford,1.0,0
N20003761,N06000016,Strangford,1.0,0
N20003762,N06000016,Strangford,1.0,0
N20003763,N06000016,Strangford,1.0,0
N20003764,N06000016,Strangford,1.0,0
N20003765,N06000016,Strangford,1.0,0
N20003766,N06000016,Strangford,1.0,0
N20003767,N06000016,Strangford,1.0,0
N20003768,N06000016,Strangford,1.0,0
N20003769,N06000016,Strangford,1.0,0
N20003770,N06000016,Strangford,1.0,0
N20003771,N06000016,Strangford,1.0,0
N20003772,N06000016,Strangford,1.0,0
N20003773,N06000016,Strangford,1.0,0
N20003774,N06000016,Strangford,1.0,0
N20003775,N06000016,Strangford,1.0,0
N20003776,N06000016,Strangford,1.0,0
N20003777,N06000016,Strangford,1.0,0
N20003778,N06000016,Strangford,1.0,0
N20003779,N06000016,Strangford,1.0,0
N20003780,N06000016,Strangford,1.0,0
