code,pc_code,pc_name,share,split
N20002855,N06000010,Mid Ulster,1.0,0
N20002856,N06000010,Mid Ulster,1.0,0
N20002857,N06000010,Mid Ulster,1.0,0
N20002858,N06000010,Mid Ulster,1.0,0
N20002859,N06000010,Mid Ulster,1.0,0
N20002860,N06000010,Mid Ulster,1.0,0
N20002861,N06000010,Mid Ulster,1.0,0
N20002862,N06000010,Mid Ulster,0.999905,0
N20002863,N06000010,Mid Ulster,1.0,0
N20002864,N06000010,Mid Ulster,0.999982,0
N20002865,N06000010,Mid Ulster,0.99998,0
N20002866,N06000010,Mid Ulster,1.0,0
N20002867,N06000010,Mid Ulster,1.0,0
N20002868,N06000010,Mid Ulster,0.999998,0
N20002869,N06000010,Mid Ulster,1.0,0
N20002870,N06000010,Mid Ulster,1.0,0
N20002871,N06000010,Mid Ulster,1.0,0
N20002872,N06000010,Mid Ulster,1.0,0
N20002873,N06000010,Mid Ulster,1.0,0
N20002874,N06000010,Mid Ulster,1.0,0
N20002875,N06000010,Mid Ulster,1.0,0
N20002876,N06000010,Mid Ulster,1.0,0
N20002877,N06000010,Mid Ulster,1.0,0
N20002878,N06000010,Mid Ulster,1.0,0
N20002879,N06000010,Mid Ulster,1.0,0
N20002880,N06000010,Mid Ulster,1.0,0
N20002881,N06000010,Mid Ulster,1.0,0
N20002882,N06000010,Mid Ulster,1.0,0
N20002883,N06000010,Mid Ulster,1.0,0
N20002884,N06000010,Mid Ulster,1.0,0
N20002885,N06000010,Mid Ulster,1.0,0
N20002886,N06000010,Mid Ulster,1.0,0
N20002887,N06000010,Mid Ulster,0.999988,0
N20002888,N06000010,Mid Ulster,1.0,0
N20002889,N06000010,Mid Ulster,1.0,0
N20002890,N06000010,Mid Ulster,0.99997,0
N20002891,N06000010,Mid Ulster,1.0,0
N20002892,N06000010,Mid Ulster,1.0,0
N20002893,N06000010,Mid Ulster,1.0,0
N20002894,N06000010,Mid Ulster,1.0,0
N20002895,N06000010,Mid Ulster,1.0,0
N20002896,N06000010,Mid Ulster,1.0,0
N20002897,N06000010,Mid Ulster,1.0,0
N20002898,N06000010,Mid Ulster,1.0,0
N20002899,N06000010,Mid Ulster,1.0,0
N20002900,N06000010,Mid Ulster,1.0,0
N20002901,N06000010,Mid Ulster,1.0,0
N20002902,N06000010,Mid Ulster,1.0,0
N20002903,N06000010,Mid Ulster,1.0,0
N20002904,N06000010,Mid Ulster,1.0,0
N20002905,N06000010,Mid Ulster,1.0,0
N20002906,N06000010,Mid Ulster,1.0,0
N20002907,N06000010,Mid Ulster,1.0,0
N20002908,N06000010,Mid Ulster,1.0,0
N20002909,N06000010,Mid Ulster,1.0,0
N20002910,N06000010,Mid Ulster,1.0,0
N20002911,N06000010,Mid Ulster,1.0,0
N20002912,N06000010,Mid Ulster,1.0,0
N20002913,N06000010,Mid Ulster,1.0,0
N20002914,N06000010,Mid Ulster,1.0,0
N20002915,N06000010,Mid Ulster,1.0,0
N20002916,N06000010,Mid Ulster,1.0,0
N20002917,N06000010,Mid Ulster,1.0,0
N20002918,N06000010,Mid Ulster,1.0,0
N20002919,N06000010,Mid Ulster,1.0,0
N20002920,N06000010,Mid Ulster,1.0,0
N20002921,N06000010,Mid Ulster,1.0,0
N20002922,N06000010,Mid Ulster,1.0,0
N20002923,N06000010,Mid Ulster,1.0,0
N20002924,N06000010,Mid Ulster,1.0,0
N20002925,N06000010,Mid Ulster,1.0,0
N20002926,N06000010,Mid Ulster,1.0,0
N20002927,N06000010,Mid Ulster,1.0,0
N20002928,N06000010,Mid Ulster,1.0,0
N20002929,N06000010,Mid Ulster,0.999931,0
N20002930,N06000010,Mid Ulster,1.0,0
N20002931,N06000010,Mid Ulster,1.0,0
N20002932,N06000010,Mid Ulster,1.0,0
N20002933,N06000010,Mid Ulster,1.0,0
N20002934,N06000010,Mid Ulster,1.0,0
N20002935,N06000010,Mid Ulster,1.0,0
N20002936,N06000010,Mid Ulster,1.0,0
N20002937,N06000010,Mid Ulster,1.0,0
N20002938,N06000010,Mid Ulster,1.0,0
N20002939,N06000010,Mid Ulster,1.0,0
N20002940,N06000010,Mid Ulster,1.0,0
N20002941,N06000010,Mid Ulster,1.0,0
N20002942,N06000010,Mid Ulster,1.0,0
N20002943,N06000010,Mid Ulster,1.0,0
N20002944,N06000010,Mid Ulster,1.0,0
N20002945,N06000010,Mid Ulster,1.0,0
N20002946,N06000010,Mid Ulster,1.0,0
N20002947,N06000010,Mid Ulster,1.0,0
N20002948,N06000010,Mid Ulster,0.999942,0
N20002949,N06000010,Mid Ulster,1.0,0
N20002950,N06000010,Mid Ulster,1.0,0
N20002951,N06000010,Mid Ulster,1.0,0
N20002952,N06000010,Mid Ulster,1.0,0
N20002953,N06000010,Mid Ulster,1.0,0
N20002954,N06000010,Mid Ulster,1.0,0
N20002955,N06000010,Mid Ulster,1.0,0
N20002956,N06000010,Mid Ulster,1.0,0
N20002957,N06000010,Mid Ulster,1.0,0
N20002958,N06000010,Mid Ulster,1.0,0
N20002959,N06000010,Mid Ulster,1.0,0
N20002960,N06000010,Mid Ulster,1.0,0
N20002961,N06000010,Mid Ulster,1.0,0
N20002962,N06000010,Mid Ulster,1.0,0
N20002963,N06000010,Mid Ulster,1.0,0
N20002964,N06000010,Mid Ulster,1.0,0
N20002965,N06000010,Mid Ulster,1.0,0
N20002966,N06000010,Mid Ulster,1.0,0
N20002967,N06000010,Mid Ulster,1.0,0
N20002968,N06000010,Mid Ulster,1.0,0
N20002969,N06000010,Mid Ulster,1.0,0
N20002970,N06000010,Mid Ulster,0.999906,0
N20002971,N06000010,Mid Ulster,1.0,0
N20002972,N06000010,Mid Ulster,0.999872,0
N20002973,N06000010,Mid Ulster,1.0,0
N20002974,N06000010,Mid Ulster,1.0,0
N20002975,N06000010,Mid Ulster,1.0,0
N20002976,N06000010,Mid Ulster,1.0,0
N20002977,N06000010,Mid Ulster,1.0,0
N20002978,N06000010,Mid Ulster,1.0,0
N20002979,N06000010,Mid Ulster,1.0,0
N20002980,N06000010,Mid Ulster,1.0,0
N20002981,N06000010,Mid Ulster,1.0,0
N20002982,N06000010,Mid Ulster,1.0,0
N20002983,N06000010,Mid Ulster,1.0,0
N20002984,N06000010,Mid Ulster,1.0,0
N20002985,N06000010,Mid Ulster,1.0,0
N20002986,N06000010,Mid Ulster,1.0,0
N20002987,N06000010,Mid Ulster,1.0,0
N20002988,N06000010,Mid Ulster,1.0,0
N20002989,N06000010,Mid Ulster,1.0,0
N20002990,N06000010,Mid Ulster,0.999923,0
N20002991,N06000010,Mid Ulster,1.0,0
N20002992,N06000010,Mid Ulster,1.0,0
N20002993,N06000010,Mid Ulster,1.0,0
N20002994,N06000010,Mid Ulster,1.0,0
N20002995,N06000010,Mid Ulster,1.0,0
N20002996,N06000010,Mid Ulster,1.0,0
N20002997,N06000010,Mid Ulster,1.0,0
N20002998,N06000010,Mid Ulster,1.0,0
N20002999,N06000010,Mid Ulster,1.0,0
N20003000,N06000010,Mid Ulster,1.0,0
N20003001,N06000010,Mid Ulster,1.0,0
N20003002,N06000010,Mid Ulster,1.0,0
N20003003,N06000010,Mid Ulster,1.0,0
N20003004,N06000010,Mid Ulster,0.999763,0
N20003005,N06000010,Mid Ulster,1.0,0
N20003006,N06000010,Mid Ulster,1.0,0
N20003007,N06000010,Mid Ulster,1.0,0
N20003008,N06000010,Mid Ulster,1.0,0
N20003009,N06000010,Mid Ulster,0.999989,0
N20003010,N06000010,Mid Ulster,1.0,0
N20003011,N06000010,Mid Ulster,1.0,0
N20003012,N06000010,Mid Ulster,1.0,0
N20003013,N06000010,Mid Ulster,1.0,0
N20003014,N06000010,Mid Ulster,1.0,0
N20003015,N06000010,Mid Ulster,0.999973,0
N20003016,N06000010,Mid Ulster,0.999921,0
N20003017,N06000010,Mid Ulster,1.0,0
N20003018,N06000010,Mid Ulster,0.923461,1
N20003019,N06000010,Mid Ulster,0.622869,1
N20003020,N06000007,Fermanagh And South Tyrone,1.0,0
N20003021,N06000010,Mid Ulster,0.525722,1
N20003022,N06000007,Fermanagh And South Tyrone,1.0,0
N20003023,N06000007,Fermanagh And South Tyrone,1.0,0
N20003024,N06000007,Fermanagh And South Tyrone,0.999891,0
N20003025,N06000007,Fermanagh And South Tyrone,1.0,0
N20003026,N06000007,Fermanagh And South Tyrone,1.0,0
N20003027,N06000007,Fermanagh And South Tyrone,0.999989,0
N20003028,N06000007,Fermanagh And South Tyrone,1.0,0
N20003029,N06000007,Fermanagh And South Tyrone,1.0,0
N20003030,N06000007,Fermanagh And South Tyrone,1.0,0
N20003031,N06000007,Fermanagh And South Tyrone,1.0,0
N20003032,N06000007,Fermanagh And South Tyrone,1.0,0
N20003033,N06000007,Fermanagh And South Tyrone,1.0,0
N20003034,N06000007,Fermanagh And South Tyrone,1.0,0
N20003035,N06000007,Fermanagh And South Tyrone,1.0,0
N20003036,N06000007,Fermanagh And South Tyrone,0.99613,0
N20003037,N06000007,Fermanagh And South Tyrone,1.0,0
N20003038,N06000007,Fermanagh And South Tyrone,1.0,0
N20003039,N06000007,Fermanagh And South Tyrone,1.0,0
N20003040,N06000007,Fermanagh And South Tyrone,1.0,0
N20003041,N06000007,Fermanagh And South Tyrone,1.0,0
N20003042,N06000007,Fermanagh And South Tyrone,1.0,0
N20003043,N06000007,Fermanagh And South Tyrone,1.0,0
N20003044,N06000007,Fermanagh And South Tyrone,1.0,0
N20003045,N06000007,Fermanagh And South Tyrone,1.0,0
N20003046,N06000007,Fermanagh And South Tyrone,1.0,0
N20003047,N06000007,Fermanagh And South Tyrone,1.0,0
N20003048,N06000007,Fermanagh And South Tyrone,1.0,0
N20003049,N06000007,Fermanagh And South Tyrone,1.0,0
N20003050,N06000007,Fermanagh And South Tyrone,1.0,0
N20003051,N06000007,Fermanagh And South Tyrone,1.0,0
N20003052,N06000007,Fermanagh And South Tyrone,1.0,0
N20003053,N06000007,Fermanagh And South Tyrone,1.0,0
N20003054,N06000007,Fermanagh And South Tyrone,1.0,0
N20003055,N06000007,Fermanagh And South Tyrone,0.999919,0
N20003056,N06000007,Fermanagh And South Tyrone,1.0,0
N20003057,N06000007,Fermanagh And South Tyrone,1.0,0
N20003058,N06000007,Fermanagh And South Tyrone,1.0,0
N20003059,N06000007,Fermanagh And South Tyrone,0.999947,0
N20003060,N06000007,Fermanagh And South Tyrone,1.0,0
N20003061,N06000007,Fermanagh And South Tyrone,1.0,0
N20003062,N06000007,Fermanagh And South Tyrone,0.999956,0
N20003063,N06000010,Mid Ulster,0.563358,1
N20003064,N06000010,Mid Ulster,0.655194,1
N20003065,N06000010,Mid Ulster,0.550372,1
N20003066,N06000007,Fermanagh And South Tyrone,1.0,0
N20003067,N06000007,Fermanagh And South Tyrone,1.0,0
N20003068,N06000007,Fermanagh And South Tyrone,0.966321,0
N20003069,N06000007,Fermanagh And South Tyrone,1.0,0
N20003070,N06000007,Fermanagh And South Tyrone,0.999905,0
N20003071,N06000007,Fermanagh And South Tyrone,1.0,0
N20003072,N06000007,Fermanagh And South Tyrone,1.0,0
N20003073,N06000007,Fermanagh And South Tyrone,0.999608,0
N20003074,N06000007,Fermanagh And South Tyrone,1.0,0
N20003075,N06000007,Fermanagh And South Tyrone,1.0,0
N20003076,N06000007,Fermanagh And South Tyrone,1.0,0
N20003077,N06000007,Fermanagh And South Tyrone,1.0,0
N20003078,N06000007,Fermanagh And South Tyrone,1.0,0
N20003079,N06000007,Fermanagh And South Tyrone,1.0,0
N20003080,N06000007,Fermanagh And South Tyrone,1.0,0
N20003081,N06000007,Fermanagh And South Tyrone,0.999983,0
N20003082,N06000007,Fermanagh And South Tyrone,0.999915,0
N20003083,N06000007,Fermanagh And South Tyrone,1.0,0
N20003084,N06000007,Fermanagh And South Tyrone,1.0,0
N20003085,N06000007,Fermanagh And South Tyrone,0.999988,0
N20003086,N06000007,Fermanagh And South Tyrone,1.0,0
N20003087,N06000007,Fermanagh And South Tyrone,1.0,0
N20003088,N06000007,Fermanagh And South Tyrone,1.0,0
N20003089,N06000007,Fermanagh And South Tyrone,1.0,0
N20003090,N06000007,Fermanagh And South Tyrone,1.0,0
N20003091,N06000007,Fermanagh And South Tyrone,1.0,0
N20003092,N06000007,Fermanagh And South Tyrone,0.999969,0
N20003093,N06000007,Fermanagh And South Tyrone,0.999961,0
N20003094,N06000007,Fermanagh And South Tyrone,1.0,0
N20003095,N06000007,Fermanagh And South Tyrone,1.0,0
N20003096,N06000007,Fermanagh And South Tyrone,1.0,0
N20003097,N06000007,Fermanagh And South Tyrone,1.0,0
N20003098,N06000007,Fermanagh And South Tyrone,1.0,0
N20003099,N06000007,Fermanagh And South Tyrone,1.0,0
N20003100,N06000007,Fermanagh And South Tyrone,0.999801,0
N20003101,N06000011,Newry And Armagh,0.999922,0
N20003102,N06000011,Newry And Armagh,0.999937,0
N20003103,N06000011,Newry And Armagh,1.0,0
N20003104,N06000011,Newry And Armagh,1.0,0
N20003105,N06000011,Newry And Armagh,1.0,0
N20003106,N06000011,Newry And Armagh,1.0,0
N20003107,N06000011,Newry And Armagh,1.0,0
N20003108,N06000011,Newry And Armagh,0.999888,0
N20003109,N06000011,Newry And Armagh,1.0,0
N20003110,N06000011,Newry And Armagh,1.0,0
N20003111,N06000011,Newry And Armagh,1.0,0
N20003112,N06000011,Newry And Armagh,1.0,0
N20003113,N06000011,Newry And Armagh,1.0,0
N20003114,N06000011,Newry And Armagh,1.0,0
N20003115,N06000011,Newry And Armagh,1.0,0
N20003116,N06000011,Newry And Armagh,1.0,0
N20003117,N06000011,Newry And Armagh,1.0,0
N20003118,N06000011,Newry And Armagh,1.0,0
N20003119,N06000011,Newry And Armagh,1.0,0
N20003120,N06000011,Newry And Armagh,1.0,0
N20003121,N06000011,Newry And Armagh,1.0,0
N20003122,N06000011,Newry And Armagh,1.0,0
N20003123,N06000011,Newry And Armagh,1.0,0
N20003124,N06000011,Newry And Armagh,1.0,0
N20003125,N06000011,Newry And Armagh,1.0,0
N20003126,N06000011,Newry And Armagh,1.0,0
N20003127,N06000011,Newry And Armagh,1.0,0
N20003128,N06000011,Newry And Armagh,1.0,0
N20003129,N06000011,Newry And Armagh,1.0,0
N20003130,N06000011,Newry And Armagh,1.0,0
N20003131,N06000011,Newry And Armagh,1.0,0
N20003132,N06000011,Newry And Armagh,1.0,0
N20003133,N06000011,Newry And Armagh,1.0,0
N20003134,N06000011,Newry And Armagh,1.0,0
N20003135,N06000011,Newry And Armagh,1.0,0
N20003136,N06000011,Newry And Armagh,1.0,0
N20003137,N06000011,Newry And Armagh,1.0,0
N20003138,N06000011,Newry And Armagh,1.0,0
N20003139,N06000011,Newry And Armagh,1.0,0
N20003140,N06000011,Newry And Armagh,1.0,0
N20003141,N06000011,Newry And Armagh,1.0,0
N20003142,N06000011,Newry And Armagh,1.0,0
N20003143,N06000011,Newry And Armagh,1.0,0
N20003144,N06000011,Newry And Armagh,1.0,0
N20003145,N06000011,Newry And Armagh,1.0,0
N20003146,N06000011,Newry And Armagh,1.0,0
N20003147,N06000011,Newry And Armagh,1.0,0
N20003148,N06000011,Newry And Armagh,1.0,0
N20003149,N06000011,Newry And Armagh,1.0,0
N20003150,N06000011,Newry And Armagh,1.0,0
N20003151,N06000011,Newry And Armagh,1.0,0
N20003152,N06000011,Newry And Armagh,1.0,0
N20003153,N06000011,Newry And Armagh,1.0,0
N20003154,N06000011,Newry And Armagh,0.999835,0
N20003155,N06000015,South Down,0.850508,1
N20003156,N06000015,South Down,0.998537,0
N20003157,N06000011,Newry And Armagh,1.0,0
N20003158,N06000011,Newry And Armagh,0.911629,1
N20003159,N06000011,Newry And Armagh,1.0,0
N20003160,N06000015,South Down,0.621892,1
N20003161,N06000011,Newry And Armagh,1.0,0
N20003162,N06000011,Newry And Armagh,1.0,0
N20003163,N06000011,Newry And Armagh,0.997405,0
N20003164,N06000011,Newry And Armagh,1.0,0
N20003165,N06000011,Newry And Armagh,0.771481,1
N20003166,N06000011,Newry And Armagh,1.0,0
N20003167,N06000011,Newry And Armagh,1.0,0
N20003168,N06000011,Newry And Armagh,1.0,0
N20003169,N06000011,Newry And Armagh,0.999999,0
N20003170,N06000011,Newry And Armagh,1.0,0
N20003171,N06000011,Newry And Armagh,1.0,0
N20003172,N06000011,Newry And Armagh,1.0,0
N20003173,N06000011,Newry And Armagh,1.0,0
N20003174,N06000011,Newry And Armagh,1.0,0
N20003175,N06000011,Newry And Armagh,1.0,0
N20003176,N06000011,Newry And Armagh,1.0,0
N20003177,N06000011,Newry And Armagh,1.0,0
N20003178,N06000011,Newry And Armagh,1.0,0
N20003179,N06000011,Newry And Armagh,1.0,0
N20003180,N06000011,Newry And Armagh,0.99999,0
N20003181,N06000011,Newry And Armagh,1.0,0
N20003182,N06000011,Newry And Armagh,1.0,0
N20003183,N06000011,Newry And Armagh,1.0,0
N20003184,N06000011,Newry And Armagh,0.99995,0
N20003185,N06000011,Newry And Armagh,1.0,0
N20003186,N06000011,Newry And Armagh,1.0,0
N20003187,N06000011,Newry And Armagh,1.0,0
N20003188,N06000011,Newry And Armagh,1.0,0
N20003189,N06000011,Newry And Armagh,0.999273,0
N20003190,N06000011,Newry And Armagh,1.0,0
N20003191,N06000011,Newry And Armagh,1.0,0
N20003192,N06000011,Newry And Armagh,1.0,0
N20003193,N06000011,Newry And Armagh,1.0,0
N20003194,N06000011,Newry And Armagh,1.0,0
N20003195,N06000011,Newry And Armagh,1.0,0
N20003196,N06000011,Newry And Armagh,1.0,0
N20003197,N06000011,Newry And Armagh,0.576785,1
N20003198,N06000011,Newry And Armagh,0.999938,0
N20003199,N06000011,Newry And Armagh,1.0,0
N20003200,N06000011,Newry And Armagh,1.0,0
N20003201,N06000011,Newry And Armagh,1.0,0
N20003202,N06000011,Newry And Armagh,1.0,0
N20003203,N06000011,Newry And Armagh,1.0,0
N20003204,N06000011,Newry And Armagh,0.999944,0
N20003205,N06000011,Newry And Armagh,1.0,0
N20003206,N06000011,Newry And Armagh,1.0,0
N20003207,N06000015,South Down,0.986845,0
N20003208,N06000015,South Down,0.999994,0
N20003209,N06000015,South Down,1.0,0
N20003210,N06000015,South Down,0.999968,0
N20003211,N06000015,South Down,1.0,0
N20003212,N06000015,South Down,0.719245,1
N20003213,N06000015,South Down,1.0,0
N20003214,N06000015,South Down,1.0,0
N20003215,N06000015,South Down,1.0,0
N20003216,N06000015,South Down,1.0,0
N20003217,N06000015,South Down,1.0,0
N20003218,N06000015,South Down,1.0,0
N20003219,N06000015,South Down,1.0,0
N20003220,N06000015,South Down,1.0,0
N20003221,N06000015,South Down,1.0,0
N20003222,N06000015,South Down,1.0,0
N20003223,N06000015,South Down,0.992257,0
N20003224,N06000015,South Down,0.999951,0
N20003225,N06000015,South Down,1.0,0
N20003226,N06000015,South Down,1.0,0
N20003227,N06000015,South Down,1.0,0
N20003228,N06000015,South Down,1.0,0
N20003229,N06000015,South Down,0.999923,0
N20003230,N06000015,South Down,1.0,0
N20003231,N06000015,South Down,1.0,0
N20003232,N06000015,South Down,1.0,0
N20003233,N06000015,South Down,0.999705,0
N20003234,N06000015,South Down,1.0,0
N20003235,N06000015,South Down,1.0,0
N20003236,N06000015,South Down,1.0,0
N20003237,N06000015,South Down,1.0,0
N20003238,N06000015,South Down,1.0,0
N20003239,N06000015,South Down,1.0,0
N20003240,N06000015,South Down,1.0,0
N20003241,N06000015,South Down,1.0,0
N20003242,N06000015,South Down,1.0,0
N20003243,N06000015,South Down,1.0,0
N20003244,N06000015,South Down,1.0,0
N20003245,N06000015,South Down,1.0,0
N20003246,N06000015,South Down,1.0,0
N20003247,N06000015,South Down,1.0,0
N20003248,N06000015,South Down,1.0,0
N20003249,N06000015,South Down,1.0,0
N20003250,N06000015,South Down,1.0,0
N20003251,N06000015,South Down,1.0,0
N20003252,N06000015,South Down,1.0,0
N20003253,N06000015,South Down,1.0,0
N20003254,N06000015,South Down,1.0,0
N20003255,N06000015,South Down,1.0,0
N20003256,N06000015,South Down,1.0,0
N20003257,N06000015,South Down,1.0,0
N20003258,N06000015,South Down,1.0,0
N20003259,N06000015,South Down,1.0,0
N20003260,N06000015,South Down,1.0,0
N20003261,N06000015,South Down,1.0,0
N20003262,N06000015,South Down,1.0,0
N20003263,N06000015,South Down,1.0,0
N20003264,N06000015,South Down,1.0,0
N20003265,N06000015,South Down,1.0,0
N20003266,N06000015,South Down,1.0,0
N20003267,N06000015,South Down,1.0,0
N20003268,N06000015,South Down,1.0,0
N20003269,N06000015,South Down,1.0,0
N20003270,N06000015,South Down,1.0,0
N20003271,N06000015,South Down,1.0,0
N20003272,N06000015,South Down,1.0,0
N20003273,N06000015,South Down,1.0,0
N20003274,N06000015,South Down,1.0,0
N20003275,N06000015,South Down,1.0,0
N20003276,N06000015,South Down,1.0,0
N20003277,N06000015,South Down,1.0,0
N20003278,N06000015,South Down,1.0,0
N20003279,N06000015,South Down,1.0,0
N20003280,N06000015,South Down,1.0,0
N20003281,N06000015,South Down,1.0,0
N20003282,N06000015,South Down,1.0,0
N20003283,N06000015,South Down,1.0,0
N20003284,N06000015,South Down,1.0,0
N20003285,N06000015,South Down,1.0,0
N20003286,N06000015,South Down,1.0,0
N20003287,N06000015,South Down,1.0,0
N20003288,N06000015,South Down,1.0,0
N20003289,N06000015,South Down,1.0,0
N20003290,N06000015,South Down,1.0,0
N20003291,N06000015,South Down,1.0,0
N20003292,N06000015,South Down,1.0,0
N20003293,N06000015,South Down,1.0,0
N20003294,N06000015,South Down,1.0,0
N20003295,N06000015,South Down,1.0,0
N20003296,N06000015,South Down,1.0,0
N20003297,N06000015,South Down,1.0,0
N20003298,N06000015,South Down,1.0,0
N20003299,N06000015,South Down,1.0,0
N20003300,N06000015,South Down,1.0,0
N20003301,N06000015,South Down,1.0,0
N20003302,N06000015,South Down,1.0,0
N20003303,N06000015,South Down,1.0,0
N20003304,N06000015,South Down,1.0,0
N20003305,N06000015,South Down,1.0,0
N20003306,N06000015,South Down,1.0,0
N20003307,N06000015,South Down,1.0,0
N20003308,N06000015,South Down,1.0,0
N20003309,N06000015,South Down,1.0,0
N20003310,N06000015,South Down,1.0,0
N20003311,N06000015,South Down,0.962797,0
N20003312,N06000015,South Down,0.999974,0
N20003313,N06000015,South Down,0.999907,0
N20003314,N06000015,South Down,0.985401,0
N20003315,N06000015,South Down,1.0,0
N20003316,N06000015,South Down,0.999945,0
N20003317,N06000015,South Down,1.0,0
N20003318,N06000015,South Down,1.0,0
N20003319,N06000015,South Down,0.999955,0
N20003320,N06000015,South Down,1.0,0
N20003321,N06000015,South Down,1.0,0
N20003322,N06000015,South Down,0.998613,0
N20003323,N06000015,South Down,0.767528,1
N20003324,N06000015,South Down,1.0,0
N20003325,N06000015,South Down,1.0,0
N20003326,N06000015,South Down,1.0,0
N20003327,N06000015,South Down,1.0,0
N20003328,N06000015,South Down,1.0,0
N20003329,N06000015,South Down,1.0,0
N20003330,N06000015,South Down,1.0,0
N20003331,N06000015,South Down,1.0,0
N20003332,N06000015,South Down,1.0,0
N20003333,N06000015,South Down,1.0,0
N20003334,N06000015,South Down,1.0,0
N20003335,N06000015,South Down,1.0,0
N20003336,N06000015,South Down,1.0,0
N20003337,N06000015,South Down,1.0,0
N20003338,N06000015,South Down,1.0,0
N20003339,N06000015,South Down,1.0,0
N20003340,N06000015,South Down,1.0,0
N20003341,N06000015,South Down,1.0,0
N20003342,N06000015,South Down,1.0,0
N20003343,N06000015,South Down,1.0,0
N20003344,N06000015,South Down,1.0,0
N20003345,N06000015,South Down,1.0,0
N20003346,N06000015,South Down,1.0,0
N20003347,N06000016,Strangford,0.999997,0
N20003348,N06000016,Strangford,1.0,0
N20003349,N06000016,Strangford,1.0,0
N20003350,N06000016,Strangford,1.0,0
N20003351,N06000016,Strangford,1.0,0
N20003352,N06000016,Strangford,1.0,0
N20003353,N06000016,Strangford,1.0,0
N20003354,N06000016,Strangford,1.0,0
N20003355,N06000016,Strangford,1.0,0
N20003356,N06000016,Strangford,0.999868,0
N20003357,N06000016,Strangford,1.0,0
N20003358,N06000016,Strangford,1.0,0
N20003359,N06000016,Strangford,1.0,0
N20003360,N06000016,Strangford,1.0,0
N20003361,N06000016,Strangford,1.0,0
N20003362,N06000016,Strangford,0.999761,0
N20003363,N06000016,Strangford,0.999887,0
N20003364,N06000016,Strangford,1.0,0
N20003365,N06000016,Strangford,0.525558,1
N20003366,N06000016,Strangford,1.0,0
N20003367,N06000016,Strangford,1.0,0
N20003368,N06000016,Strangford,1.0,0
N20003369,N06000016,Strangford,1.0,0
N20003370,N06000016,Strangford,0.999997,0
N20003371,N06000016,Strangford,0.634734,1
N20003372,N06000016,Strangford,1.0,0
N20003373,N06000016,Strangford,1.0,0
N20003374,N06000016,Strangford,1.0,0
N20003375,N06000016,Strangford,1.0,0
N20003376,N06000016,Strangford,1.0,0
N20003377,N06000016,Strangford,1.0,0
N20003378,N06000016,Strangford,0.999989,0
N20003379,N06000016,Strangford,1.0,0
N20003380,N06000016,Strangford,1.0,0
N20003381,N06000016,Strangford,1.0,0
N20003382,N06000016,Strangford,0.999915,0
N20003383,N06000015,South Down,0.987214,0
N20003384,N06000015,South Down,0.719081,1
N20003385,N06000016,Strangford,1.0,0
N20003386,N06000016,Strangford,1.0,0
N20003387,N06000016,Strangford,0.986627,0
N20003388,N06000015,South Down,1.0,0
N20003389,N06000016,Strangford,0.9999,0
N20003390,N06000015,South Down,1.0,0
N20003391,N06000015,South Down,1.0,0
N20003392,N06000015,South Down,1.0,0
N20003393,N06000015,South Down,1.0,0
N20003394,N06000015,South Down,1.0,0
N20003395,N06000015,South Down,1.0,0
N20003396,N06000015,South Down,1.0,0
N20003397,N06000015,South Down,1.0,0
N20003398,N06000015,South Down,1.0,0
N20003399,N06000015,South Down,1.0,0
N20003400,N06000015,South Down,1.0,0
N20003401,N06000015,South Down,1.0,0
N20003402,N06000015,South Down,1.0,0
N20003403,N06000015,South Down,1.0,0
N20003404,N06000015,South Down,1.0,0
N20003405,N06000015,South Down,1.0,0
N20003406,N06000015,South Down,1.0,0
N20003407,N06000015,South Down,1.0,0
N20003408,N06000015,South Down,1.0,0
N20003409,N06000015,South Down,1.0,0
N20003410,N06000015,South Down,1.0,0
N20003411,N06000015,South Down,1.0,0
N20003412,N06000015,South Down,1.0,0
N20003413,N06000015,South Down,1.0,0
N20003414,N06000015,South Down,1.0,0
N20003415,N06000015,South Down,1.0,0
N20003416,N06000015,South Down,1.0,0
N20003417,N06000015,South Down,1.0,0
N20003418,N06000015,South Down,1.0,0
N20003419,N06000015,South Down,1.0,0
N20003420,N06000015,South Down,1.0,0
N20003421,N06000015,South Down,1.0,0
N20003422,N06000015,South Down,1.0,0
N20003423,N06000015,South Down,1.0,0
N20003424,N06000015,South Down,1.0,0
N20003425,N06000015,South Down,1.0,0
N20003426,N06000015,South Down,1.0,0
N20003427,N06000015,South Down,1.0,0
N20003428,N06000015,South Down,1.0,0
N20003429,N06000015,South Down,1.0,0
N20003430,N06000015,South Down,1.0,0
N20003431,N06000015,South Down,1.0,0
N20003432,N06000016,Strangford,1.0,0
N20003433,N06000016,Strangford,0.999901,0
N20003434,N06000016,Strangford,1.0,0
N20003435,N06000016,Strangford,1.0,0
N20003436,N06000016,Strangford,1.0,0
N20003437,N06000016,Strangford,1.0,0
N20003438,N06000016,Strangford,1.0,0
N20003439,N06000016,Strangford,1.0,0
N20003440,N06000016,Strangford,1.0,0
N20003441,N06000016,Strangford,1.0,0
N20003442,N06000016,Strangford,1.0,0
N20003443,N06000016,Strangford,1.0,0
N20003444,N06000016,Strangford,1.0,0
N20003445,N06000016,Strangford,1.0,0
N20003446,N06000016,Strangford,1.0,0
N20003447,N06000016,Strangford,1.0,0
N20003448,N06000016,Strangford,1.0,0
